epoch,rep_dead_dim_ratio,rep_effective_rank,rep_embed_norm_mean,rep_embed_norm_std,rep_encoder_param_displacement,rep_has_nan,rep_mean_dim_std,rep_mean_pairwise_cosine,rep_sv1_fraction
1,0.0,44.940773010253906,1.0,2.742880589323704e-08,0.1711847897198354,False,0.06692054867744446,0.40109381079673767,0.09606027603149414
2,0.0,47.139892578125,1.0,2.915244223800073e-08,0.23011639559185695,False,0.06677907705307007,0.4070742726325989,0.08240432292222977
3,0.0,47.893985748291016,1.0,2.8303746901769955e-08,0.27601960117028457,False,0.0703696757555008,0.33810293674468994,0.08913669735193253
4,0.0,49.763980865478516,1.0,2.5994465246981235e-08,0.31766813403791894,False,0.07196536660194397,0.31286177039146423,0.07972332835197449
5,0.0,50.86814498901367,1.0,2.9032717563381993e-08,0.3546104362121722,False,0.071567103266716,0.321389377117157,0.07410178333520889
6,0.0,51.66140365600586,1.0,2.4759184924505462e-08,0.38818508782762157,False,0.07357821613550186,0.281823992729187,0.07570451498031616
7,0.0,52.040836334228516,1.0,2.678635624420167e-08,0.4198156421195928,False,0.07354679703712463,0.2828698456287384,0.07453515380620956
