epoch,rep_dead_dim_ratio,rep_effective_rank,rep_embed_norm_mean,rep_embed_norm_std,rep_encoder_param_displacement,rep_has_nan,rep_mean_dim_std,rep_mean_pairwise_cosine,rep_sv1_fraction
1,0.0,53.06793212890625,1.0,2.5177680385013446e-08,0.19868718409933872,False,0.08492816239595413,0.056856002658605576,0.06111592426896095
2,0.0,56.54889678955078,1.0,2.8056549083999016e-08,0.256652280732902,False,0.08565051853656769,0.042620208114385605,0.054172638803720474
3,0.0,58.0122184753418,1.0,2.9626496811374636e-08,0.3006603716657277,False,0.08574390411376953,0.04303566738963127,0.053742676973342896
4,0.0,59.426605224609375,1.0,2.7932127721896904e-08,0.3390197464666587,False,0.08571604639291763,0.04446098208427429,0.048937682062387466
5,0.0,59.71609115600586,1.0,3.156189265496323e-08,0.37376913342275225,False,0.08536547422409058,0.05178651586174965,0.051729053258895874
6,0.0,60.96308898925781,1.0,2.9626496811374636e-08,0.40455165896428164,False,0.08517517149448395,0.057837892323732376,0.04658932611346245
