step,chosen_normalized_regret,chosen_raw_regret,effective_positive_count,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,is_t0_hard_ce,n_valid_mean,ndcg_at_10,normalized_teacher_entropy,oracle_action_acc,pred_rank_mean,selected_individual_future_mse,spearman,student_entropy,support_size,teacher_entropy,teacher_ess,top10_acc,top1_acc,top1_top2_margin_mean,top5_acc,topm_probability_mass
0,12.690829999807502,0.5254240918497578,9.451892574294275,0.0019695378151260504,0.017710392981642436,0.009052150272333822,0.1174975949155652,846.1001800408884,639.1890756302521,0.5254240918497578,1.0,7201.0,0.9614640652131634,0.9754983618730256,0.0019695378151260504,845.1001800408884,0.9678638832283621,0.1279773148122816,6.037193010835087,10.0,2.2461680243997013,8.915287238209187,0.017710392981642436,0.0019695378151260504,0.023094607552585873,0.009052150272333822,0.01732933428049838
1,5.764978606660827,0.2694379500262126,9.452581882476807,0.023232822541241385,0.16924122597302207,0.09820270022580854,0.018130770745783058,130.54154955038504,79.81512605042016,0.2694379500262126,0.0,7200.0,0.6629577251542517,0.9755296957593004,0.023232822541241385,129.54154955238855,1.1708540068078441,0.4407092487951689,6.0245243431139395,10.0,2.246240167056813,8.91625472677856,0.16924122597302207,0.023232822541241385,0.02114741366205956,0.09820270022580854,0.05256418337528946
2,4.609317321987713,0.19854882101238774,9.448774592215274,0.020015910776535504,0.16279195504998709,0.09310893481205992,0.01630115377650197,117.35200665177418,70.56932773109244,0.19854882101238774,0.0,7199.0,0.6105264954957641,0.9753523036962798,0.020015910776535504,116.35200665177418,1.1074345026384382,0.35819274651474287,6.033371198077162,10.000065651260504,2.245837824685233,8.905942395955575,0.16279195504998709,0.020015910776535504,0.01687604243702748,0.09310893481205992,0.05116259085382296
3,4.038298850299931,0.15225298497278025,9.447305396825326,0.019737858380026677,0.1614557588003388,0.08832411645684674,0.015091154677157501,108.62613154659752,67.29621848739495,0.15225298497278025,0.0,7198.0,0.5886389810998901,0.9752877010267322,0.019737858380026677,107.62613154659752,1.1009986608469187,0.31290832267459795,6.04759184452666,10.0,2.2456829678110717,8.9010866149133,0.1614557588003388,0.019737858380026677,0.014184381538647924,0.08832411645684674,0.050649971550549656
4,3.8020299222289013,0.12397544031195781,9.445828612111196,0.02018196984906407,0.16252162633855052,0.08930116166368503,0.014588348782707412,104.99234586202797,64.09033613445378,0.12397544031195781,0.0,7197.0,0.5764254608950695,0.9752143616435909,0.02018196984906407,103.99234586202797,1.0911654442110483,0.2836025759448458,6.060214531521837,10.000131302521009,2.245526252173576,8.896729168771696,0.16252162633855052,0.02018196984906407,0.012061348009341936,0.08930116166368503,0.05019165125495496
5,3.581925516619402,0.10362299197517774,9.445583654051067,0.02053339718332311,0.16282671165629095,0.08793020887816903,0.014562791469213436,104.79384731444992,64.03151260504201,0.10362299197517774,0.0,7196.0,0.5687716538164796,0.9752086119241073,0.02053339718332311,103.79378166318942,1.0847891284262432,0.26012168566491994,6.071589853583264,10.0,2.2455008450676415,8.895269924853029,0.16282671165629095,0.02053339718332311,0.01051812938061355,0.08793020887816903,0.049744947990519976
6,3.4379126835270086,0.08874499140416875,9.444403862752834,0.01905817474324663,0.16124335771911785,0.08392548197958649,0.014257606854584036,102.58348139193879,63.20798319327731,0.08874499140416875,0.0,7195.0,0.563996179013693,0.9751543462777338,0.01905817474324663,101.58348139193879,1.0796631388992322,0.2421680409559833,6.081927985704246,10.0,2.2453758856829475,8.892463032938853,0.16124335771911785,0.01905817474324663,0.00928632459875212,0.08392548197958649,0.04939060296937667
7,3.3642987200692924,0.07810281588257674,9.445863050573012,0.018177675482417856,0.16564971582666665,0.08718873579211596,0.014265001451150523,102.62242032299523,62.80882352941177,0.07810281588257674,0.0,7194.0,0.5597573202572951,0.9752216324084947,0.018177675482417856,101.62242032299523,1.0840471475502522,0.22727261867367898,6.091459566805543,10.0,2.2455308262039635,8.893866272533641,0.16564971582666665,0.018177675482417856,0.008348845956483152,0.08718873579211596,0.049047455284548847
8,3.301067822871088,0.06977822429484867,9.444724477639719,0.017694945627150415,0.16246756059000222,0.086057217024705,0.014359377190067643,103.28700034758624,63.596638655462186,0.06977822429484867,0.0,7193.0,0.5564718791792372,0.9751691878342829,0.017694945627150415,102.28693469632573,1.0886529358495183,0.21487001329973007,6.100307698009395,10.0,2.2454100636874927,8.891275686376234,0.16246756059000222,0.017694945627150415,0.007594023505421434,0.086057217024705,0.048686131703894305
9,3.2513262569403447,0.06316113736903091,9.444866058205356,0.018892115670718065,0.1613321799800551,0.08692613075009915,0.014231465158674928,102.3526979214003,63.21008403361345,0.06316113736903091,0.0,7192.0,0.5539448616885337,0.9751733998541071,0.018892115670718065,101.35263227013981,1.0898967771595265,0.20422864756150788,6.108507379764268,10.000065651260504,2.245425850403409,8.8909595954318,0.1613321799800551,0.018892115670718065,0.006966138871468823,0.08692613075009915,0.04847038573655887
