step,chosen_normalized_regret,chosen_raw_regret,effective_positive_count,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,gap_1_10,gap_1_2,is_t0_hard_ce,multipos_loss,n_valid_mean,ndcg_at_10,normalized_teacher_entropy,oracle_action_acc,positive_count_max,positive_count_mean,positive_count_median,pred_rank_mean,selected_individual_future_mse,spearman,student_entropy,support_size,teacher_entropy,teacher_ess,top10_acc,top1_acc,top1_in_positive_rate,top1_top2_margin_mean,top5_acc,topm_probability_mass
0,12.263953781428457,0.5240513228913065,9.451892574294275,0.0019695378151260504,0.0202707921413063,0.009453781512605041,0.11442055888454422,823.9424470532842,619.3928571428571,0.5240513228913065,,,1.0,,7201.0,0.9611949829243812,0.9754983618730256,0.0019695378151260504,,,,822.9424470532842,0.966491119263052,0.12834046084813,6.006799671830249,10.0,2.2461680243997013,8.915287238209187,0.0202707921413063,0.0019695378151260504,,0.023094607552585873,0.009453781512605041,0.01811259644193892
1,5.994740457845335,0.2772674450196889,9.451395229131235,0.02152588976813214,0.15048427465019606,0.08978389151112623,0.021418996767665285,154.21677661943838,95.46848739495799,0.2772674450196889,0.08001612094544,0.0210407465525625,0.0,4.463109229292188,7200.0,0.6602157604168443,0.9754749227221272,0.02152588976813214,6.3466386554621845,3.3419735539360205,3.2100840336134455,,1.179133642621401,0.38788013789982734,5.900710124929412,10.0,2.246114047635503,8.913240853477927,,,1.0,,,0.05430796803679599
2,4.933942691618655,0.2081451473381965,9.448318212973971,0.019212648295993062,0.14644865307393445,0.08092097136653773,0.019807452613785238,142.5938503742218,90.72268907563026,0.2081451473381965,0.06305540371842745,0.01705585211122158,0.0,4.4655751580951595,7199.0,0.6038364684130965,0.9753311267670464,0.019212648295993062,6.310924369747899,3.28929034952356,3.0945378151260505,,1.145438441740615,0.30482894874408817,5.909020850638382,10.000065651260504,2.2457890595708574,8.904888413533444,,,1.0,,,0.05203452917743286
3,4.303265298614983,0.16336522601200504,9.447440998894828,0.018177675482417856,0.14693524476391176,0.08171651016200791,0.0189709159620928,136.55265232595076,85.79621848739495,0.16336522601200504,0.05287385009182226,0.01468926968523536,0.0,4.470446217460792,7198.0,0.5814310711096314,0.9752938484444338,0.018177675482417856,6.218487394957983,3.2328264022073827,3.096638655462185,,1.1286490845079182,0.2642620019233779,5.928258780671769,10.0,2.245697108637385,8.901246353357779,,,1.0,,,0.0507656455444986
4,3.9236903395973335,0.13503740389025262,9.44747833243939,0.016760380633425814,0.14657609376023298,0.07805162508572851,0.01817419413443432,130.79967480647463,83.83403361344538,0.13503740389025262,0.04531963534962323,0.012787813170589976,0.0,4.472137390064592,7197.0,0.5678125748238644,0.9752903352765476,0.016760380633425814,6.21218487394958,3.19909324064976,3.0357142857142856,,1.1182376847547644,0.23640101484323228,5.946275146067643,10.000131302521009,2.2457006693888113,8.899077848226083,,,1.0,,,0.05012281466776333
5,3.7137217747063196,0.11294726466274813,9.446153526546574,0.0171040842826126,0.1433900767201636,0.07654936977137788,0.017876798130753803,128.6414398606084,81.0,0.11294726466274813,0.03973094366995633,0.011407552107468154,0.0,4.484104003225054,7196.0,0.5602428858645824,0.9752347161289022,0.0171040842826126,6.1911764705882355,3.160617740214372,3.0,,1.1171456361267746,0.21731654067556586,5.962216382267094,10.0,2.2455609530961813,8.8952024704268,,,1.0,,,0.04955545613080451
6,3.50044554171442,0.09728298490835714,9.445301132041868,0.016930301532838025,0.14258681423179492,0.07449873333342936,0.017873724910309304,128.60145053342612,80.54201680672269,0.09728298490835714,0.03517045289328901,0.010185939996716558,0.0,4.482912171788576,7195.0,0.5547638879854138,0.9751928694107953,0.016930301532838025,6.105042016806722,3.1479045666065537,3.0063025210084033,,1.1140563381882775,0.20218118285716635,5.976544262982216,10.000065651260504,2.2454706465496734,8.893016362390599,,,1.0,,,0.04920369710288003
7,3.4796352659453866,0.08694435864640009,9.444809402738299,0.01474063890446134,0.14343255694110355,0.07538695637324527,0.01776549907057828,127.80500032120392,81.22058823529412,0.08694435864640009,0.03151772985481383,0.00920678720566906,0.0,4.486670562199184,7194.0,0.5501999629019689,0.9751729444295418,0.01474063890446134,6.149159663865547,3.135090984466697,2.9894957983193278,,1.1136335555870993,0.18826530654919768,5.989848557640524,10.0,2.245418722389125,8.891691326093273,,,1.0,,,0.04882447206524804
8,3.358679235482416,0.07670042272500631,9.444580292501369,0.01630854548714241,0.146919797417246,0.07618249512175802,0.01750122175817065,125.88628818207428,78.45378151260505,0.07670042272500631,0.028678536414121818,0.008417169011722342,0.0,4.49445072091928,7193.0,0.5489309620456535,0.9751595203616038,0.01630854548714241,6.123949579831932,3.1116380380983113,2.96218487394958,,1.1025946481513376,0.17878638805802152,6.002212253939204,10.000065651260504,2.245393888289187,8.890178972933473,,,1.0,,,0.04855285017524196
9,3.2715140015137294,0.06888194063467075,9.443971527724706,0.01701526199037037,0.14862673019818148,0.0786772429817865,0.017570379362324206,126.36616798809597,79.1890756302521,0.06888194063467075,0.026118378468961336,0.007687633710144432,0.0,4.492669124563201,7192.0,0.5473011784693774,0.9751320676643307,0.01701526199037037,6.073529411764706,3.1136423324336526,2.9411764705882355,,1.0979720912560695,0.16843670633634322,6.013875274097218,10.000065651260504,2.245330705362208,8.8888816593074,,,1.0,,,0.04831341252967465
