epoch,epoch_wall_seconds,train_kl,train_loss,train_n_valid_mean,train_teacher_effective_positives,train_teacher_entropy,train_teacher_top1_mass,val_global_h720_mse,val_model_top10_individual_mse,val_n_queries_seen,val_ndcg_at_10,val_oracle_regret,val_oracle_top10_individual_mse,val_recall_at_10
1,147.9981791973114,3.9452281347870373,3.9452281347870386,4608.740873893806,50.073402742368984,3.348803415536579,0.2533615860951459,1.6131811257339228,2.0443099558987807,2161,0.9368617071102685,1.1562318900859765,0.8880780481603414,0.03209493022653158
2,142.26195311546326,3.4671177295155533,3.4671177295155537,4610.386891592921,50.17376909032935,3.3484003904043647,0.2533955422386659,1.779078706191711,2.1797367392760822,2161,0.9324710094708873,1.2916586653935804,0.8880780481603414,0.03247835088124505
3,142.38431477546692,3.2260857662268445,3.2260857662268445,4614.133296460177,50.34498336839616,3.353417215094102,0.25294543742749714,1.8214691584759777,2.2052947994012024,2161,0.9319026284045407,1.3172167194664277,0.8880780481603414,0.03304687056670999
4,142.68996572494507,3.089218378971259,3.0892183789712586,4608.526548672567,49.98797195177765,3.3484177408568025,0.25317626823488665,1.7707398611878091,2.1475820979541185,2161,0.93509815039792,1.2595040316369581,0.8880780481603414,0.03432934534969747
5,142.4029426574707,2.8945954108961613,2.8945954108961613,4608.526548672567,49.99067544462407,3.3475710322748395,0.253725417052524,1.8216820860158083,2.20062117161451,2161,0.9333100164134417,1.3125431168975397,0.8880780481603414,0.03614728712567478
6,142.39155530929565,2.76077165397169,2.760771653971691,4612.260094026548,50.24939920763602,3.349884611616846,0.25320760702170364,1.8068262966325217,2.181152401246594,2161,0.9351244258369955,1.2930743485470477,0.8880780481603414,0.03440867408439236
