epoch,train_loss,val_base_mae,val_base_mse,val_counterfactual_lambda0_mse,val_counterfactual_lambda1_mse,val_final_mae,val_final_mse,val_gate_gt_0.10,val_gate_gt_0.50,val_gate_gt_0.98,val_gate_lt_0.02,val_gate_max,val_gate_mean,val_gate_median,val_gate_min,val_gate_p10,val_gate_p25,val_gate_p75,val_gate_p90,val_gate_std,val_projected_retrieval_branch_mae,val_projected_retrieval_branch_mse,val_raw_retrieval_aggregate_mae,val_raw_retrieval_aggregate_mse
1,0.38193523366496246,0.6684022906214455,0.9559122874633444,0.9559122874633444,0.715222783482889,0.5503153870510751,0.6763559356921655,1.0,0.8817645311355591,0.0,0.0,0.6870546936988831,0.5252713561058044,0.5218255519866943,0.17891472578048706,0.4969496726989746,0.5117789506912231,0.5370423793792725,0.5650933384895325,0.03270171210169792,0.5714908302752617,0.715222783482889,0.5714908247963428,0.7152227841351413
2,0.3481957846092728,0.6521896629075856,0.9132182163428657,0.9132182163428657,0.715222783482889,0.5481098789470444,0.6750588283586106,1.0,0.4305206537246704,0.0,0.0,0.71324622631073,0.49415650963783264,0.49622344970703125,0.15500915050506592,0.456359326839447,0.4787183105945587,0.512446403503418,0.5338015556335449,0.037829432636499405,0.5714908302752617,0.715222783482889,0.5714908247963428,0.7152227841351413
3,0.34334118546180004,0.6398495209322044,0.8810524094764153,0.8810524094764153,0.715222783482889,0.5428867083426632,0.6662696784731159,0.9994357824325562,0.1579379290342331,0.0,0.0,0.6864270567893982,0.46758705377578735,0.4734206199645996,0.06950558722019196,0.4077877402305603,0.44840294122695923,0.48993560671806335,0.513871967792511,0.05117620527744293,0.5714908302752617,0.715222783482889,0.5714908247963428,0.7152227841351413
4,0.3404669833633135,0.6357531952676564,0.8714272325829969,0.8714272325829969,0.715222783482889,0.5437056354654134,0.6701779429541802,0.9996922016143799,0.2325211614370346,0.0,0.0,0.7074692249298096,0.4782644510269165,0.47164440155029297,0.07783661037683487,0.43797969818115234,0.4555535912513733,0.4967217743396759,0.5344976186752319,0.0472373329102993,0.5714908302752617,0.715222783482889,0.5714908247963428,0.7152227841351413
5,0.3393747343769613,0.633696350158968,0.8676829305868776,0.8676829305868776,0.715222783482889,0.5458861437028949,0.6688859919192313,0.9994357824325562,0.010310336016118526,0.0,0.0,0.5815126299858093,0.42907091975212097,0.4404759109020233,0.0692877545952797,0.372967928647995,0.4108145534992218,0.45789971947669983,0.47232744097709656,0.046372536569833755,0.5714908302752617,0.715222783482889,0.5714908247963428,0.7152227841351413
6,0.33780249413454305,0.6367914010839013,0.8781230063747012,0.8781230063747012,0.715222783482889,0.5389967199858615,0.6597502906801274,0.9989228248596191,0.07442934066057205,0.0,0.0,0.643399178981781,0.44076094031333923,0.44226694107055664,0.052130308002233505,0.3925153613090515,0.4218372404575348,0.46030542254447937,0.4889199733734131,0.04650786891579628,0.5714908302752617,0.715222783482889,0.5714908247963428,0.7152227841351413
7,0.338525412779934,0.62687184083581,0.8507924711845916,0.8507924711845916,0.715222783482889,0.536209449350625,0.6560028114654758,0.9990254044532776,0.11741472035646439,0.0,0.0,0.6995656490325928,0.446650892496109,0.44427818059921265,0.05183134600520134,0.39833077788352966,0.4224170446395874,0.4743744134902954,0.5051358342170715,0.049297306686639786,0.5714908302752617,0.715222783482889,0.5714908247963428,0.7152227841351413
8,0.33697703587559036,0.6220135214512823,0.836929084260596,0.836929084260596,0.715222783482889,0.5405991138041789,0.6635099278114347,0.9989228248596191,0.011490125209093094,0.0,0.0,0.5819506645202637,0.41643115878105164,0.42250075936317444,0.05263533070683479,0.3661303222179413,0.39903539419174194,0.43994981050491333,0.45952531695365906,0.04272203519940376,0.5714908302752617,0.715222783482889,0.5714908247963428,0.7152227841351413
9,0.33609054915185244,0.6151200040197784,0.8228685739560749,0.8228685739560749,0.715222783482889,0.5398843384343477,0.6660814777321109,0.9980508089065552,0.026263143867254257,0.0,0.0,0.6117909550666809,0.41996240615844727,0.42284759879112244,0.03189494460821152,0.37107422947883606,0.4003928601741791,0.44497397541999817,0.46913793683052063,0.046615228056907654,0.5714908302752617,0.715222783482889,0.5714908247963428,0.7152227841351413
10,0.336199363503816,0.621500926618241,0.8364756649148111,0.8364756649148111,0.715222783482889,0.5389715323358905,0.6604761989359021,0.997589111328125,0.02862272411584854,0.0,0.0,0.6212084889411926,0.40823668241500854,0.41356343030929565,0.023411035537719727,0.34877562522888184,0.3874834477901459,0.433643102645874,0.4616885185241699,0.05171956121921539,0.5714908302752617,0.715222783482889,0.5714908247963428,0.7152227841351413
