step,choice_ce,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,n_valid_mean,ndcg_at_10,oracle_action_acc,selected_individual_future_mse,spearman
1,10.431775995663234,0.05757068452380952,0.068359375,0.06333705357142858,0.24189020557484278,8783.759021577382,6335.163690476191,0.639216841970102,36313.0,0.9650593790270033,0.051432291666666664,0.8254379678395968,0.2880315665843234
2,7.077463533197131,0.2924107142857143,0.5690104166666666,0.5402715773809523,0.08430678823536991,3061.348121279762,406.2708333333333,0.2173860083104706,36312.0,0.9884852928419908,0.28720238095238093,0.4136728780828153,0.30505625388660157
3,7.338019982689903,0.22526041666666666,0.45554315476190477,0.41378348214285715,0.07856042014774782,2852.607421875,282.48511904761904,0.3288656326272065,36311.0,0.9861922530191285,0.22247023809523808,0.5312234924988279,0.3240487077016963
4,7.722887887841179,0.18415178571428573,0.3599330357142857,0.322265625,0.08421699967832519,3057.9192708333335,405.60714285714283,0.2953136182024017,36310.0,0.9852023740254697,0.18247767857142858,0.5043171503069798,0.3352236086306629
5,7.885452591237568,0.15206473214285715,0.31138392857142855,0.27241443452380953,0.08249043170372347,2995.145089285714,473.4642857142857,0.30267384689925947,36309.0,0.9839414296050867,0.15094866071428573,0.5157648952541162,0.34452017065503543
6,8.060376365979513,0.12779017857142858,0.25362723214285715,0.21763392857142858,0.08386939037880092,3045.129836309524,515.0892857142857,0.27665910336379185,36308.0,0.9829064510053113,0.126953125,0.49474549767360476,0.3513958608624255
7,8.192452473299843,0.11635044642857142,0.22832961309523808,0.19056919642857142,0.08669301058283249,3147.5631510416665,603.1785714285714,0.36556745466095025,36307.0,0.9821234395106634,0.11597842261904762,0.5879658646623457,0.3571888173851982
8,8.325592503661202,0.10212053571428571,0.20070684523809523,0.16462053571428573,0.08927821316660811,3241.3348214285716,700.0625,0.2727452165483902,36306.0,0.9814636858091468,0.10165550595238096,0.49948635258615903,0.3621339047039669
9,8.385786431176323,0.09384300595238096,0.17680431547619047,0.14211309523809523,0.08757599003192917,3179.446335565476,802.7232142857143,0.30695815694768197,36305.0,0.9806310287898495,0.09337797619047619,0.5366908136678658,0.36668156233871363
10,8.475555739232473,0.08119419642857142,0.15950520833333334,0.12583705357142858,0.09163808528369698,3326.829055059524,886.7053571428571,0.3883185391911996,36304.0,0.9802373245003677,0.08082217261904762,0.6222913650050205,0.37054234213613246
