cell,n_first,dense_mean,dense_median,b0_mean,b0_median,oracle_mean,oracle_median,b0_eq_oracle_fraction,dense_eq_oracle_fraction,b0_beats_dense_fraction,dense_beats_b0_fraction
ETTh1_H96,19495,0.988475676647369,0.5635488629341125,0.6658469764657163,0.44437217712402344,0.19101074599751938,0.13885226845741272,0.01036163118748397,0.0016927417286483715,0.6438573993331623,0.35024365221851755
Weather_H96,219324,0.5673673503929075,0.251511812210083,0.4518324063214012,0.07133342325687408,0.03631435846318091,0.0019704708829522133,0.051066002808630155,5.471357443781802e-05,0.69842789662782,0.27132917510167603
ETTh1_H720,15127,1.2112257886066498,1.0036334991455078,0.9511432720792382,0.8068127036094666,0.44227117086888945,0.2986488938331604,0.0021154227540159977,0.0006610696106299994,0.6670853440867324,0.33066701923712566
