step,choice_ce,current_aggregate_mse,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,marginal_aggregate_improvement,n_valid_mean,ndcg_at_10,oracle_action_acc,selected_individual_future_mse,spearman
1,7.374045464171081,1.0369276476695257,0.003282563025210084,0.0272800296685901,0.014756086258953359,0.10592238111577991,762.7470690302488,610.1176470588235,0.5944878484646813,,7201.0,0.9555512213406443,0.003282563025210084,1.0369276476695257,0.2719087453762592
2,6.697080882657476,0.8540797643363476,0.00692041522721533,0.06606447734251744,0.03533582553705748,0.06711137208949673,483.2018812544206,357.82563025210084,0.3624516678113146,0.18284788333317814,7200.0,0.6597499225695594,0.00692041522721533,1.1922237655194867,0.4514180155990402
3,6.782154031160499,0.7882636997441784,0.005221206131352096,0.057634083115879226,0.028145081582753098,0.07392250558707722,532.168117370926,407.76680672268907,0.29176867937966555,0.06581606459216911,7199.0,0.6097199636347154,0.005221206131352096,1.2150425316781557,0.36765505793557013
4,6.8271648022307065,0.7499676079121458,0.004390910776535503,0.056031419958199276,0.02641111591971722,0.07743340029484913,557.3656157365366,427.50840336134456,0.24783869587010196,0.038296091832032725,7198.0,0.5863040181643823,0.004390910776535503,1.2178746691020597,0.3221754347632295
5,6.8631742721846125,0.7246780700105078,0.004966324766581299,0.057970063087820004,0.026140787208280645,0.08107422779660531,583.4912142953953,448.6302521008403,0.21978179065651504,0.025289537901637935,7197.0,0.5711353836941118,0.004966324766581299,1.233419773896702,0.2893459778513261
6,6.890217108886783,0.7074664492754876,0.00505514705882353,0.058699950638438476,0.027461536103436927,0.08377846433172598,602.8698288773288,463.50210084033614,0.20042542833052263,0.017211620735020198,7196.0,0.560466099123494,0.00505514705882353,1.2412257978395254,0.2633624165647963
7,6.914581011323368,0.6956179868899474,0.0055147058823529415,0.059464594709272144,0.02875139028960917,0.08645899280633762,622.0724482656527,485.77100840336135,0.1863710657153435,0.01184846238554025,7195.0,0.551364574330945,0.0055147058823529415,1.2525917110698563,0.2417869006145913
8,6.935495348537669,0.6862039756374199,0.006877934998449157,0.06161563899837622,0.030106895736285617,0.08866155379893993,637.8312184870744,500.8781512605042,0.17464954784813047,0.009414011252527478,7194.0,0.5443495882972449,0.006877934998449157,1.2638731252621203,0.22554581558416284
9,6.95144637893228,0.6783583979396259,0.005893166090886132,0.060654041146029944,0.029991040585421715,0.0907468376099132,652.7420060935141,510.65966386554624,0.16478210524851536,0.007845577697793977,7193.0,0.5384461231091443,0.005893166090886132,1.2703958434843217,0.21203547949962473
10,6.97078834261213,0.6721839285259988,0.005418159912864701,0.0627548814821644,0.03091015823248054,0.09284668544868883,667.7533597585534,527.4222689075631,0.15720989199026542,0.006174469413627095,7192.0,0.5328338360648697,0.005418159912864701,1.2827719235871018,0.19962764896266066
