step,choice_ce,current_aggregate_mse,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,marginal_aggregate_improvement,n_valid_mean,ndcg_at_10,oracle_action_acc,selected_individual_future_mse,spearman
1,7.036876501155501,0.7862362249308273,0.017069327731092435,0.11955094537815127,0.06945903361344538,0.08824499102775007,635.4521791474158,500.50210084033614,0.34379643077390787,,7201.0,0.9728140301313721,0.017069327731092435,0.7862362249308273,0.21472120359428554
2,7.610494137812061,0.7191656527399015,0.01798844537815126,0.10437778052443467,0.06485572170090526,0.11273002497482058,811.6561769757952,609.5966386554621,0.36405576079176005,0.06707057219092585,7200.0,0.9719415974466741,0.01798844537815126,0.8068804544467134,0.22985841216140343
3,7.619339123493483,0.6920331908123833,0.01752116287737584,0.10306475531435062,0.0626892301042666,0.11428319488039647,822.7247204820649,614.8697478991596,0.3759549192912063,0.027132461927518125,7199.0,0.9713298246389678,0.01752116287737584,0.8191985558687138,0.23031261770878325
4,7.627098961537626,0.6753813825985965,0.015099789915966387,0.10038077731092437,0.061252626050420166,0.11526729797987471,829.6940111432757,617.3277310924369,0.384242122139813,0.01665180821378692,7198.0,0.9709174537859043,0.015099789915966387,0.8279042912005377,0.22860706629671912
5,7.62815950998739,0.6628555796821328,0.0156906512605042,0.10024947478991597,0.058823529411764705,0.11570170931146331,832.7052025674772,621.5147058823529,0.38328167175514105,0.012525802916463684,7197.0,0.9706494198376391,0.0156906512605042,0.8273299240327182,0.2275689522491707
6,7.630712912864044,0.6532986298391298,0.015493697478991597,0.09414390756302521,0.05724789915966386,0.11607939121019908,835.3072946372153,622.609243697479,0.3897505300432569,0.009556949843002968,7196.0,0.9703184433844911,0.015493697478991597,0.8341826724843318,0.22721015629489502
7,7.635504703561799,0.6454790675965678,0.013064600840336135,0.09118960084033613,0.056000525210084036,0.11674260701827642,839.963057702329,629.1533613445379,0.3949822200728314,0.00781956224256203,7195.0,0.969853842584025,0.013064600840336135,0.8398853259301987,0.22656843636721957
8,7.636158050609236,0.63915060836227,0.013524159663865547,0.08941701680672269,0.05521271008403361,0.11738556783211988,844.4717777156028,629.9474789915967,0.4017098492574917,0.006328459234297776,7194.0,0.9694831187234205,0.013524159663865547,0.8469400179861974,0.22645944109614594
9,7.63646582996144,0.633272209682134,0.013064600840336135,0.08816964285714286,0.05311186974789916,0.11792111707099971,848.2065968232996,629.8319327731092,0.39873249270021915,0.005878398680135983,7193.0,0.9692891321512831,0.013064600840336135,0.8443165233030039,0.22604958781445122
10,7.63511534698871,0.6278119165325114,0.013064600840336135,0.08803834033613446,0.05311186974789916,0.11819109351260729,850.0303425508387,629.2794117647059,0.4082808002610417,0.0054602931496225485,7192.0,0.9689523841903991,0.013064600840336135,0.8542295655533045,0.2255731451592643
