epoch,rep_dead_dim_ratio,rep_effective_rank,rep_embed_norm_mean,rep_embed_norm_std,rep_encoder_param_displacement,rep_has_nan,rep_mean_dim_std,rep_mean_pairwise_cosine,rep_sv1_fraction
1,0.0,40.886356353759766,1.0,2.447621483270268e-08,0.2025135015639325,False,0.07644595950841904,0.21877211332321167,0.09781549125909805
2,0.0,43.71825408935547,1.0,2.558933154261922e-08,0.28112948881272476,False,0.08137565851211548,0.11622767150402069,0.08658458292484283
3,0.0,43.76351547241211,1.0,2.6916072926042034e-08,0.3407932492182882,False,0.0814821869134903,0.11155614256858826,0.09640336781740189
4,0.0,42.245582580566406,1.0,2.915244223800073e-08,0.3908158866897965,False,0.07978996634483337,0.15142714977264404,0.0958312451839447
5,0.0,42.15623474121094,1.0,2.8056549083999016e-08,0.4338179727365975,False,0.08051072061061859,0.13433869183063507,0.09077931940555573
6,0.0,41.21329879760742,1.0,2.939042431648886e-08,0.47199071726518466,False,0.0821513682603836,0.09657245129346848,0.09340951591730118
7,0.0,40.44658279418945,1.0,2.9626496811374636e-08,0.5064439792919544,False,0.07942351698875427,0.15777292847633362,0.09190817922353745
