epoch,rep_dead_dim_ratio,rep_effective_rank,rep_embed_norm_mean,rep_embed_norm_std,rep_encoder_param_displacement,rep_has_nan,rep_mean_dim_std,rep_mean_pairwise_cosine,rep_sv1_fraction
1,0.0,40.83076858520508,1.0,2.639337992604851e-08,0.201252626291428,False,0.06992785632610321,0.33761247992515564,0.09642565250396729
2,0.0,43.33383560180664,1.0,2.7681611669549966e-08,0.28071725479369525,False,0.07759205996990204,0.19593121111392975,0.08406426757574081
3,0.0,43.18620300292969,1.0,2.8056549083999016e-08,0.3405906012953919,False,0.07598087191581726,0.2255822718143463,0.0861450582742691
4,0.0,43.91643142700195,1.0,2.489946560046974e-08,0.3893839530122836,False,0.07718930393457413,0.2003939300775528,0.08256929367780685
5,0.0,43.90836715698242,1.0,2.489946560046974e-08,0.4315133494959363,False,0.07805851101875305,0.18452557921409607,0.08995944261550903
6,0.0,43.985172271728516,1.0,3.232515766171673e-08,0.4677034252882217,False,0.07703030854463577,0.20270133018493652,0.09185759723186493
7,0.0,43.86410903930664,1.0,2.4045514024351178e-08,0.502655416905739,False,0.0771188735961914,0.20225045084953308,0.09026726335287094
8,0.0,43.913570404052734,1.0,3.020860361857558e-08,0.5333289826342696,False,0.07620811462402344,0.2228759080171585,0.08792583644390106
9,0.0,44.17881774902344,1.0,3.00930835805957e-08,0.5631122774070831,False,0.07527139782905579,0.24413594603538513,0.07994330674409866
10,0.0,43.135440826416016,1.0,2.678635624420167e-08,0.5912003113412937,False,0.07582412660121918,0.2274327576160431,0.08995679020881653
