channel,base_mse,ret_mse,ret_better_frac,corr_cos_mean,oracle_lambda_mse,lambda_eq0_frac,lambda_val_channel,global_lambda_mse,arm
0,0.8098637461662292,0.8340398669242859,0.4333931803703308,0.20102065801620483,0.662146806716919,0.29299819469451904,0.44505709409713745,0.7569538354873657,Individual-TF-Asym
1,0.2140388786792755,0.24928532540798187,0.2998204529285431,0.134926900267601,0.19261345267295837,0.3332136571407318,0.4532417953014374,0.21230262517929077,Individual-TF-Asym
2,0.839892566204071,0.8802461624145508,0.42010772228240967,0.18933990597724915,0.6827753186225891,0.3120287358760834,0.47550252079963684,0.7897943258285522,Individual-TF-Asym
3,0.17580591142177582,0.19947847723960876,0.30017954111099243,0.13239425420761108,0.15761634707450867,0.3260323107242584,0.5207414627075195,0.17432481050491333,Individual-TF-Asym
4,0.5278666615486145,0.5537400245666504,0.35942548513412476,0.19654829800128937,0.45272934436798096,0.25852781534194946,0.07185635715723038,0.5176548957824707,Individual-TF-Asym
5,0.12776392698287964,0.15059970319271088,0.3310592472553253,0.1350017637014389,0.11630652099847794,0.3066427409648895,0.7219188213348389,0.1356685757637024,Individual-TF-Asym
6,0.055598560720682144,0.07157696038484573,0.29802513122558594,0.06873023509979248,0.04649047926068306,0.44596049189567566,0.12409044057130814,0.055105168372392654,Individual-TF-Asym
0,0.8098637461662292,1.004220962524414,0.3389587104320526,0.16578474640846252,0.6672317981719971,0.33070018887519836,0.29071947932243347,0.7760395407676697,Set-TF-Asym
1,0.2140388786792755,0.32387980818748474,0.22692997753620148,0.1389317661523819,0.18842090666294098,0.3217235207557678,0.22939415276050568,0.210137277841568,Set-TF-Asym
2,0.839892566204071,1.023431420326233,0.35870736837387085,0.17448735237121582,0.6829159259796143,0.3141831159591675,0.3198828101158142,0.7990674376487732,Set-TF-Asym
3,0.17580591142177582,0.25431516766548157,0.22513465583324432,0.1323261708021164,0.1542331576347351,0.3274685740470886,0.3570505380630493,0.17522582411766052,Set-TF-Asym
4,0.5278666615486145,0.7219293713569641,0.2423698455095291,0.1636962741613388,0.4633263647556305,0.30089765787124634,0.012599845416843891,0.5260215401649475,Set-TF-Asym
5,0.12776392698287964,0.28610959649086,0.1572711020708084,0.0735400840640068,0.11570891737937927,0.3942549228668213,0.2876332104206085,0.1368694007396698,Set-TF-Asym
6,0.055598560720682144,0.2397700697183609,0.0951526015996933,-0.014662794768810272,0.04535426199436188,0.49766606092453003,0.0,0.05559856444597244,Set-TF-Asym
0,0.8098637461662292,0.8623099327087402,0.4377019703388214,0.20505864918231964,0.6584486961364746,0.29658886790275574,0.45601901412010193,0.7613711953163147,Individual-OP-Asym
