arm,qc_index,e_base,e_ret,corr_cos,lambda_star,gain_lam1,gain_global
Oracle-Individual,2895,0.7160381078720093,0.3045788109302521,0.7637921571731567,0.8909180164337158,0.4114592969417572,0.4114592969417572
Oracle-Individual,2896,0.17639265954494476,0.09357254207134247,0.6998295783996582,0.8310551643371582,0.0828201174736023,0.0828201174736023
Oracle-Individual,2897,0.09346242249011993,0.044813372194767,0.7671151757240295,0.7463813424110413,0.048649050295352936,0.048649050295352936
Oracle-Individual,2898,0.8801451921463013,0.41226720809936523,0.729648768901825,1.0,0.46787798404693604,0.46787798404693604
Oracle-Individual,2899,0.3017689883708954,0.22445133328437805,0.5154087543487549,0.8414495587348938,0.07731765508651733,0.07731765508651733
Oracle-Individual,2900,0.8377482295036316,0.3877103924751282,0.7342557907104492,0.9435172080993652,0.4500378370285034,0.4500378370285034
Oracle-Individual,2901,0.23324054479599,0.1229218989610672,0.7001572251319885,0.8420911431312561,0.11031864583492279,0.11031864583492279
Oracle-Individual,2902,0.6494192481040955,0.22768308222293854,0.8072939515113831,0.9437130093574524,0.4217361807823181,0.4217361807823181
Oracle-Individual,2903,0.1695806384086609,0.08403493463993073,0.7102559208869934,1.0,0.08554570376873016,0.08554570376873016
Oracle-Individual,2904,0.09350251406431198,0.037931352853775024,0.8008406162261963,0.7869301438331604,0.05557116121053696,0.05557116121053696
Oracle-Individual,2905,0.833026111125946,0.40570446848869324,0.7167875170707703,1.0,0.4273216426372528,0.4273216426372528
Oracle-Individual,2906,0.3257502317428589,0.1749156415462494,0.6822648048400879,1.0,0.1508345901966095,0.1508345901966095
Oracle-Individual,2907,0.8118258118629456,0.382338285446167,0.7273707389831543,0.992639422416687,0.42948752641677856,0.42948752641677856
Oracle-Individual,2908,0.2565125524997711,0.11380897462368011,0.7506740093231201,1.0,0.142703577876091,0.142703577876091
Oracle-Individual,2909,0.6326004862785339,0.2600080370903015,0.7680310606956482,1.0,0.3725924491882324,0.3725924491882324
Oracle-Individual,2910,0.17152488231658936,0.08962859213352203,0.6910655498504639,1.0,0.08189629018306732,0.08189629018306732
Oracle-Individual,2911,0.0990847498178482,0.039396047592163086,0.7931259274482727,0.8293095231056213,0.05968870222568512,0.05968870222568512
Oracle-Individual,2912,0.7973255515098572,0.34112972021102905,0.7581165432929993,0.9371716380119324,0.4561958312988281,0.4561958312988281
Oracle-Individual,2913,0.31293579936027527,0.1672244518995285,0.6824656128883362,0.9834155440330505,0.14571134746074677,0.14571134746074677
Oracle-Individual,2914,0.7840522527694702,0.3562975227832794,0.7422087788581848,0.9106389284133911,0.4277547299861908,0.42775478959083557
Oracle-Individual,2915,0.24352574348449707,0.10949433594942093,0.7458592057228088,0.9064362645149231,0.13403141498565674,0.13403141498565674
Oracle-Individual,2916,0.5630749464035034,0.31831255555152893,0.6956889033317566,0.7580691576004028,0.2447623908519745,0.2447623908519745
Oracle-Individual,2917,0.14685899019241333,0.0903010368347168,0.6305506825447083,0.8495121002197266,0.05655795335769653,0.05655795335769653
Oracle-Individual,2918,0.10001470893621445,0.033277563750743866,0.8357409238815308,0.8255484104156494,0.06673714518547058,0.06673714518547058
Oracle-Individual,2919,0.750703752040863,0.4039430320262909,0.6813064813613892,1.0,0.34676072001457214,0.34676072001457214
Oracle-Individual,2920,0.32317692041397095,0.16031908988952637,0.7178670763969421,1.0,0.16285783052444458,0.16285783052444458
Oracle-Individual,2921,0.7172192335128784,0.4114193320274353,0.6544802188873291,1.0,0.3057999014854431,0.3057999014854431
Oracle-Individual,2922,0.24815307557582855,0.10180998593568802,0.7747969627380371,0.8827956318855286,0.14634308218955994,0.14634308218955994
Oracle-Individual,2923,0.5219333171844482,0.3045714497566223,0.6627604365348816,0.8144577741622925,0.21736186742782593,0.21736186742782593
Oracle-Individual,2924,0.14116621017456055,0.09120505303144455,0.6000110507011414,0.8848563432693481,0.049961157143116,0.049961157143116
Oracle-Individual,2925,0.09081494808197021,0.044533081352710724,0.7679575681686401,0.7306707501411438,0.04628186672925949,0.04628186672925949
Oracle-Individual,2926,0.6490672826766968,0.4014962613582611,0.6334492564201355,0.818118155002594,0.24757102131843567,0.24757102131843567
