arm,step,base_mse,ret_mse,delta_mse
Individual-TF-Asym,1,0.10829197615385056,0.10757891833782196,-0.000713057816028595
Individual-TF-Asym,2,0.17632590234279633,0.17851650714874268,0.00219060480594635
Individual-TF-Asym,3,0.23593004047870636,0.23547346889972687,-0.0004565715789794922
Individual-TF-Asym,4,0.2819179892539978,0.28522711992263794,0.0033091306686401367
Individual-TF-Asym,5,0.31235048174858093,0.3281799852848053,0.015829503536224365
Individual-TF-Asym,6,0.32429397106170654,0.36239877343177795,0.03810480237007141
Individual-TF-Asym,7,0.3368546664714813,0.38118746876716614,0.044332802295684814
Individual-TF-Asym,8,0.34340018033981323,0.3877006769180298,0.04430049657821655
Individual-TF-Asym,9,0.34584885835647583,0.3865450620651245,0.04069620370864868
Individual-TF-Asym,10,0.3427376449108124,0.3883008062839508,0.04556316137313843
Individual-TF-Asym,11,0.35648396611213684,0.3881169259548187,0.031632959842681885
Individual-TF-Asym,12,0.34754276275634766,0.38940468430519104,0.041861921548843384
Individual-TF-Asym,13,0.3508741557598114,0.39160430431365967,0.04073014855384827
Individual-TF-Asym,14,0.3522796928882599,0.39068305492401123,0.03840336203575134
Individual-TF-Asym,15,0.35845935344696045,0.38324978947639465,0.024790436029434204
Individual-TF-Asym,16,0.3550506830215454,0.37667351961135864,0.021622836589813232
Individual-TF-Asym,17,0.3524538278579712,0.37162506580352783,0.01917123794555664
Individual-TF-Asym,18,0.3462146520614624,0.37536561489105225,0.029150962829589844
Individual-TF-Asym,19,0.34071412682533264,0.37455254793167114,0.0338384211063385
Individual-TF-Asym,20,0.3322613835334778,0.37443870306015015,0.04217731952667236
Individual-TF-Asym,21,0.3291364014148712,0.373406320810318,0.04426991939544678
Individual-TF-Asym,22,0.33150604367256165,0.36090168356895447,0.029395639896392822
Individual-TF-Asym,23,0.3319018483161926,0.3427611291408539,0.010859280824661255
Individual-TF-Asym,24,0.33367371559143066,0.33342495560646057,-0.0002487599849700928
Individual-TF-Asym,25,0.3414066731929779,0.351470023393631,0.010063350200653076
Individual-TF-Asym,26,0.35546693205833435,0.37304526567459106,0.017578333616256714
Individual-TF-Asym,27,0.36839064955711365,0.39411407709121704,0.025723427534103394
Individual-TF-Asym,28,0.3782218098640442,0.40773627161979675,0.029514461755752563
Individual-TF-Asym,29,0.3870416581630707,0.4199238419532776,0.03288218379020691
Individual-TF-Asym,30,0.39024055004119873,0.4338260889053345,0.04358553886413574
Individual-TF-Asym,31,0.39556440711021423,0.440822571516037,0.045258164405822754
Individual-TF-Asym,32,0.3994000256061554,0.43827342987060547,0.03887340426445007
Individual-TF-Asym,33,0.39864590764045715,0.43777114152908325,0.0391252338886261
Individual-TF-Asym,34,0.3953130543231964,0.4410709738731384,0.04575791954994202
Individual-TF-Asym,35,0.3948119580745697,0.4375156760215759,0.042703717947006226
Individual-TF-Asym,36,0.3944447934627533,0.435227632522583,0.04078283905982971
Individual-TF-Asym,37,0.3935944139957428,0.4334813356399536,0.039886921644210815
Individual-TF-Asym,38,0.39199593663215637,0.42956095933914185,0.037565022706985474
Individual-TF-Asym,39,0.386039674282074,0.422250360250473,0.03621068596839905
Individual-TF-Asym,40,0.38731279969215393,0.41312724351882935,0.025814443826675415
Individual-TF-Asym,41,0.3831880986690521,0.41177403926849365,0.02858594059944153
Individual-TF-Asym,42,0.3819885849952698,0.41580381989479065,0.033815234899520874
Individual-TF-Asym,43,0.3800871968269348,0.41863352060317993,0.03854632377624512
Individual-TF-Asym,44,0.3849268853664398,0.4221113920211792,0.03718450665473938
Individual-TF-Asym,45,0.38269028067588806,0.42133215069770813,0.03864187002182007
Individual-TF-Asym,46,0.3729466497898102,0.41166073083877563,0.038714081048965454
Individual-TF-Asym,47,0.37081366777420044,0.401878297328949,0.031064629554748535
Individual-TF-Asym,48,0.3765347898006439,0.39458033442497253,0.018045544624328613
