query_id,anchor_policy,channel,i1,i2_dense,i2_oracle,A1,A2_dense,A2_oracle,delta_dense,delta_oracle,continuation_regret,dense_second_true_rank,dense_second_true_rank_fraction,oracle_second_predicted_rank,oracle_second_predicted_rank_fraction,n_remaining_valid,first_candidate_future_mse,dense_second_candidate_future_mse,oracle_second_candidate_future_mse,alpha1_dense,alpha2_dense,alpha1_oracle,alpha2_oracle,b0_score_i1,b0_score_i2_dense,b0_score_i2_oracle,spearman_all,spearman_true_top10pct,spearman_true_top5pct,spearman_true_top1pct,spearman_true_top50,spearman_true_top10,ratio_dense
11424_0,dense_first,0,7752,1354,6816,0.6899635195732117,0.6899991035461426,0.2812000513076782,3.55839729309082e-05,-0.40876346826553345,0.40879905223846436,3939,0.46631940333846333,308,0.036462649461347224,8448,0.6899635195732117,4.159797668457031,0.36160358786582947,0.9999673366546631,3.264789120294154e-05,0.42239317297935486,0.5776067972183228,0.8866398930549622,-0.1463298797607422,0.9179356098175049,-0.007500950712710619,0.6474142074584961,0.6348302364349365,0.38772910833358765,0.531236469745636,-0.11515152454376221,1.0000516176223755
11425_0,dense_first,0,5546,5904,6985,1.8247088193893433,1.7854331731796265,0.37133169174194336,-0.0392756462097168,-1.4533771276474,1.414101481437683,404,0.047827631111637264,535,0.06333609565526223,8448,1.8247088193893433,1.4585012197494507,0.5470365285873413,0.9643237590789795,0.0356762558221817,0.35005393624305725,0.6499460339546204,0.867035984992981,0.5373417735099792,0.9289161562919617,0.19039444625377655,0.4794558882713318,0.25571155548095703,-0.014032602310180664,0.0411524623632431,0.2242424488067627,0.9784756898880005
11426_0,dense_first,0,4371,6214,7106,2.1641788482666016,2.164249897003174,0.32273703813552856,7.104873657226562e-05,-1.8414418697357178,1.84151291847229,3375,0.3995501361430093,1062,0.12572510950633362,8448,2.1641788482666016,3.416998863220215,0.3764847218990326,0.9998729228973389,0.00012704207620117813,0.0840059369802475,0.9159941077232361,0.7099176049232483,-0.18716897070407867,0.9488298892974854,0.2373998463153839,0.3394506871700287,0.027610555291175842,0.15468260645866394,0.10050420463085175,0.17575758695602417,1.0000327825546265
11427_0,dense_first,0,5907,6111,7107,0.6024234890937805,0.6029164791107178,0.243286594748497,0.0004929900169372559,-0.3591368794441223,0.35962986946105957,7149,0.8463359772700367,554,0.06558541494021546,8448,0.6024234890937805,16.473615646362305,0.39904165267944336,0.9997956156730652,0.0002044289285549894,0.43302008509635925,0.5669799447059631,0.9030293226242065,0.053520746529102325,0.9299833178520203,-0.016465671360492706,0.6244762539863586,0.46128591895103455,0.2674294114112854,0.3639375865459442,-0.06666667014360428,1.0008183717727661
11428_0,dense_first,0,7252,5908,7396,1.1499866247177124,0.7104184031486511,0.45487093925476074,-0.4395682215690613,-0.6951156854629517,0.2555474638938904,11,0.001302237480762401,192,0.022729963300580087,8448,1.1499866247177124,0.5658760070800781,0.583874523639679,0.6118167042732239,0.3881833255290985,0.5231624841690063,0.47683754563331604,0.9505294561386108,0.9050339460372925,0.941257894039154,0.1804271936416626,0.4800088107585907,0.49682697653770447,0.2681381106376648,0.2798079252243042,-0.03030303306877613,0.6177623271942139
11429_0,dense_first,0,7229,7733,7109,1.3474973440170288,1.1104447841644287,0.4112532138824463,-0.2370525598526001,-0.9362441301345825,0.6991915702819824,140,0.016573931573339647,44,0.005208949923049604,8448,1.3474973440170288,1.0577127933502197,0.392630934715271,0.5317327380180359,0.4682672321796417,0.4561225175857544,0.5438774228096008,0.9350471496582031,0.9223369359970093,0.9526433944702148,0.3052047789096832,0.4208090305328369,0.4275484085083008,0.224298894405365,0.06400960683822632,0.5878788232803345,0.8240793943405151
11430_0,dense_first,0,7926,5027,6894,1.1696892976760864,1.169756293296814,0.5037100315093994,6.699562072753906e-05,-0.665979266166687,0.6660462617874146,5561,0.6583402391381555,11,0.001302237480762401,8448,1.1696892976760864,10.118657112121582,0.460934579372406,0.9999674558639526,3.249680230510421e-05,0.521598219871521,0.4784017503261566,0.964701771736145,-0.06873185187578201,0.956057071685791,0.3566921651363373,0.40149030089378357,0.5460015535354614,0.28512707352638245,0.045378152281045914,0.09090910106897354,1.0000572204589844
11431_0,dense_first,0,6175,7040,7111,2.1011300086975098,2.0254015922546387,0.4239615797996521,-0.0757284164428711,-1.677168369293213,1.6014399528503418,414,0.049011483366875816,21,0.002486089736000947,8448,2.1011300086975098,1.7871627807617188,0.4019048810005188,0.9596839547157288,0.04031604155898094,0.3561069667339325,0.6438930034637451,0.8873101472854614,0.5703246593475342,0.9465402364730835,0.4769510328769684,0.549500048160553,0.48158758878707886,0.1481219083070755,0.16773109138011932,-0.06666667014360428,0.9639582633972168
11432_0,dense_first,0,8408,7040,7112,1.1900593042373657,0.871428370475769,0.45439255237579346,-0.3186309337615967,-0.7356667518615723,0.4170358180999756,46,0.005445720374097312,124,0.014679767964957973,8448,1.1900593042373657,0.9858579039573669,0.4031387269496918,0.5086022615432739,0.49139776825904846,0.4869171380996704,0.5130828619003296,0.9261966943740845,0.9227554202079773,0.9314310550689697,0.2230900377035141,0.6558506488800049,0.44814789295196533,0.3885188102722168,0.3805522322654724,0.054545458406209946,0.7322562336921692
11433_0,dense_first,0,5626,7017,6802,0.9556054472923279,0.42997312545776367,0.35708677768707275,-0.5256323218345642,-0.5985186696052551,0.07288634777069092,9,0.0010654670297146917,39,0.004617023795430331,8448,0.9556054472923279,0.4886963367462158,1.6357412338256836,0.27679571509361267,0.7232043147087097,0.6759950518608093,0.32400497794151306,0.8395940065383911,0.9356351494789124,0.7660512924194336,0.1200132668018341,0.601518452167511,0.3555757403373718,0.2141338586807251,0.2800000011920929,-0.10303030908107758,0.44994837045669556
11434_0,dense_first,0,8290,6109,6803,1.0552875995635986,1.026893973350525,0.36964792013168335,-0.02839362621307373,-0.6856396794319153,0.6572460532188416,188,0.02225642239848467,10,0.0011838522552385462,8448,1.0552875995635986,2.557508707046509,0.5829589366912842,0.9895533323287964,0.010446623899042606,0.5195887088775635,0.4804113209247589,0.8742142915725708,0.4191167950630188,0.8663747310638428,0.22700300812721252,0.6061984896659851,0.40173494815826416,0.4757517874240875,0.46746698021888733,-0.23636366426944733,0.9730939269065857
11435_0,dense_first,0,4884,6756,6803,1.4654595851898193,0.4008457660675049,0.3687494695186615,-1.0646138191223145,-1.0967100858688354,0.032096296548843384,2,0.00023677045104770924,36,0.004261868118858767,8448,1.4654595851898193,0.7229232788085938,0.36475706100463867,0.40833020210266113,0.5916697978973389,0.251997172832489,0.748002827167511,0.844030499458313,0.8811177611351013,0.9528293609619141,0.4067833721637726,0.36219340562820435,0.6709057092666626,0.33417031168937683,0.08725090324878693,0.44242429733276367,0.273529052734375
11436_0,dense_first,0,6492,7687,6804,0.7008306980133057,0.7008355855941772,0.29442447423934937,4.887580871582031e-06,-0.4064062237739563,0.4064111113548279,3043,0.3602462412690896,96,0.011364981650290044,8448,0.7008306980133057,17.30712890625,0.2882852554321289,0.9999960660934448,3.943091542168986e-06,0.4158038794994354,0.5841960906982422,0.9241021871566772,-0.3202519416809082,0.9581045508384705,0.6339923739433289,0.38100260496139526,0.7903768420219421,0.35818570852279663,0.23447778820991516,-0.09090910106897354,1.0000070333480835
11437_0,dense_first,0,8293,6878,6829,0.9627639651298523,0.8892068862915039,0.30599814653396606,-0.07355707883834839,-0.6567658185958862,0.5832087397575378,159,0.018823250858292884,21,0.002486089736000947,8448,0.9627639651298523,1.050586223602295,0.3507518768310547,0.8332298398017883,0.16677013039588928,0.28170037269592285,0.7182996869087219,0.86344975233078,0.702580451965332,0.957054078578949,0.49784570932388306,0.5843551158905029,0.7950156331062317,0.23286424577236176,0.10732293128967285,-0.06666667014360428,0.9235979914665222
11438_0,dense_first,0,7598,6926,6782,0.6228345632553101,0.6200546622276306,0.27606433629989624,-0.0027799010276794434,-0.3467702269554138,0.3439903259277344,299,0.035397182431632535,82,0.009707588492956078,8448,0.6228345632553101,2.3854215145111084,0.36272358894348145,0.9983267188072205,0.0016733045922592282,0.5211470723152161,0.4788529872894287,0.9514003396034241,0.3122723698616028,0.9429365396499634,-0.18164606392383575,0.6927261352539062,0.4701785743236542,0.38629141449928284,0.30756303668022156,0.39393943548202515,0.9955366849899292
11439_0,dense_first,0,6064,6109,6807,0.9758967161178589,0.9710917472839355,0.3019963502883911,-0.00480496883392334,-0.6739003658294678,0.6690953969955444,231,0.027346987096010418,16,0.001894163608381674,8448,0.9758967161178589,2.3734333515167236,0.38392290472984314,0.9855632781982422,0.014436694793403149,0.36522912979125977,0.6347708702087402,0.8966655731201172,0.474321573972702,0.9519394636154175,0.4222641885280609,0.5782947540283203,0.5467828512191772,0.33070772886276245,0.43548619747161865,0.5030303597450256,0.9950763583183289
11440_0,dense_first,0,6065,8439,6808,0.9338865280151367,0.8487802743911743,0.27090489864349365,-0.0851062536239624,-0.6629816293716431,0.5778753757476807,107,0.012667219131052445,34,0.004025097667811057,8448,0.9338865280151367,1.7139047384262085,0.2801540493965149,0.8186860084533691,0.18131402134895325,0.27912387251853943,0.7208760976791382,0.8664124011993408,0.715665340423584,0.9612935185432434,0.40580320358276367,0.500636100769043,0.5371149778366089,0.42788299918174744,0.1690756231546402,0.575757622718811,0.9088687300682068
11441_0,dense_first,0,6906,6521,6809,0.9397796392440796,1.124183177947998,0.40579771995544434,0.18440353870391846,-0.5339819192886353,0.7183854579925537,8443,0.9995264590979046,71,0.008405351012193679,8448,0.9397796392440796,3.355562925338745,0.30238115787506104,0.6459012627601624,0.35409876704216003,0.4889320135116577,0.5110679268836975,0.8545579314231873,0.7944508194923401,0.8589858412742615,0.4367280602455139,0.6148875951766968,0.6720771193504333,0.24999496340751648,-0.03183673322200775,-0.1878788024187088,1.1962199211120605
11442_0,dense_first,0,6930,7530,7386,0.33677196502685547,0.34792983531951904,0.2089618742465973,0.011157870292663574,-0.12781009078025818,0.13896796107292175,8394,0.9937255830472357,9,0.0010654670297146917,8448,0.33677196502685547,0.9225567579269409,0.5757609605789185,0.7294768691062927,0.2705231308937073,0.7315036654472351,0.2684963345527649,0.9364238977432251,0.8372268676757812,0.8361973762512207,0.34806549549102783,0.5493811964988708,0.385299414396286,0.31950998306274414,0.23361344635486603,0.4909091293811798,1.0331318378448486
11443_0,dense_first,0,8395,8439,7411,1.0678749084472656,1.0682220458984375,0.3680688738822937,0.000347137451171875,-0.6998060345649719,0.7001531720161438,6833,0.8089262460044986,3030,0.3587072333372795,8448,1.0678749084472656,14.385498046875,0.44062885642051697,0.9998816251754761,0.00011838337377412245,0.3588568866252899,0.6411430835723877,0.8816909193992615,-0.022455548867583275,0.939723789691925,0.15348884463310242,0.23372052609920502,0.029789693653583527,0.009800547733902931,-0.08283313363790512,0.17575758695602417,1.000325083732605
11444_0,dense_first,0,6669,8439,6812,1.2492382526397705,1.2499642372131348,0.33324021100997925,0.0007259845733642578,-0.9159980416297913,0.9167240262031555,7807,0.924233455664733,92,0.010891440748194625,8448,1.2492382526397705,15.42596435546875,0.2939317226409912,0.999796450138092,0.00020357601169962436,0.3315262496471405,0.6684737801551819,0.8753380179405212,0.025411229580640793,0.9454669952392578,0.23960155248641968,0.40939196944236755,0.31072527170181274,0.21565254032611847,0.09147658944129944,0.2242424488067627,1.00058114528656
11445_0,dense_first,0,7293,6477,6813,1.0822454690933228,0.7175828814506531,0.3447971045970917,-0.3646625876426697,-0.7374483346939087,0.3727857768535614,39,0.004617023795430331,20,0.0023677045104770924,8448,1.0822454690933228,0.8272597193717957,0.31132370233535767,0.5698584914207458,0.43014150857925415,0.3985685110092163,0.6014314889907837,0.8980838060379028,0.869956374168396,0.9392271041870117,0.271930068731308,0.5579197406768799,0.5802212953567505,0.33708620071411133,0.13027611374855042,-0.1878788024187088,0.6630499958992004
11446_0,dense_first,0,8230,5609,6790,1.1469955444335938,1.147139549255371,0.31618398427963257,0.00014400482177734375,-0.8308115601539612,0.8309555649757385,6349,0.751627796850953,318,0.03764650171658577,8448,1.1469955444335938,5.24997091293335,0.3354928493499756,0.9998766183853149,0.00012332963524386287,0.3333275020122528,0.6666724681854248,0.8506039381027222,-0.049448639154434204,0.919921338558197,0.31735098361968994,0.5881541967391968,0.4041804373264313,0.24568191170692444,0.34415367245674133,0.16363637149333954,1.000125527381897
11447_0,dense_first,0,5423,6672,6815,1.7479755878448486,1.237856388092041,0.32441020011901855,-0.5101191997528076,-1.42356538772583,0.9134461879730225,144,0.017047472475435067,166,0.019651947436959867,8448,1.7479755878448486,1.0057779550552368,0.42463624477386475,0.6228778958320618,0.37712210416793823,0.36354824900627136,0.636451780796051,0.8797664642333984,0.8295882940292358,0.9357661008834839,0.4558408260345459,0.6148886680603027,0.4162677824497223,0.17677433788776398,0.08821128308773041,0.24848486483097076,0.70816570520401
11448_0,dense_first,0,7824,1355,6936,1.2158002853393555,1.2158501148223877,0.4425352215766907,4.982948303222656e-05,-0.7732650637626648,0.773314893245697,4951,0.5861252515686043,136,0.01610039067124423,8448,1.2158002853393555,5.604003429412842,0.3758428990840912,0.9999715089797974,2.850608689186629e-05,0.4067038595676422,0.5932961106300354,0.9279130101203918,-0.11862348020076752,0.9656738042831421,0.28044119477272034,0.5567008852958679,0.470608115196228,0.146542489528656,0.1192316934466362,-0.11515152454376221,1.0000410079956055
11449_0,dense_first,0,5594,6672,6793,0.9673055410385132,0.963617205619812,0.33892643451690674,-0.003688335418701172,-0.6283791065216064,0.6246907711029053,404,0.047827631111637264,119,0.0140878418373387,8448,0.9673055410385132,1.8953609466552734,0.382784366607666,0.9279983043670654,0.07200169563293457,0.3298622965812683,0.6701377034187317,0.837028980255127,0.5813949704170227,0.9079098105430603,0.09031055122613907,0.5398625731468201,0.43730589747428894,0.14810165762901306,0.05699880048632622,-0.2242424488067627,0.9961869716644287
11450_0,dense_first,0,5451,6626,6818,1.8251670598983765,1.7550890445709229,0.6239951848983765,-0.07007801532745361,-1.201171875,1.1310938596725464,272,0.03220078134248846,153,0.018112939505149757,8448,1.8251670598983765,1.9144967794418335,0.34222397208213806,0.6956345438957214,0.30436548590660095,0.5202828049659729,0.4797171652317047,0.9486427307128906,0.865983247756958,0.9405251145362854,0.2972205877304077,0.496489018201828,0.4780880808830261,0.43754181265830994,0.1999039649963379,0.17575758695602417,0.9616045951843262
11451_0,dense_first,0,5476,6650,6939,1.2982536554336548,1.297997236251831,0.3572694957256317,-0.00025641918182373047,-0.9409841299057007,0.940727710723877,621,0.07351722505031372,26,0.0030780158636202204,8448,1.2982536554336548,2.145280361175537,0.3429315984249115,0.9726173877716064,0.027382584288716316,0.4134521782398224,0.5865477919578552,0.9352983236312866,0.5782899856567383,0.9702696204185486,0.14553126692771912,0.525273859500885,0.5743227601051331,0.48532959818840027,0.19827130436897278,-0.01818181946873665,0.9998024702072144
11452_0,dense_first,0,5453,8044,6820,2.139347791671753,1.7870948314666748,0.5329264402389526,-0.3522529602050781,-1.6064213514328003,1.2541683912277222,139,0.01645554634781579,108,0.012785604356576299,8448,2.139347791671753,1.7154622077941895,0.37714242935180664,0.5536811351776123,0.4463188946247101,0.4384407103061676,0.56155925989151,0.9402097463607788,0.918654203414917,0.9649590849876404,0.373767614364624,0.7394008040428162,0.4783060550689697,0.08008505403995514,0.22458583116531372,-0.3454545736312866,0.8353456258773804
11453_0,dense_first,0,5622,7685,6821,0.4056861400604248,0.5223569869995117,0.255262553691864,0.11667084693908691,-0.1504235863685608,0.2670944333076477,8247,0.976322954895229,72,0.008523736237717534,8448,0.4056861400604248,1.1432878971099854,0.2943309545516968,0.45845383405685425,0.5415461659431458,0.20511777698993683,0.7948821783065796,0.8228598833084106,0.8395167589187622,0.9583208560943604,-0.17331308126449585,0.5846084952354431,0.7415547966957092,0.3892275393009186,0.13920767605304718,0.46666669845581055,1.2875889539718628
11454_0,dense_first,0,6031,687,6822,1.1596474647521973,1.159670114517212,0.3883190155029297,2.2649765014648438e-05,-0.7713284492492676,0.7713510990142822,2819,0.33372795075174616,111,0.013140760033147863,8448,1.1596474647521973,3.775859832763672,0.4687090814113617,0.9999604225158691,3.9594084228156134e-05,0.4041096270084381,0.5958904027938843,0.8917997479438782,-0.12187933921813965,0.9306367635726929,0.35364842414855957,0.5775336027145386,0.51019686460495,0.39671969413757324,0.514525830745697,0.1515151709318161,1.0000195503234863
11455_0,dense_first,0,8071,6103,6823,2.2312326431274414,1.9463021755218506,0.3203282654285431,-0.2849304676055908,-1.9109044075012207,1.6259739398956299,224,0.026518290517343435,82,0.009707588492956078,8448,2.2312326431274414,2.0129446983337402,0.3986942172050476,0.3737119436264038,0.6262879967689514,0.2290954887866974,0.7709044814109802,0.8302450180053711,0.8818775415420532,0.9515876173973083,0.3700827360153198,0.7773693203926086,0.7093162536621094,0.24620838463306427,0.15735894441604614,0.3333333730697632,0.872299075126648
11424_1,dense_first,1,7512,1139,6504,0.46453556418418884,0.47502923011779785,0.24791614711284637,0.010493665933609009,-0.21661941707134247,0.22711308300495148,7841,0.9282585533325441,286,0.033858174499822424,8448,0.46453556418418884,0.9549684524536133,0.30610257387161255,0.905464231967926,0.09453574568033218,0.34235838055610657,0.657641589641571,0.6200248599052429,0.3940778970718384,0.6853050589561462,-0.11886701732873917,0.19838429987430573,0.23387329280376434,0.03624582663178444,0.028667466714978218,-0.16363637149333954,1.0225895643234253
11425_1,dense_first,1,8330,1139,7466,0.3687078356742859,0.36590856313705444,0.23936080932617188,-0.0027992725372314453,-0.129347026348114,0.12654775381088257,1330,0.15745234994672666,3141,0.37184799337042734,8448,0.3687078356742859,0.9561750888824463,0.4700949192047119,0.9880262613296509,0.011973682790994644,0.6948811411857605,0.3051188290119171,0.8801969289779663,0.43889713287353516,0.7978929877281189,0.212908074259758,0.21533966064453125,0.14231877028942108,0.10365496575832367,-0.11587034910917282,-0.8787879347801208,0.9924078583717346
