epoch,train_loss,val_base_mae,val_base_mse,val_counterfactual_lambda0_mse,val_counterfactual_lambda1_mse,val_final_mae,val_final_mse,val_gate_gt_0.10,val_gate_gt_0.50,val_gate_gt_0.98,val_gate_lt_0.02,val_gate_max,val_gate_mean,val_gate_median,val_gate_min,val_gate_p10,val_gate_p25,val_gate_p75,val_gate_p90,val_gate_std,val_projected_retrieval_branch_mae,val_projected_retrieval_branch_mse,val_raw_retrieval_aggregate_mae,val_raw_retrieval_aggregate_mse
1,0.559463487361552,0.388921131139591,0.6248021911476006,0.6248021911476006,0.6066857736050905,0.309280323104326,0.47140692316053395,0.9977823495864868,0.10958362370729446,0.00022084196098148823,0.00032206118339672685,1.0,0.368846595287323,0.34381774067878723,5.135932224220596e-05,0.26917192339897156,0.31580984592437744,0.4007211923599243,0.511223554611206,0.10644140839576721,0.3540814730832387,0.6066857736050905,0.35408147233439846,0.6066857818423326
2,0.569815748030971,0.34289427700003233,0.4988215973132063,0.4988215973132063,0.6066857736050905,0.3159204682849702,0.46970652910584587,0.9488934874534607,0.01904761977493763,3.68069922842551e-05,0.007554635405540466,0.9996700286865234,0.3013841211795807,0.3273288905620575,1.5434194908548556e-33,0.15546345710754395,0.25497227907180786,0.3577894866466522,0.3844035863876343,0.09960571676492691,0.3540814730832387,0.6066857736050905,0.35408147233439846,0.6066857818423326
3,0.5248334549412897,0.3550403204579248,0.5088319336012384,0.5088319336012384,0.6066857736050905,0.3217825787046023,0.476012634413071,0.7045962810516357,0.01995859295129776,6.441224104491994e-05,0.2017023265361786,0.9999992847442627,0.23856905102729797,0.30142223834991455,2.7868721929307286e-18,0.0006106836372055113,0.05313703417778015,0.3678086996078491,0.4148991107940674,0.16311109066009521,0.3540814730832387,0.6066857736050905,0.35408147233439846,0.6066857818423326
4,0.5243182786543056,0.4070848419655138,0.6280438733208756,0.6280438733208756,0.6066857736050905,0.39807419868108274,0.61403654079936,0.6059903502464294,0.040414080023765564,0.00011042098049074411,0.2550632655620575,0.9997010827064514,0.2101205587387085,0.19951476156711578,0.0,0.0006658026250079274,0.018508121371269226,0.3735213279724121,0.403124064207077,0.1842445284128189,0.3540814730832387,0.6066857736050905,0.35408147233439846,0.6066857818423326
5,0.5033955980537244,0.349762546517953,0.5023672055002463,0.5023672055002463,0.6066857736050905,0.31253124414032546,0.45877946131562686,0.9803634881973267,0.022176213562488556,6.441224104491994e-05,0.001840349636040628,1.0,0.3343915343284607,0.3501304090023041,2.409792045909853e-07,0.22935174405574799,0.2982718348503113,0.3731488287448883,0.4156933128833771,0.08589252084493637,0.3540814730832387,0.6066857736050905,0.35408147233439846,0.6066857818423326
6,0.5250973092049438,0.3375270311653811,0.48974021694574443,0.48974021694574443,0.6066857736050905,0.3275521122572859,0.4741278621421143,0.7433356046676636,0.015403727069497108,0.0,0.165557861328125,0.9126569628715515,0.23646466434001923,0.2748538553714752,0.0,0.001231047441251576,0.09300456941127777,0.3533353805541992,0.39197292923927307,0.15159869194030762,0.3540814730832387,0.6066857736050905,0.35408147233439846,0.6066857818423326
7,0.5018942327788319,0.3578416134091519,0.5325540411292241,0.5325540411292241,0.6066857736050905,0.3033934127822828,0.4626521125175079,0.9881941676139832,0.06721877306699753,3.68069922842551e-05,0.0022636300418525934,0.9999109506607056,0.3571358621120453,0.3402399718761444,2.3613264676924928e-09,0.2816166579723358,0.32841604948043823,0.38610023260116577,0.46664953231811523,0.08866717666387558,0.3540814730832387,0.6066857736050905,0.35408147233439846,0.6066857818423326
8,0.5242539771947012,0.42182573155696457,0.7048473998939193,0.7048473998939193,0.6066857736050905,0.33425949804567684,0.5189260070253192,0.999374270439148,0.37595582008361816,0.07580400258302689,0.00017483321425970644,1.0,0.5042449235916138,0.4081047475337982,3.1050501547724707e-07,0.291088730096817,0.30897361040115356,0.6484776735305786,0.9473589062690735,0.23570188879966736,0.3540814730832387,0.6066857736050905,0.35408147233439846,0.6066857818423326
9,0.5172830789293947,0.3466241546343024,0.4938876807756397,0.4938876807756397,0.6066857736050905,0.3200791210042636,0.47060057540693473,0.7044214606285095,0.04005521163344383,9.201748616760597e-05,0.21155740320682526,1.0,0.23618774116039276,0.29007667303085327,4.251409500264006e-37,0.00024328898871317506,0.04815859720110893,0.34455740451812744,0.40995022654533386,0.16704720258712769,0.3540814730832387,0.6066857736050905,0.35408147233439846,0.6066857818423326
10,0.5035584270304561,0.43832120268378333,0.7621740753077882,0.7621740753077882,0.6066857736050905,0.3479954469018384,0.5293544751326645,0.9990706443786621,0.3641591966152191,0.12526339292526245,0.0003036576963495463,1.0,0.5047746896743774,0.40188324451446533,9.545049195480715e-09,0.2695348262786865,0.29038214683532715,0.642004668712616,0.9944391846656799,0.2594214677810669,0.3540814730832387,0.6066857736050905,0.35408147233439846,0.6066857818423326
