epoch,train_loss,val_base_mae,val_base_mse,val_final_mae,val_final_mse,val_gate_max,val_gate_mean,val_gate_min,val_gate_saturation_rate,val_gate_std,val_ret_mae,val_ret_mse
1,0.4210392691054434,0.572385878284497,0.7321482192107406,0.5662177830503936,0.7178195808650674,0.5027855634689331,0.12230820208787918,1.1691409602402805e-22,0.32921260595321655,0.12752453982830048,1.1238581843709217,2.5148974699190134
2,0.36594675239527,0.5610279569179877,0.7178743687574503,0.5574052756368946,0.7062966859410988,0.5349918007850647,0.0904773622751236,2.688034413336381e-25,0.40641188621520996,0.10725642740726471,1.1238581843709217,2.5148974699190134
3,0.3588892874852666,0.5596249254175646,0.7168053467130828,0.5564899257057557,0.7063086564249184,0.6348987221717834,0.07385909557342529,4.151525466916909e-25,0.47586560249328613,0.09875570237636566,1.1238581843709217,2.5148974699190134
4,0.35547426303602614,0.5564997479886471,0.7103732193128832,0.5528540306583759,0.6980247671873007,0.7371104955673218,0.07692652195692062,1.3897006655424842e-26,0.471300333738327,0.1040821447968483,1.1238581843709217,2.5148974699190134
5,0.3547951843378679,0.5560178671758012,0.7119480803898076,0.5527361965122372,0.699466261855963,0.8533436059951782,0.07805018126964569,1.7905886842193228e-26,0.4734547436237335,0.10923060029745102,1.1238581843709217,2.5148974699190134
6,0.3529402753092208,0.5540545915165161,0.7044200107339326,0.5508369501894474,0.6900059881582926,0.9581093788146973,0.09839613735675812,3.482076332034267e-27,0.43995895981788635,0.1402679979801178,1.1238581843709217,2.5148974699190134
7,0.35041804867533016,0.5529308127329636,0.7049523854098728,0.549734026926893,0.6912120368222431,0.8499845266342163,0.0780787467956543,5.270387103352566e-26,0.48094382882118225,0.11414597928524017,1.1238581843709217,2.5148974699190134
8,0.3511464987723332,0.5507201472704172,0.6962726305700463,0.5493600128348631,0.6844343153138318,0.828090250492096,0.08969470858573914,1.0746513830055837e-27,0.4643241763114929,0.1352214813232422,1.1238581843709217,2.5148974699190134
9,0.3505703364903072,0.5526750781938257,0.7071199214100746,0.5499008217519946,0.6940734511228099,0.773726761341095,0.07539499551057816,5.422110323627437e-26,0.480892539024353,0.11137989163398743,1.1238581843709217,2.5148974699190134
10,0.3502662629451392,0.550862084974374,0.700023878596018,0.5483272434595641,0.6885725944869955,0.8110858798027039,0.06897328048944473,2.3122779253780736e-24,0.5057194232940674,0.104437917470932,1.1238581843709217,2.5148974699190134
