epoch,train_loss,val_base_mae,val_base_mse,val_final_mae,val_final_mse,val_gate_max,val_gate_mean,val_gate_min,val_gate_saturation_rate,val_gate_std,val_ret_mae,val_ret_mse
1,0.4214620731911569,0.5713897000319572,0.7305827426902247,0.5665931304438538,0.7187195686659283,0.5215269327163696,0.12068616598844528,6.446614310385443e-24,0.32993075251579285,0.12781305611133575,1.1379597907414076,2.5922974491828707
2,0.3661391536582191,0.5599441984733822,0.716193670083837,0.5573910937162916,0.7073174002762278,0.5407670736312866,0.085653156042099,2.668163007133864e-26,0.41672223806381226,0.10442768037319183,1.1379597907414076,2.5922974491828707
3,0.3590502288543953,0.5586186298684421,0.7140557636040199,0.5562305829071882,0.7042320124764845,0.7962170243263245,0.08603443205356598,4.537203985414614e-28,0.43929213285446167,0.11053044348955154,1.1379597907414076,2.5922974491828707
4,0.35572744591056177,0.5563406429729411,0.7103876369574482,0.5535986507429143,0.7004213951954202,0.8559110760688782,0.07241180539131165,1.2920855033495e-27,0.4853552281856537,0.10173673182725906,1.1379597907414076,2.5922974491828707
5,0.3549726028487367,0.555959854817364,0.7113990020882404,0.5531611118804209,0.6996557578068672,0.9509291052818298,0.08117339015007019,2.5578901518638805e-29,0.4659656286239624,0.11353529989719391,1.1379597907414076,2.5922974491828707
6,0.35334341863416274,0.5531184822389731,0.7028019204816014,0.5502489055559514,0.6913964162048564,0.9792064428329468,0.08264662325382233,1.8907254857477927e-27,0.4632982909679413,0.11659027636051178,1.1379597907414076,2.5922974491828707
7,0.3507126496929043,0.5525557162609428,0.7041999403366607,0.5501862570211563,0.6940218615248599,0.9396942257881165,0.06906809657812119,3.60997572185987e-26,0.4982815980911255,0.10071126371622086,1.1379597907414076,2.5922974491828707
8,0.35140867446953394,0.5510636981495468,0.6966763003866948,0.5499972704711037,0.6872228128681572,0.9330570101737976,0.09154004603624344,4.47250737635078e-27,0.4544754922389984,0.13583014905452728,1.1379597907414076,2.5922974491828707
9,0.35074859851936124,0.5527870020377612,0.7075277542756074,0.5506069836254108,0.6958880139057623,0.9102945327758789,0.0819176509976387,5.215827510995218e-25,0.4496024549007416,0.11741453409194946,1.1379597907414076,2.5922974491828707
10,0.35084587200632633,0.5510787268566293,0.700133066665742,0.5489457159375822,0.6898585508916789,0.9639382362365723,0.073874332010746,5.590316923480137e-28,0.4954090714454651,0.1126619353890419,1.1379597907414076,2.5922974491828707
