query_start_idx,channel,retmse10_native_p16,retmse10_p24,retmse10_p48,retmse10_p120,winner_arm,winner_retmse10
720,0,0.3822089731693268,0.5930395126342773,0.529331386089325,0.44417110085487366,native_p16,0.3822089731693268
720,1,0.7870196104049683,0.5880961418151855,0.9647718667984009,0.49286794662475586,p120,0.49286794662475586
720,2,0.31724104285240173,0.4118826389312744,0.3247468173503876,0.32366546988487244,native_p16,0.31724104285240173
720,3,0.6254505515098572,0.3477354645729065,0.6688324809074402,0.628513753414154,p24,0.3477354645729065
720,4,1.0144003629684448,1.3450088500976562,1.3215034008026123,1.5174697637557983,native_p16,1.0144003629684448
720,5,0.3759073317050934,0.4487745463848114,1.0191318988800049,0.5955535173416138,native_p16,0.3759073317050934
720,6,0.24597935378551483,0.3232992887496948,0.30500444769859314,0.38028672337532043,native_p16,0.24597935378551483
721,0,0.39392852783203125,0.5255582928657532,0.4679966866970062,0.505978524684906,native_p16,0.39392852783203125
721,1,0.8037964105606079,0.6277793049812317,0.7875844240188599,0.4710557460784912,p120,0.4710557460784912
721,2,0.2919865548610687,0.4089451730251312,0.35073336958885193,0.3139732778072357,native_p16,0.2919865548610687
721,3,0.7432799935340881,0.4047182500362396,0.6494632959365845,0.5232772827148438,p24,0.4047182500362396
721,4,1.1147171258926392,1.658873200416565,1.9785979986190796,1.752400279045105,native_p16,1.1147171258926392
721,5,0.5827076435089111,0.8567671179771423,0.5955462455749512,1.2335799932479858,native_p16,0.5827076435089111
721,6,0.49557948112487793,0.3344893455505371,0.3253137767314911,0.44760164618492126,p48,0.3253137767314911
722,0,0.4042222499847412,0.4366309642791748,0.4713037610054016,0.47723522782325745,native_p16,0.4042222499847412
722,1,0.7343840003013611,1.013067364692688,0.7930525541305542,0.9976274371147156,native_p16,0.7343840003013611
722,2,0.3147749602794647,0.33297061920166016,0.33244308829307556,0.31249305605888367,p120,0.31249305605888367
722,3,0.811736524105072,0.34335657954216003,0.41029712557792664,0.4687952995300293,p24,0.34335657954216003
722,4,1.1635510921478271,1.3100712299346924,1.3610509634017944,1.374088168144226,native_p16,1.1635510921478271
722,5,0.4077199101448059,0.39645713567733765,0.8754416704177856,0.9479188919067383,p24,0.39645713567733765
722,6,0.4523105323314667,0.4400275647640228,0.35280147194862366,0.4847031235694885,p48,0.35280147194862366
723,0,0.4117555320262909,0.39243149757385254,0.37790215015411377,0.4700634181499481,p48,0.37790215015411377
723,1,0.7805286645889282,1.0259144306182861,0.893025815486908,0.7416008114814758,p120,0.7416008114814758
723,2,0.2726631164550781,0.30745038390159607,0.29551011323928833,0.3217909038066864,native_p16,0.2726631164550781
723,3,0.42760252952575684,0.4643819034099579,0.4966682493686676,0.4416646957397461,native_p16,0.42760252952575684
723,4,1.061509609222412,1.4113272428512573,1.4264805316925049,1.5394246578216553,native_p16,1.061509609222412
723,5,0.2747102677822113,0.5514066219329834,1.069414734840393,0.795903205871582,native_p16,0.2747102677822113
723,6,0.32252636551856995,0.4388186037540436,0.3613579273223877,0.5226606726646423,native_p16,0.32252636551856995
724,0,0.3577595055103302,0.4360644817352295,0.4053339958190918,0.4724594056606293,native_p16,0.3577595055103302
724,1,0.5893349051475525,0.911137580871582,0.7456965446472168,0.5845551490783691,p120,0.5845551490783691
724,2,0.2960093319416046,0.2707265019416809,0.354422926902771,0.3091008961200714,p24,0.2707265019416809
724,3,0.40272554755210876,0.5972523093223572,0.7349094748497009,0.43891531229019165,native_p16,0.40272554755210876
724,4,1.1034868955612183,1.0397671461105347,1.5511870384216309,1.38748300075531,p24,1.0397671461105347
724,5,0.31076884269714355,0.9227892756462097,0.8713343739509583,0.7714274525642395,native_p16,0.31076884269714355
724,6,0.3520223796367645,0.3202934265136719,0.3960762619972229,0.5598117113113403,p24,0.3202934265136719
725,0,0.3517273962497711,0.4091878831386566,0.4817731976509094,0.5044030547142029,native_p16,0.3517273962497711
725,1,0.5235491991043091,0.8118798136711121,0.8483754992485046,0.6440932154655457,native_p16,0.5235491991043091
725,2,0.33137819170951843,0.30934378504753113,0.3462211489677429,0.3120827376842499,p24,0.30934378504753113
725,3,0.43540510535240173,0.43161478638648987,0.37929877638816833,0.35633793473243713,p120,0.35633793473243713
725,4,1.2895439863204956,1.3219151496887207,1.1478887796401978,1.3888871669769287,p48,1.1478887796401978
725,5,0.5031524896621704,1.0336929559707642,0.8396896719932556,0.4640103876590729,p120,0.4640103876590729
725,6,0.3205849826335907,0.2833382189273834,0.5526542663574219,0.5383668541908264,p24,0.2833382189273834
726,0,0.4521934688091278,0.4301716983318329,0.4641660749912262,0.48960432410240173,p24,0.4301716983318329
726,1,0.7972156405448914,0.8522615432739258,1.0015181303024292,0.9555303454399109,native_p16,0.7972156405448914
726,2,0.32317033410072327,0.31852251291275024,0.4433123767375946,0.36244478821754456,p24,0.31852251291275024
726,3,0.39005306363105774,0.4933932423591614,0.4014465808868408,0.4000074565410614,native_p16,0.39005306363105774
726,4,1.078264594078064,1.8051884174346924,1.2501715421676636,1.5916333198547363,native_p16,1.078264594078064
726,5,0.9208742380142212,1.0222911834716797,1.3558323383331299,0.46503496170043945,p120,0.46503496170043945
726,6,0.2862582206726074,0.32870247960090637,0.5358577370643616,0.5392301678657532,native_p16,0.2862582206726074
727,0,0.4334426820278168,0.40297576785087585,0.4616781175136566,0.41598406434059143,p24,0.40297576785087585
727,1,0.911834180355072,1.2166569232940674,1.2071163654327393,0.9051763415336609,p120,0.9051763415336609
727,2,0.3457603454589844,0.3619259297847748,0.4166230261325836,0.3708442747592926,native_p16,0.3457603454589844
727,3,0.5224466323852539,0.390654981136322,0.36918947100639343,0.35092684626579285,p120,0.35092684626579285
727,4,1.1680809259414673,2.0078771114349365,2.225813627243042,2.5192532539367676,native_p16,1.1680809259414673
727,5,0.5525091290473938,1.0903924703598022,1.2903509140014648,1.1435774564743042,native_p16,0.5525091290473938
727,6,0.36502766609191895,0.5111021995544434,0.42045965790748596,0.6216820478439331,native_p16,0.36502766609191895
728,0,0.5014013051986694,0.5152040719985962,0.47609004378318787,0.39480799436569214,p120,0.39480799436569214
728,1,1.030229926109314,1.927709937095642,0.5802542567253113,0.7956466674804688,p48,0.5802542567253113
728,2,0.33730992674827576,0.2948668897151947,0.40491190552711487,0.3718889057636261,p24,0.2948668897151947
728,3,0.5654954314231873,0.4646882712841034,0.36973461508750916,0.4088030457496643,p48,0.36973461508750916
728,4,1.213303804397583,1.8524636030197144,1.9886568784713745,2.3798959255218506,native_p16,1.213303804397583
728,5,0.7162653207778931,0.9782055020332336,1.200741171836853,0.9530744552612305,native_p16,0.7162653207778931
728,6,0.41011306643486023,0.42839232087135315,0.6083396077156067,0.6386139392852783,native_p16,0.41011306643486023
729,0,0.46299415826797485,0.5939347147941589,0.7098162174224854,0.6430466771125793,native_p16,0.46299415826797485
729,1,0.9412478804588318,1.5688241720199585,0.7741968631744385,0.7846103310585022,p48,0.7741968631744385
729,2,0.3361007273197174,0.5483201146125793,0.5162271857261658,0.6871282458305359,native_p16,0.3361007273197174
729,3,0.5054704546928406,0.5559503436088562,0.39949652552604675,0.42336422204971313,p48,0.39949652552604675
