step,chosen_normalized_regret,effective_positive_count,effective_positive_count_mean,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,informative_row_fraction,n_valid_mean,ndcg_at_10,oracle_action_acc,selected_individual_future_mse,spearman,student_entropy_mean,teacher_entropy,topm_probability_mass_mean
0,6.655867600982839,10.0,10.0,0.023792613636363636,0.14666193181818182,0.08203125,0.06136913450080266,518.5078125,363.53409090909093,0.8111856081946329,1.0,8449.0,0.9655632241205736,0.023792613636363636,1.1694099808281118,0.028101391896125382,5.37930309230631,2.2459325817498295,0.0541537321251698
1,2.639360985295339,10.0,10.0,0.05823863636363636,0.3767755681818182,0.2254971590909091,0.003934707831252705,33.24041193181818,19.147727272727273,0.3687586127357049,1.0,8448.0,0.6288051354614171,0.05823863636363636,1.2094207873398608,0.13929793216569084,5.399901081215251,2.2459968978708442,0.10177333407442678
2,2.380459138954228,10.0,10.0,0.05042613636363636,0.3849431818181818,0.23579545454545456,0.003643750914224339,30.778764204545453,16.988636363636363,0.2446781015023589,1.0,8447.0,0.6098808338018981,0.05042613636363636,1.224968565458601,0.07793701504041647,5.41716605424881,2.2453669634732334,0.10159805294295604
3,2.233887480063872,10.0,10.0,0.05752840909090909,0.3927556818181818,0.24005681818181818,0.0035003878094192423,29.564275568181817,16.636363636363637,0.18402059325440365,1.0,8446.0,0.6006837013092908,0.05752840909090909,1.234139159321785,0.05046117293832966,5.4325630989941684,2.245045480403033,0.10006067503921011
4,2.2001048719341103,10.001420454545455,10.001420454545455,0.04971590909090909,0.3916903409090909,0.22727272727272727,0.0033695217161121864,28.455610795454547,16.102272727272727,0.1468215315518054,1.0,8445.0,0.5953966609456323,0.04971590909090909,1.232795282521031,0.03445285285717794,5.446584641933441,2.2451003437692467,0.09911497563801029
5,2.146693147041581,10.002840909090908,10.002840909090908,0.06214488636363636,0.40269886363636365,0.2315340909090909,0.003373537489096634,28.486150568181817,16.693181818181817,0.12177950829606164,1.0,8444.0,0.5919284075498581,0.06214488636363636,1.249177749184045,0.024425961880193758,5.459803369912234,2.244909855452451,0.09793629488823088
6,2.150008816610683,10.010298295454545,10.010298295454545,0.049005681818181816,0.39453125,0.2254971590909091,0.003474713092807426,29.33700284090909,17.693181818181817,0.10735324037853967,1.0,8443.0,0.5881181741979989,0.049005681818181816,1.2703556018796833,0.01629656810010519,5.472215993837877,2.244937785647132,0.09697764392264864
7,2.096420067955147,10.006392045454545,10.006392045454545,0.05113636363636364,0.39311079545454547,0.22620738636363635,0.0034951056467517365,29.505681818181817,16.670454545454547,0.09256349893456156,1.0,8442.0,0.5869867696680806,0.05113636363636364,1.2540628266605465,0.011627801563587458,5.484282450242476,2.24521741271019,0.09613156255165284
8,2.1896769417957826,10.018821022727273,10.018821022727273,0.05042613636363636,0.390625,0.22230113636363635,0.0035594241827228952,30.045099431818183,17.795454545454547,0.08585583985867826,1.0,8441.0,0.5816532617265527,0.05042613636363636,1.3050613674250515,0.0063785522553520095,5.4956033392386,2.2453286078843204,0.09499906985597177
9,2.113347278399901,10.0,10.0,0.05149147727272727,0.390625,0.22407670454545456,0.0034579400850237685,29.185014204545453,17.772727272727273,0.07553061377257109,1.0,8440.0,0.5832754854451526,0.05149147727272727,1.287262449887666,0.0032176693953260838,5.506470745260065,2.244651946154508,0.09435030837035314
