epoch,train_global_n_valid_mean,train_global_teacher_effective_positives,train_global_teacher_entropy,train_global_teacher_top1_mass,train_kl_g,train_loss,val_global_h720_mse,val_n_queries_seen
1,32627.461145504287,8482.376370458027,8.822217993726431,0.0021796563976359644,1.053974427796983,1.0539744478055286,0.780013523185029,4551
2,32627.45088807254,8482.416714449733,8.822221990895677,0.0021796886315442673,0.9355876160160671,0.935587635001551,0.7808241423026222,4551
3,32627.473902512975,8482.375027983628,8.822214215896539,0.0021798588576790803,0.8413420492982998,0.8413420639636284,0.8046184777327892,4551
4,32627.49216987252,8482.37191611925,8.822202424177583,0.002179969084149317,0.7844270816171606,0.7844270964822184,0.7997629736610657,4551
5,32627.44782265343,8482.408844356134,8.822217235619288,0.002179830016985594,0.7500364462546755,0.7500364626034933,0.7857496475120898,4551
6,32627.452504512636,8482.355090262781,8.822204850190117,0.0021797263995269197,0.7279137852547272,0.7279138006673392,0.7925520792524443,4551
