step,current_aggregate_mse,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,marginal_aggregate_improvement,n_valid_mean,ndcg_at_10,oracle_action_acc,selected_individual_future_mse,spearman
1,1.0153111105143022,0.002297794117647059,0.02057587741208928,0.011203194514480458,0.2452230285774885,1765.8510293399586,1424.357142857143,0.5728713187913433,,7201.0,0.9562755227088928,0.002297794117647059,1.0153111105143022,0.12524346622257673
2,0.8733356234093174,0.0038734243697478993,0.03380267548241785,0.01752116287737584,0.21832189756492545,1571.9176622919676,1323.0882352941176,1.1966500213416684,0.1419754871049849,7200.0,0.8855581815753665,0.0038734243697478993,1.6392214018381943,-0.11455912532953183
3,0.8293462867433784,0.004398634453781513,0.033474419179896846,0.01805409663865546,0.21870563985650748,1574.4618993166114,1326.5168067226891,1.157063032273485,0.043989336665938884,7199.0,0.888181572451311,0.004398634453781513,1.5997696926488596,-0.10726791350119544
4,0.8030212166241738,0.004398634453781513,0.03320409046063403,0.01805409663865546,0.21916031327681662,1577.5159417160419,1329.0672268907563,1.1797154599002428,0.02632507011920464,7198.0,0.8867328243345773,0.004398634453781513,1.6225918614062942,-0.10481242773274332
5,0.7867566455750405,0.003939075630252101,0.03169411146903739,0.017791491596638655,0.21926136372489619,1578.0240360548516,1327.5672268907563,1.22368928364345,0.01626457104913327,7197.0,0.8848631366962144,0.003939075630252101,1.6667466474180461,-0.10439184614983549
6,0.775677056842241,0.003282563025210084,0.03189106525055,0.01798844537815126,0.21937053594659983,1578.590383193072,1326.9180672268908,1.2343037533534675,0.011079588732799562,7196.0,0.8832527199963561,0.003282563025210084,1.677502858288148,-0.10425651647837493
7,0.7662037896821979,0.0035451680672268907,0.031497157687524785,0.01765246539838424,0.2194123116151641,1578.6715773895007,1328.4810924369747,1.2448442952096963,0.009473267160042995,7195.0,0.8814384312439365,0.0035451680672268907,1.6881844932917787,-0.10431669821417233
8,0.7598401192857438,0.003676470588235294,0.030906296342986972,0.01679899901182962,0.21939309260283574,1578.3139095787242,1327.4915966386554,1.2717092186838639,0.006363670396454194,7194.0,0.8795293518224684,0.003676470588235294,1.715233341735952,-0.10409252183758504
9,0.7532963464740946,0.004201680672268907,0.030971947603491173,0.01665997281357521,0.21938995328857056,1578.0719351888704,1325.56512605042,1.2704060507797394,0.006543772811649226,7193.0,0.8779231768195369,0.004201680672268907,1.7141055874213451,-0.10387122359384002
10,0.7483151102078562,0.0038077731092436974,0.029987178695928148,0.015478250124499578,0.21950706314616406,1578.694798317276,1325.5483193277312,1.2938204964294153,0.004981236266238349,7192.0,0.8760936772372542,0.0038077731092436974,1.7377461560007905,-0.10376188541480293
