arm,step,epoch0_top1,best_top1,epoch0_top5,best_top5,epoch0_top10,best_top10
individual+tf+cosine,1,0.005301339285714286,0.010602678571428572,0.027901785714285716,0.04827008928571429,0.054408482142857144,0.10016741071428571
individual+tf+cosine,2,0.0033482142857142855,0.009486607142857142,0.025669642857142856,0.03989955357142857,0.04157366071428571,0.08342633928571429
individual+tf+cosine,3,0.004743303571428571,0.004185267857142857,0.018973214285714284,0.03655133928571429,0.03459821428571429,0.07366071428571429
individual+tf+cosine,4,0.005301339285714286,0.008091517857142858,0.022042410714285716,0.03989955357142857,0.0390625,0.07505580357142858
individual+tf+cosine,5,0.004185267857142857,0.006138392857142857,0.018415178571428572,0.03208705357142857,0.03376116071428571,0.06529017857142858
individual+tf+cosine,6,0.004743303571428571,0.007254464285714286,0.020368303571428572,0.031529017857142856,0.03850446428571429,0.05970982142857143
individual+tf+cosine,7,0.005580357142857143,0.005301339285714286,0.01953125,0.036830357142857144,0.032924107142857144,0.06417410714285714
individual+tf+cosine,8,0.0033482142857142855,0.006417410714285714,0.018415178571428572,0.033203125,0.031529017857142856,0.06389508928571429
individual+tf+cosine,9,0.003627232142857143,0.005580357142857143,0.018694196428571428,0.028738839285714284,0.04157366071428571,0.05580357142857143
individual+tf+cosine,10,0.0030691964285714285,0.007254464285714286,0.018136160714285716,0.031529017857142856,0.035435267857142856,0.05859375
individual+tf+asymmetric,1,0.005301339285714286,0.023995535714285716,0.027901785714285716,0.080078125,0.054408482142857144,0.13058035714285715
individual+tf+asymmetric,2,0.0033482142857142855,0.018694196428571428,0.025669642857142856,0.06501116071428571,0.04157366071428571,0.10825892857142858
individual+tf+asymmetric,3,0.004743303571428571,0.014787946428571428,0.018973214285714284,0.0625,0.03459821428571429,0.10295758928571429
individual+tf+asymmetric,4,0.005301339285714286,0.013113839285714286,0.022042410714285716,0.05189732142857143,0.0390625,0.09821428571428571
individual+tf+asymmetric,5,0.004185267857142857,0.012834821428571428,0.018415178571428572,0.04938616071428571,0.03376116071428571,0.08175223214285714
individual+tf+asymmetric,6,0.004743303571428571,0.010881696428571428,0.020368303571428572,0.04547991071428571,0.03850446428571429,0.08286830357142858
individual+tf+asymmetric,7,0.005580357142857143,0.011997767857142858,0.01953125,0.046875,0.032924107142857144,0.08314732142857142
individual+tf+asymmetric,8,0.0033482142857142855,0.010044642857142858,0.018415178571428572,0.04213169642857143,0.031529017857142856,0.07868303571428571
individual+tf+asymmetric,9,0.003627232142857143,0.010602678571428572,0.018694196428571428,0.04380580357142857,0.04157366071428571,0.07896205357142858
individual+tf+asymmetric,10,0.0030691964285714285,0.008091517857142858,0.018136160714285716,0.04436383928571429,0.035435267857142856,0.07505580357142858
individual+onpolicy+cosine,1,0.005301339285714286,0.012276785714285714,0.027901785714285716,0.05412946428571429,0.054408482142857144,0.09681919642857142
individual+onpolicy+cosine,2,0.005859375,0.01171875,0.029296875,0.05217633928571429,0.056640625,0.091796875
individual+onpolicy+cosine,3,0.004743303571428571,0.010881696428571428,0.030970982142857144,0.050502232142857144,0.0546875,0.08733258928571429
individual+onpolicy+cosine,4,0.006138392857142857,0.010881696428571428,0.03208705357142857,0.048549107142857144,0.0546875,0.09068080357142858
individual+onpolicy+cosine,5,0.007533482142857143,0.010602678571428572,0.029017857142857144,0.046875,0.0546875,0.08872767857142858
individual+onpolicy+cosine,6,0.007254464285714286,0.010044642857142858,0.028180803571428572,0.046595982142857144,0.053013392857142856,0.08677455357142858
individual+onpolicy+cosine,7,0.007533482142857143,0.009765625,0.028459821428571428,0.044642857142857144,0.052455357142857144,0.08872767857142858
individual+onpolicy+cosine,8,0.004464285714285714,0.008649553571428572,0.025111607142857144,0.04241071428571429,0.04827008928571429,0.09068080357142858
individual+onpolicy+cosine,9,0.0033482142857142855,0.010323660714285714,0.023995535714285716,0.046875,0.046875,0.09375
individual+onpolicy+cosine,10,0.006138392857142857,0.010881696428571428,0.026506696428571428,0.04631696428571429,0.04603794642857143,0.09375
individual+onpolicy+asymmetric,1,0.005301339285714286,0.014229910714285714,0.027901785714285716,0.056361607142857144,0.054408482142857144,0.09821428571428571
individual+onpolicy+asymmetric,2,0.005859375,0.011160714285714286,0.029296875,0.05161830357142857,0.056640625,0.091796875
individual+onpolicy+asymmetric,3,0.004743303571428571,0.009765625,0.030970982142857144,0.05329241071428571,0.0546875,0.08705357142857142
individual+onpolicy+asymmetric,4,0.006138392857142857,0.010881696428571428,0.03208705357142857,0.05189732142857143,0.0546875,0.08649553571428571
individual+onpolicy+asymmetric,5,0.007533482142857143,0.010881696428571428,0.029017857142857144,0.04799107142857143,0.0546875,0.08370535714285714
individual+onpolicy+asymmetric,6,0.007254464285714286,0.010044642857142858,0.028180803571428572,0.04547991071428571,0.053013392857142856,0.08231026785714286
individual+onpolicy+asymmetric,7,0.007533482142857143,0.012555803571428572,0.028459821428571428,0.04296875,0.052455357142857144,0.07979910714285714
individual+onpolicy+asymmetric,8,0.004464285714285714,0.008370535714285714,0.025111607142857144,0.037388392857142856,0.04827008928571429,0.07728794642857142
individual+onpolicy+asymmetric,9,0.0033482142857142855,0.0078125,0.023995535714285716,0.0390625,0.046875,0.07784598214285714
individual+onpolicy+asymmetric,10,0.006138392857142857,0.008370535714285714,0.026506696428571428,0.03962053571428571,0.04603794642857143,0.07868303571428571
set+tf+cosine,1,0.005301339285714286,0.011160714285714286,0.027901785714285716,0.04771205357142857,0.054408482142857144,0.08063616071428571
set+tf+cosine,2,0.0016741071428571428,0.0030691964285714285,0.005580357142857143,0.013950892857142858,0.010881696428571428,0.029575892857142856
set+tf+cosine,3,0.0,0.005580357142857143,0.0011160714285714285,0.021484375,0.004185267857142857,0.03627232142857143
set+tf+cosine,4,0.0,0.005859375,0.0005580357142857143,0.021763392857142856,0.0027901785714285715,0.03459821428571429
set+tf+cosine,5,0.0,0.005859375,0.0005580357142857143,0.017578125,0.0013950892857142857,0.03180803571428571
