epoch,encoder_grad_norm,rep_dead_dim_ratio,rep_effective_rank,rep_embed_norm_mean,rep_embed_norm_std,rep_encoder_param_displacement,rep_has_nan,rep_mean_dim_std,rep_mean_pairwise_cosine,rep_sv1_fraction,score_layer_grad_norm,test_free_running_aggregate_future_mse,train_choice_ce,train_expert_containment_at_1,train_expert_containment_at_10,train_expert_containment_at_5,train_expert_rank_fraction,train_expert_rank_mean,train_expert_rank_median,train_expert_regret_mean,train_n_valid_mean,train_ndcg_at_10,train_oracle_action_acc,train_selected_individual_future_mse,train_spearman,train_train_prefix_aggregate_future_mse,val_expert_containment_at_10,val_expert_rank_median,val_expert_regret_mean,val_free_running_aggregate_future_mse,val_ndcg_at_10,val_oracle_action_acc,val_selected_individual_future_mse,val_spearman,val_val_choice_ce
1,3.7496170603466106,0.0,53.960968017578125,1.0,2.7045167882988608e-08,0.02288777649780114,False,0.049618788063526154,0.6591757535934448,0.10490280389785767,0.47600046999807843,0.33280630587112336,8.793569564819336,0.008928571428571428,0.03720238095238095,0.023809523809523808,0.1998788815523897,1614.5982142857142,957.2857142857143,0.5833406909590676,8074.416666666667,0.9614436285836356,0.008928571428571428,0.7360213583423978,0.3507881401968743,0.07301119697235879,0.057886904761904764,432.43809523809523,0.2121581701029624,0.3980270329685438,0.6729878324837912,0.007738095238095237,0.763969673074427,0.25703844408221704,7.765096891494024
