epoch,rep_dead_dim_ratio,rep_effective_rank,rep_embed_norm_mean,rep_embed_norm_std,rep_encoder_param_displacement,rep_has_nan,rep_mean_dim_std,rep_mean_pairwise_cosine,rep_sv1_fraction
1,0.0,55.42574691772461,1.0,2.558933154261922e-08,0.02265573926743762,False,0.04869241639971733,0.6745191812515259,0.0963943749666214
