step,chosen_normalized_regret,chosen_raw_regret,effective_positive_count,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,is_t0_hard_ce,n_valid_mean,ndcg_at_10,normalized_teacher_entropy,oracle_action_acc,pred_rank_mean,selected_individual_future_mse,spearman,student_entropy,support_size,teacher_entropy,teacher_ess,top10_acc,top1_acc,top1_top2_margin_mean,top5_acc,topm_probability_mass
0,12.709494338816956,0.5275188886067447,9.451892574294275,0.0009847689075630252,0.019212648295993062,0.008461288927796008,0.11153243578864779,803.1450699237214,600.1365546218487,0.5275188886067447,1.0,7201.0,0.9615364330155509,0.9754983618730256,0.0009847689075630252,802.1450699237214,0.9699586836167243,0.13840548011508688,5.973687105819959,10.0,2.2461680243997013,8.915287238209187,0.019212648295993062,0.0009847689075630252,0.023094607552585873,0.008461288927796008,0.017718172132149716
1,6.0814867603177785,0.2780351614219551,9.452409531889844,0.02137913989263172,0.14995906462877237,0.08580619750247032,0.020752110368349126,149.41519401654475,90.64075630252101,0.2780351614219551,0.0,7200.0,0.6498078095937977,0.9755218059074979,0.02137913989263172,148.41519401654475,1.1968124390211927,0.4021550997110712,5.99513952371453,10.0,2.2462219976577438,8.916177100494128,0.14995906462877237,0.02137913989263172,0.02123236291535089,0.08580619750247032,0.05105706781810228
2,4.8929132017768735,0.20850229461309538,9.449969964868883,0.02002749630414388,0.1456878708691156,0.08204090464547151,0.01893294423240425,136.29826524478048,84.74789915966386,0.20850229461309538,0.0,7199.0,0.5994113194717079,0.9754100580926702,0.02002749630414388,135.29826524478048,1.1322188112227356,0.326517344635253,6.007058183686072,10.0,2.2459646894150422,8.907767482164527,0.1456878708691156,0.02002749630414388,0.017327885109952753,0.08204090464547151,0.04942217726111725
3,4.211091705480544,0.16210379702735597,9.448494312142124,0.018023201929671422,0.14159818345821706,0.07592375188314614,0.017676464789214412,127.23519369333732,80.35504201680672,0.16210379702735597,0.0,7198.0,0.5762678730387648,0.9753425051184261,0.018023201929671422,126.23519369333732,1.1124308588249343,0.28337555487213334,6.023740008097737,10.0,2.2458091348159215,8.902980768380045,0.14159818345821706,0.018023201929671422,0.014678730382857955,0.07592375188314614,0.04886858915898385
4,3.8709350053001854,0.13254873164999886,9.447062229909816,0.016520946615320796,0.14013454650661775,0.07529813397143569,0.016790286381533293,120.83969119817269,75.33193277310924,0.13254873164999886,0.0,7197.0,0.564136432311615,0.9752741417213648,0.016520946615320796,119.83969119817269,1.1065259318517036,0.25586170394035046,6.037909840335365,10.000065651260504,2.2456578281747195,8.898024542992856,0.14013454650661775,0.016520946615320796,0.012778439533240319,0.07529813397143569,0.048408323206289225
5,3.733093656161252,0.11340452224689246,9.44706438168758,0.016127039052295584,0.14408906949918812,0.0770127904139647,0.016406423390741234,118.06062312486793,75.05042016806723,0.11340452224689246,0.0,7196.0,0.5561033320151457,0.9752569639382243,0.016127039052295584,117.06062312286441,1.1122654845797215,0.23395160617360442,6.050618639513224,10.000459558823529,2.2456464021145797,8.897244134870897,0.14408906949918812,0.016127039052295584,0.011195884512721741,0.0770127904139647,0.048017460277632755
6,3.5000278992312297,0.09666130095407241,9.445699333142834,0.015945532625275,0.14504294368994086,0.07652233689710372,0.016220469756576258,116.70628009924367,75.35714285714286,0.09666130095407241,0.0,7195.0,0.5516109286862261,0.9752057549081931,0.015945532625275,115.70628009924367,1.095958856224012,0.21739824620564216,6.062248857081437,10.000196953781513,2.2455110965656635,8.89346547687755,0.14504294368994086,0.015945532625275,0.010073072337662848,0.07652233689710372,0.04776414641484368
7,3.4226593725821552,0.08445155506311845,9.445762327739171,0.015806506427020587,0.14116179565859943,0.07526723928593036,0.01607641650015535,115.65373978895299,74.35714285714286,0.08445155506311845,0.0,7194.0,0.5479546760936745,0.9751534128890318,0.015806506427020587,114.65373978895299,1.0975037747133178,0.2034985174772915,6.072755520083323,10.001444327731093,2.245449307085085,8.891777032563667,0.14116179565859943,0.015806506427020587,0.00904792350542755,0.07526723928593036,0.04747644899620385
8,3.381684005510907,0.07629106615615242,9.44389911258922,0.016011183885779202,0.14336304381458448,0.07505483814992574,0.015999301453610146,115.082975475728,72.3109243697479,0.07629106615615242,0.0,7193.0,0.5447935141435191,0.9751285249445619,0.016011183885779202,114.082975475728,1.1044728158965331,0.19248462948185996,6.082476626925108,10.000065651260504,2.2453225735856703,8.889242643067817,0.14336304381458448,0.016011183885779202,0.008200544424080133,0.07505483814992574,0.0472080410749675
9,3.2774536106265892,0.06791436428814626,9.443140875391599,0.01664452545908319,0.1456029103176684,0.07698189571280689,0.01581382306640921,113.73301562742024,71.66806722689076,0.06791436428814626,0.0,7192.0,0.5438059069404081,0.9750938552016971,0.01664452545908319,112.73301562742024,1.0999802809615595,0.18324870019471615,6.09167313275217,10.000065651260504,2.2452427153827763,8.887009239998184,0.1456029103176684,0.01664452545908319,0.007517048918486557,0.07698189571280689,0.04701135483738661
