step,chosen_normalized_regret,effective_positive_count,effective_positive_count_mean,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,informative_row_fraction,n_valid_mean,ndcg_at_10,oracle_action_acc,selected_individual_future_mse,spearman,student_entropy_mean,teacher_entropy,topm_probability_mass_mean
0,4.373206832829644,10.0,10.0,0.0027573529411764708,0.05560661764705882,0.021139705882352942,0.04230729645967264,304.6548443962546,176.7941176470588,0.6717098276404774,1.0,7201.0,0.969489558654673,0.0027573529411764708,1.473648488521576,-0.15013178715352135,5.448725258602815,2.2466047546442818,0.03803039136383792
1,3.2380952800021454,10.0,10.0,0.007298875435748521,0.08561310566523496,0.04660467146074071,0.01043811283649548,75.15441176470588,59.6764705882353,0.38679371335927176,1.0,7200.0,0.6089208669522229,0.007298875435748521,1.6370509424630333,0.19845323075605847,5.520925900515388,2.246330373427447,0.05698209617506055
2,2.9491510619135464,10.0,10.0,0.010975346023983815,0.09118187734309365,0.05125432527240585,0.009455226724693441,68.06817691466388,54.76470588235294,0.29129688047310887,1.0,7199.0,0.5879390581565744,0.010975346023983815,1.5281013548374176,0.1281328869526319,5.510700211805456,2.2457547257928288,0.0593188797835918
3,2.907324038884219,10.0,10.0,0.00959666955339558,0.0940473616561469,0.04676686851855587,0.009308971108540016,67.00597426470588,53.61764705882353,0.23645617812871933,1.0,7198.0,0.5695232170469621,0.00959666955339558,1.528383030610926,0.0843361708928248,5.513544952168184,2.245354883811053,0.05915687413995757
4,2.757695601266973,10.0,10.0,0.010975346023983815,0.09456098616561469,0.0403330449891441,0.009219651685698944,66.35383325464585,53.11764705882353,0.19578275172149434,1.0,7197.0,0.5598615061710862,0.010975346023983815,1.532527876250884,0.0582130883031716,5.516481939484091,2.2453788413720974,0.05949490111978615
5,2.7872052297872654,10.0,10.0,0.006433823529411764,0.0991565744009088,0.04630730969502645,0.00909127201200189,65.42079370162067,52.4264705882353,0.17218702516573317,1.0,7196.0,0.5516879900413401,0.006433823529411764,1.5531884063692654,0.041321877614824885,5.519636869430542,2.245475274675033,0.059656427734914946
6,2.7419099755146923,10.0,10.0,0.010002162636202924,0.10277897930320572,0.049064662636202926,0.008956601083114305,64.44274436726289,50.955882352941174,0.15017390601775227,1.0,7195.0,0.5477294338976636,0.010002162636202924,1.5589313699918634,0.029321327656813376,5.522491812705994,2.2452595970209908,0.05998220223495189
7,2.6519102804801045,10.0,10.0,0.009191176470588236,0.10242755190633676,0.051011029411764705,0.0088636856252218,63.76535466138054,50.48529411764706,0.13185842784450336,1.0,7194.0,0.5466878861188889,0.009191176470588236,1.5698278125594645,0.02045054565697977,5.525420188903809,2.2450668391059425,0.060274239465156025
8,2.7101518914980045,10.0,10.0,0.009650735294117647,0.10380622837692499,0.04917279411764706,0.008811430906301694,63.38062286376953,48.89705882352941,0.12089130479623289,1.0,7193.0,0.5432033008512329,0.009650735294117647,1.5965700815705692,0.012231217649541042,5.527837585000431,2.2450739916633156,0.06040852834634921
9,2.565168591106639,10.0,10.0,0.009650735294117647,0.1065095155773794,0.05284926470588235,0.008711203905370305,62.65097859326531,47.85294117647059,0.10614082156954442,1.0,7192.0,0.5448071996078772,0.009650735294117647,1.5574645873378306,0.008452216068700209,5.530401047538309,2.2450506020994747,0.06067001600475872
