step,chosen_normalized_regret,effective_positive_count,effective_positive_count_mean,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,informative_row_fraction,n_valid_mean,ndcg_at_10,oracle_action_acc,selected_individual_future_mse,spearman,student_entropy_mean,teacher_entropy,topm_probability_mass_mean
0,4.407208162195542,10.0,10.0,0.0059742647058823525,0.0739889705882353,0.03814338235294118,0.03208255708929809,231.0264923993279,177.7058823529412,0.6749628712149227,1.0,7201.0,0.9693339835194981,0.0059742647058823525,1.4769015364787157,0.2193892271407228,5.896819766829996,2.2466047546442818,0.030052976350656107
1,3.1628776718588436,10.0,10.0,0.013110942919464671,0.1203233135097167,0.0557417821358232,0.00998571012785439,71.897112902473,56.63235294117647,0.37850767198730917,1.0,7200.0,0.615272565799601,0.013110942919464671,1.8469321429729462,0.3720160499802553,6.617204063078937,2.246001008678885,0.0347914853516747
2,3.1103997300652897,10.0,10.0,0.01011029411764706,0.10118403986972921,0.05457936851855587,0.010950254509225488,78.83088235294117,62.544117647058826,0.3078265678794945,1.0,7199.0,0.5777598045328084,0.01011029411764706,1.8912420956527485,0.2997532164293743,6.640717583544114,2.2458886749604168,0.03339917996131322
3,3.020149490412544,10.0,10.0,0.004595588235294118,0.09383109869325862,0.0403330449891441,0.011543374296332546,83.0892084907083,64.72058823529412,0.2695099691696027,1.0,7198.0,0.5653409138321877,0.004595588235294118,2.022729382795446,0.25912002140330515,6.648227425182567,2.245975564507877,0.03285502034294255
4,2.9399791149532093,10.0,10.0,0.006433823529411764,0.09515570936834111,0.050389273420852775,0.01177482706878115,84.74343100716086,65.29411764705883,0.2423664655755548,1.0,7197.0,0.5596721308196292,0.006433823529411764,2.04046688710942,0.22997640659367094,6.6532114884432625,2.2456544707803165,0.032592298462986946
5,2.8208635677309597,10.0,10.0,0.009137110729866168,0.09101967995657641,0.04671280283261748,0.011813413827707443,85.00932634578032,65.3970588235294,0.2188366368851241,1.0,7196.0,0.5569204915972317,0.009137110729866168,2.089611489983166,0.20966922356461404,6.657456881859723,2.2455185160917392,0.032306743758347106
6,2.8044928312301636,10.0,10.0,0.01011029411764706,0.09245242222267039,0.04533412636202924,0.012127972160027745,87.26075907314525,67.17647058823529,0.20265440719530864,1.0,7195.0,0.5537773370742798,0.01011029411764706,2.09881451550652,0.19678253550113609,6.660586904076969,2.245234619168674,0.032075073734364086
7,2.7934700127910164,10.0,10.0,0.013219074400908807,0.09561526819187052,0.04482050174299408,0.012442046598366955,89.50808283861946,67.72058823529412,0.18938623127691886,1.0,7194.0,0.5536132823018467,0.013219074400908807,2.1787922242108513,0.18772017996450494,6.663782842019025,2.245025354273179,0.03196531832766007
8,2.757571260718738,10.0,10.0,0.008217993082807344,0.09618295860641143,0.047118295860641146,0.012509150430560112,89.97831961687874,68.67647058823529,0.1775821538313347,1.0,7193.0,0.5536342854885494,0.008217993082807344,2.1247181121040795,0.178269915334835,6.667132938609404,2.2450696685734917,0.03193960711359978
9,2.7489553093910217,10.0,10.0,0.007352941176470588,0.09393923028427012,0.050389273420852775,0.012669362182564595,91.11805253870347,68.73529411764706,0.16798232769703164,1.0,7192.0,0.5526057963862139,0.007352941176470588,2.116327284013524,0.17053622996918955,6.669843231930452,2.2453265610863182,0.031858820742105734
