step,chosen_normalized_regret,effective_positive_count,effective_positive_count_mean,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,informative_row_fraction,n_valid_mean,ndcg_at_10,oracle_action_acc,selected_individual_future_mse,spearman,student_entropy_mean,teacher_entropy,topm_probability_mass_mean
0,4.827895108391257,10.0,10.0,0.002297794117647059,0.03354779411764706,0.014705882352941176,0.043244948596967495,311.40687157126035,202.02941176470588,0.7458807343945784,1.0,7201.0,0.9655485302209854,0.002297794117647059,1.5478194005349104,0.088465900891392,5.76846377288594,2.2466047546442818,0.02942253284238498
1,3.738950343693004,10.0,10.0,0.005920198965160286,0.057688148801817614,0.03160142734208528,0.01922693876001765,138.43395867067224,108.63235294117646,0.4638395923025468,1.0,7200.0,0.5471027791500092,0.005920198965160286,2.0565184109351216,0.2255689655281886,5.9249061836915855,2.245829228092642,0.03645168455755886
2,3.797794743495829,10.0,10.0,0.002297794117647059,0.04165765577379395,0.017814662636202926,0.02300912339021178,165.64267949497,128.66176470588235,0.4011404122061589,1.0,7199.0,0.5174288022167542,0.002297794117647059,2.57473719645949,0.16867143738652565,5.913108916843639,2.2455884674016167,0.031203139272025403
3,3.7005094868295334,10.0,10.0,0.004081963671042639,0.03338559695026454,0.016895544989144102,0.02581771070082836,185.83588342105642,145.30882352941177,0.3643869030125001,1.0,7198.0,0.510543064597775,0.004081963671042639,2.8400056660175323,0.14013693193931478,5.894794239717371,2.245717034620397,0.02850958692622097
4,3.6438386650646435,10.0,10.0,0.004081963671042639,0.03614294989144101,0.019652897930320573,0.028020993669462556,201.66709013546213,157.63235294117646,0.33900591095580773,1.0,7197.0,0.5068153528606191,0.004081963671042639,3.113724045893725,0.12306849549066315,5.912060478154351,2.2458833385916317,0.026982351165155277
5,3.574708672130809,10.0,10.0,0.004136029411764706,0.03246647930320572,0.01867971459732336,0.029663986389470452,213.46204583785112,164.77941176470588,0.3174694833510062,1.0,7196.0,0.5058975557194036,0.004136029411764706,3.1099856530918792,0.11243283299339002,5.948600432452033,2.24572531265371,0.026153656010351637
6,3.4698651643360363,10.0,10.0,0.0027573529411764708,0.03160142734208528,0.015570934259277932,0.030789314104956302,221.52911438661462,169.38235294117646,0.2981877754278043,1.0,7195.0,0.5054314662428463,0.0027573529411764708,3.1800399703138016,0.10469390565126827,6.001633503857781,2.2457055309239555,0.0255650732501903
7,3.425755790051292,10.0,10.0,0.0013786764705882354,0.03246647930320572,0.01413819204796763,0.03204815017114229,230.55439012190874,175.26470588235293,0.2836558766224805,1.0,7194.0,0.5058613248607692,0.0013786764705882354,3.2935989551684437,0.09718439319105782,6.053870579775642,2.2456101915415596,0.025321987608228538
8,3.380029765998616,10.0,10.0,0.003676470588235294,0.034764273420852775,0.015976427342085278,0.032917604542008656,236.77632999420166,180.2941176470588,0.270510959712898,1.0,7193.0,0.5055892270277528,0.003676470588235294,3.2318504329989937,0.09119726237419373,6.111612439155579,2.2454513276324555,0.02511541798765607
9,3.2960662210688874,10.0,10.0,0.002297794117647059,0.030168685185558656,0.013624567538499832,0.03366057853460969,242.08688365711885,182.10294117647058,0.25710699805880294,1.0,7192.0,0.5069257936933461,0.002297794117647059,3.171774511828142,0.08471380300220233,6.158284264452317,2.2454658466226913,0.024860033395645374
