epoch,encoder_grad_norm,rep_dead_dim_ratio,rep_effective_rank,rep_embed_norm_mean,rep_embed_norm_std,rep_encoder_param_displacement,rep_has_nan,rep_mean_dim_std,rep_mean_pairwise_cosine,rep_sv1_fraction,score_layer_grad_norm,test_free_running_aggregate_future_mse,train_choice_ce,train_expert_containment_at_1,train_expert_containment_at_10,train_expert_containment_at_5,train_expert_rank_fraction,train_expert_rank_mean,train_expert_rank_median,train_expert_regret_mean,train_n_valid_mean,train_ndcg_at_10,train_oracle_action_acc,train_selected_individual_future_mse,train_spearman,train_train_prefix_aggregate_future_mse,val_expert_containment_at_10,val_expert_rank_median,val_expert_regret_mean,val_free_running_aggregate_future_mse,val_ndcg_at_10,val_oracle_action_acc,val_selected_individual_future_mse,val_spearman,val_val_choice_ce
1,1.1445526315551675,0.0,15.227225303649902,1.0,2.6128113006507192e-08,0.33539021158001653,False,0.028534386307001114,0.8822999596595764,0.22127492725849152,0.43205598569223974,0.33109611485212237,9.438920982214505,0.0013254902368836658,0.005813561257418964,0.003601527795230842,0.25726126965541163,9342.147117962846,7175.189438286213,1.5270775908429435,36313.999128160416,0.958165498969514,0.0013254902368836658,1.7290225998227404,0.38949302479510145,0.1548586875511955,0.00948463020488173,10342.753321575543,0.4976031502148441,0.676361860542429,0.7766842690431707,0.004000404174015286,1.3215294677733387,0.08066509691004176,10.561224894366637
2,1.157201379366403,0.0,17.48084831237793,1.0,2.2550514344743533e-08,0.4597533344738513,False,0.03349553793668747,0.8414545059204102,0.17596697807312012,0.42621890997006245,,9.127610703811712,0.0024914026930671494,0.008345615200711677,0.0054688905497419235,0.2390462469708436,8680.676527831565,6500.248847926267,0.6515158049788551,36313.999802473845,0.9625397952827247,0.0024914026930671494,0.8534699915397465,0.4062748233612071,0.15487036939698406,0.017387550162356227,10414.806202233978,0.4727766469846849,0.65748870703692,0.774048781189969,0.006865446796002353,1.1433574864512734,0.07154014553104247,10.465977617977368
3,1.0789028985693454,0.0,17.9991512298584,1.0,2.5860126484644752e-08,0.5524082807723062,False,0.03429156914353371,0.8357626795768738,0.1658550500869751,0.4093213619165036,,9.03648779801732,0.002524269661469542,0.008577413819710175,0.005538516627535624,0.234914925352219,8530.654755686459,6356.567692116079,0.6915726325383991,36313.999128160416,0.9618888317130643,0.002524269661469542,0.8935653698731082,0.413360119396458,0.1548895010528639,0.027055776014109346,11289.737066431513,0.46615812948972407,0.6448476631622723,0.7722444651325368,0.01595017636684303,1.1431239407435811,0.07055261681020195,10.512776608189577
4,1.0423690647384831,0.0,18.727243423461914,1.0,2.4189933611751258e-08,0.6323631162162157,False,0.035161569714546204,0.8277229070663452,0.15240871906280518,0.40089486340870306,,8.981966917475306,0.0025558392493876367,0.008785859592465865,0.005708905910570367,0.2330943585102072,8464.540977950292,6308.11512434093,0.7023930291908353,36313.999128160416,0.9608292169814815,0.0025558392493876367,0.9043367855387391,0.4148108593462887,0.15485955831575682,0.02495678692852431,11060.705673133449,0.48153089742562355,0.6535478988499811,0.7719751217934154,0.011631944444444445,1.108534125907748,0.07084824735532005,10.488736659677361
5,0.9951631207159665,0.0,19.392112731933594,1.0,2.8303746901769955e-08,0.7041269742624091,False,0.036238521337509155,0.8175472021102905,0.14436019957065582,0.3869543938168139,0.3396894028780835,8.94274270274687,0.002559731390376552,0.009133557520808955,0.005815723557762148,0.2317634243540153,8416.206444160061,6261.321916386432,0.7163309637474479,36314.00054489974,0.9603500605673779,0.002559731390376552,0.918285606378267,0.4146819494957992,0.15486821060804243,0.025096570431796295,11460.924603174604,0.483212574262658,0.6710391399568928,0.7734697734403794,0.011725080195816561,1.1220813865994579,0.07070621250611567,10.588800040947417
6,0.9714940542585385,0.0,19.830364227294922,1.0,3.1005203737777265e-08,0.7697075059219057,False,0.0370364673435688,0.8098967671394348,0.14463618397712708,0.37479225574246827,,8.9129473105034,0.0026354119096570114,0.009316920607449401,0.0059290281066021215,0.23026952780718993,8361.958516489482,6203.168970814132,0.6769672857627232,36313.999128160416,0.9607392202532444,0.0026354119096570114,0.8789068505437828,0.4144949910318114,0.1548561397046292,0.01767027228238441,10858.329894179895,0.4894996639620163,0.668829767496983,0.7703531843289813,0.007125404174015285,1.4017698893530357,0.0818899796685359,10.473798807031052
7,0.9366320599206347,0.0,19.596782684326172,1.0,2.717364822046875e-08,0.8312559599978215,False,0.03691805899143219,0.8106493949890137,0.1478191465139389,0.3574084276078706,,8.889665905454414,0.0026950914048203775,0.00953012344167153,0.006045792336269577,0.22944555050313878,8332.036640726763,6164.747332586042,0.6896938057714683,36313.999128160416,0.9609097510201353,0.0026950914048203775,0.8916355619110986,0.41304942392627625,0.15485793520798685,0.024843841857730746,11517.787889476778,0.5042861414011195,0.6866825057025493,0.7766054324683094,0.013743753674309231,5.229301937177249,0.07678610174094143,10.552731615609803
8,0.9262233992030403,0.0,19.99327278137207,1.0,2.5860126484644752e-08,0.8902293775183566,False,0.03793592005968094,0.800743579864502,0.1464294046163559,0.3535700402273974,,8.871669902319272,0.0027997467513596547,0.009718676049321211,0.006174232988749118,0.22812792461819542,8284.189982481514,6092.276497695852,0.7821173708378387,36313.999128160416,0.9610989242971535,0.0027997467513596547,0.9840565250590823,0.4135908657429386,0.15485616213655515,0.02331716637272193,11169.430188124632,0.44652985348762125,0.6416216989683694,0.7777084464723052,0.009849904467960023,1.1120054434820383,0.08234969679707695,10.481713764377371
9,0.899595161380941,0.0,20.10508155822754,1.0,3.232515766171673e-08,0.9452628134992094,False,0.038789939135313034,0.7912997603416443,0.14455056190490723,0.3389967199666072,,8.854967049962038,0.002773366684760114,0.009801708390727387,0.006287537537743751,0.22766606695482186,8267.419304854091,6070.162826420891,0.7018953079266871,36313.999128160416,0.9612282494280779,0.002773366684760114,0.903843935596596,0.41298059863405023,0.15486160562005585,0.0223076099737918,11393.110258671371,0.4416249976248473,0.6326295787106897,0.7790872990927367,0.010986184597295709,1.5600008524115063,0.08811128861183977,10.517743639592771
10,0.883419485107362,0.0,20.325021743774414,1.0,2.2239458274952995e-08,0.9987257071428353,False,0.03929009661078453,0.7855257987976074,0.14340586960315704,0.33196411236116286,0.3577991752119646,8.842358466949063,0.002856831485863744,0.00995652910996113,0.006230020343078228,0.22721287138769677,8250.96264384907,6061.212894922573,1.0108482916494794,36313.999128160416,0.9613597541014374,0.002856831485863744,1.2127980510598664,0.4134270683337386,0.1548626701722895,0.01814022442048907,10608.855408583187,0.4857240015291947,0.6811543555160381,0.7729761248043815,0.0046966857730746615,2.18992189844666,0.07833273516490497,10.456315674934578
