epoch,encoder_grad_norm,rep_dead_dim_ratio,rep_effective_rank,rep_embed_norm_mean,rep_embed_norm_std,rep_encoder_param_displacement,rep_has_nan,rep_mean_dim_std,rep_mean_pairwise_cosine,rep_sv1_fraction,score_layer_grad_norm,test_free_running_aggregate_future_mse,train_choice_ce,train_expert_containment_at_1,train_expert_containment_at_10,train_expert_containment_at_5,train_expert_rank_fraction,train_expert_rank_mean,train_expert_rank_median,train_expert_regret_mean,train_n_valid_mean,train_ndcg_at_10,train_oracle_action_acc,train_selected_individual_future_mse,train_spearman,train_train_prefix_aggregate_future_mse,val_expert_containment_at_10,val_expert_rank_median,val_expert_regret_mean,val_free_running_aggregate_future_mse,val_ndcg_at_10,val_oracle_action_acc,val_selected_individual_future_mse,val_spearman,val_val_choice_ce
1,1.0234009451324197,0.0,15.342768669128418,1.0,2.9271674861774954e-08,0.3621667687882501,False,0.019171783700585365,0.9475343823432922,0.19292348623275757,0.33721577711057327,0.3782286026663028,9.47024741833794,0.0010054697554697555,0.007728494623810574,0.004211296550006228,0.254801136737277,9252.819104268958,7130.128783161042,0.6674073584159314,36313.999128160416,0.9650081096434101,0.0010041723751401171,0.8695797872066887,0.40564430079967073,0.1550779152646613,0.01803702425730712,9637.394885361553,0.4048549698171294,0.6513318461096649,0.7690244819204608,0.010496582892416227,1.4734751909448178,0.06210200658996999,10.58240636470807
2,1.0907612335288737,0.0,17.36248016357422,1.0,2.9626496811374636e-08,0.4965399060305013,False,0.022674400359392166,0.928065836429596,0.1638573855161667,0.3724462717225938,,9.160369389973834,0.0011494789720596173,0.0091019879327362,0.005082703671516455,0.24911642599268288,9046.389468517202,6979.6893760119565,0.6692261189751461,36313.999128160416,0.9652533057311377,0.0011494789720596173,0.8711698549307242,0.3989008931727764,0.15485891116566847,0.018188988894381853,10315.651851851853,0.4057914798752288,0.6578926172387434,0.7659979028444407,0.010467188418577305,1.462093545110222,0.05751293759921942,10.652498014809138
3,1.0449017739153814,0.0,18.0945987701416,1.0,3.61887799726901e-08,0.5924312594715346,False,0.02284380793571472,0.9266695380210876,0.1594560742378235,0.3692046544553656,,9.069906061799399,0.0013086242925983667,0.009431522536619013,0.005228010268435956,0.24679609180064677,8962.131919567852,6864.133682069166,0.6730186568587196,36313.999128160416,0.9653234384091284,0.0013086242925983667,0.8749598383672829,0.3996422662584856,0.15485767561291813,0.018211913388934225,10435.854174015285,0.40782266340180495,0.6641338407213626,0.7658241684071673,0.010390387368068178,1.558162492670763,0.06387328292828284,10.666937274431952
4,0.9992380947825529,0.0,18.805761337280273,1.0,2.9977119453405976e-08,0.6746711006223239,False,0.024544639512896538,0.9155568480491638,0.15349535644054413,0.36200364545638913,,9.019332800102733,0.0013272200772200772,0.009489039730975216,0.00537245194503259,0.2458483309655492,8927.714583554294,6816.899281770249,0.6743064554285485,36313.99991826504,0.9653903807180085,0.0013272200772200772,0.8762730281857299,0.3993306045380617,0.15487827233290802,0.021304243987317752,9974.422839506173,0.38528039276718307,0.6369730086156037,0.7613668618900051,0.015162037037037038,1.5949199366832303,0.06506226809380211,10.48997487876606
5,0.940826015187659,0.0,19.373409271240234,1.0,3.285949290443568e-08,0.7487421654617483,False,0.024766601622104645,0.9132644534111023,0.1494964063167572,0.3413311347032522,0.33247293061825706,8.983579342949358,0.0013272200772200772,0.009719540969798737,0.005435591121178099,0.24600413150240316,8933.373050280623,6823.459916137335,0.6655541391794114,36313.99930184721,0.9654254566817918,0.0013272200772200772,0.8674994948058528,0.3986996483088507,0.15486264977043118,0.021331801306541737,10542.494297472076,0.39122151823122037,0.6392066336592208,0.758096079127113,0.015188675778953557,1.5930108145485442,0.057895437771421795,10.553283894821554
6,0.9211281010070859,0.0,20.127155303955078,1.0,3.2108932401797574e-08,0.8183504352350676,False,0.02597854658961296,0.9053475856781006,0.13945458829402924,0.33460234351283785,,8.955835586022374,0.0013505729231535683,0.009618345304086942,0.005422184857874941,0.24568099516371644,8921.641543264006,6812.171254203512,0.7042008829089462,36313.999128160416,0.9654996649421266,0.0013505729231535683,0.906145135655767,0.39728817067218214,0.1548589230699327,0.02404352139477902,9985.442475014697,0.3807552189114398,0.6361443973697427,0.7548326041884523,0.015173938603899817,1.551799489763242,0.06662966507521133,10.492371445920522
7,0.8921958525760526,0.0,20.341135025024414,1.0,2.5994465246981235e-08,0.8840069878582548,False,0.026791125535964966,0.8992099761962891,0.14202502369880676,0.321933160897201,,8.933833681819952,0.001383007431394528,0.009689701222062393,0.005542841228376652,0.24546535263035119,8913.809991915496,6793.651430232076,0.684547248313532,36314.00083778335,0.9655386809543145,0.001383007431394528,0.8864895646600607,0.3982070589657043,0.15485828132163354,0.023420446413048465,10424.993621399179,0.3830369581622522,0.6432655521085019,0.7560725742774735,0.01514182833627278,2.0902145827714453,0.06190208057142978,10.552898885692956
8,0.8673749462095685,0.0,20.53479766845703,1.0,3.1451342863419995e-08,0.9462080473456751,False,0.026505116373300552,0.901111364364624,0.13589581847190857,0.31021263604413124,,8.915100720413061,0.0013337069788682693,0.009958691410458973,0.005679498623150116,0.24539646532118362,8911.308768126026,6783.038776103293,0.6795157395363586,36313.999128160416,0.9655673070902564,0.0013337069788682693,0.8814625559972663,0.3995376280454711,0.15485966002634435,0.02389974407676491,9932.771164021164,0.3861262400201746,0.6471289271462299,0.7533036775168674,0.015173978542034094,1.3786013872004215,0.07283725251107,10.38374200716641
9,0.8492093442783171,0.0,20.78618049621582,1.0,3.089266087386022e-08,1.005601012968289,False,0.027429433539509773,0.8938453197479248,0.13472697138786316,0.29952998097312133,,8.899835835983156,0.0013112190532576435,0.009787004746939932,0.005542408768369879,0.24519044404841908,8903.828019162145,6763.298210653049,0.6896216194459655,36313.999128160416,0.9655781093860032,0.0013112190532576435,0.8915667272022515,0.39971333174411816,0.15485974566658153,0.024036452343040252,10054.623721340386,0.38374624470978314,0.6363457514859705,0.7543619496048126,0.015185360913041717,1.6848411415907942,0.06641528938019291,10.440676480918896
10,0.8344762836933992,0.0,21.337249755859375,1.0,2.8180417999124074e-08,1.0624769150519409,False,0.02811027690768242,0.8890505433082581,0.12998785078525543,0.28974593705674606,0.30252048463721604,8.886194744625607,0.0013181384149126086,0.009661591315126441,0.005518191002268183,0.24500686937930186,8897.159715941414,6739.2439905343135,0.6826755071629675,36313.9995913252,0.9656499344949117,0.0013181384149126086,0.8846169971980391,0.3988636691884341,0.15485729892602315,0.02395374044723401,9865.08697824809,0.3800756949999044,0.6328810193016482,0.7554389170198529,0.015213277675583736,1.750536144010147,0.0740489050255944,10.4295836074292
