epoch,train_mse,val_mse,val_mae,val_has_nan
1,0.5592415562532607,0.49657613132530337,0.32807007397567645,False
2,0.5390936280222066,0.48933649063549123,0.32384209494147964,False
3,0.5253579816658148,0.48616444692647526,0.32580323622897855,False
4,0.5247091462416199,0.48903622392295065,0.33280078065092783,False
5,0.5186609653494108,0.4880089055258715,0.3196549244218055,False
6,0.5282631362604633,0.4892801688432456,0.320879196144761,False
7,0.5296168683114227,0.4862088240389535,0.32619907512245033,False
8,0.516241055858247,0.4863771074562842,0.32164067021122683,False
