step,choice_ce,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,n_valid_mean,ndcg_at_10,oracle_action_acc,selected_individual_future_mse,spearman
1,7.0914696497576575,0.012834821428571428,0.09123883928571429,0.05719866071428571,0.0931039185712247,751.2963169642857,419.07142857142856,0.5531231128344578,8069.484375,0.9647586249879428,0.012834821428571428,0.7076609199866652,0.4295015403027378
2,7.609283059835434,0.003627232142857143,0.030133928571428572,0.014508928571428572,0.13911501564351575,1122.5767299107142,678.5892857142857,0.2217708472162485,8068.484375,0.8325879690902573,0.003627232142857143,0.9178128289058805,0.0003163561259823057
3,7.648304981844766,0.002232142857142857,0.025948660714285716,0.014229910714285714,0.13559622142929584,1093.947265625,700.3392857142857,0.19901146095279337,8067.484375,0.8277807592281273,0.002232142857142857,0.9702888056635857,-0.17003898866352887
4,7.736749351024628,0.0030691964285714285,0.01953125,0.012276785714285714,0.14332890956263458,1156.2156808035713,727.5089285714286,0.1680395361119216,8066.484375,0.8279941236334187,0.0030691964285714285,0.9556306797478881,-0.2585200375775522
5,7.794914990663528,0.003627232142857143,0.01953125,0.010602678571428572,0.14528663923764334,1171.8136160714287,702.9553571428571,0.15785855167528748,8065.484375,0.8294939260397639,0.003627232142857143,0.9563444014638662,-0.3041214996282114
6,7.8589810856751035,0.0033482142857142855,0.013950892857142858,0.007254464285714286,0.14986240225178854,1208.603236607143,763.7142857142857,0.14652281674040882,8064.484375,0.8317296877503395,0.0033482142857142855,0.9824113989514964,-0.3268318349796573
7,7.894472415958132,0.0016741071428571428,0.015066964285714286,0.0078125,0.15437527300257767,1244.8501674107142,759.3035714285714,0.14023167273678286,8063.484375,0.8343971318432263,0.0016741071428571428,1.0071917115045446,-0.33444326004902386
8,7.934445972953524,0.0016741071428571428,0.015345982142857142,0.008649553571428572,0.15332238815192664,1236.1693638392858,755.5,0.13521042593596835,8062.484375,0.8363078688936574,0.0016741071428571428,1.030377742435251,-0.3402452613650634
9,7.98660426054682,0.0033482142857142855,0.012555803571428572,0.007254464285714286,0.15801051886020495,1273.7547433035713,734.0892857142857,0.1306610641352433,8061.484375,0.8387733229569027,0.0033482142857142855,1.034427358369742,-0.34252670776985333
10,8.037301570177078,0.0013950892857142857,0.013113839285714286,0.008649553571428572,0.16494744726722793,1329.5678013392858,801.0178571428571,0.12842455751004828,8060.484375,0.8411136801753726,0.0013950892857142857,1.053770865712847,-0.3418005680585858
