step,choice_ce,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,n_valid_mean,ndcg_at_10,oracle_action_acc,selected_individual_future_mse,spearman
1,7.024441054889134,0.015066964285714286,0.09933035714285714,0.06194196428571429,0.08740918556993295,705.3579799107143,350.32142857142856,0.5159638525385942,8069.484375,0.9656554928847721,0.015066964285714286,0.6705016612208315,0.32683361760947655
2,6.255491656916482,0.06640625,0.23688616071428573,0.17717633928571427,0.04749108628103776,383.1771763392857,94.80357142857143,0.3418912082644446,8068.484375,0.9749232291110924,0.06640625,0.5149239601367819,0.3996924848370327
3,6.325367557150977,0.04408482142857143,0.16796875,0.115234375,0.04525815543352759,365.16768973214283,103.08928571428571,0.3453852669335902,8067.484375,0.9752850862486022,0.04408482142857143,0.5310231290225472,0.41916464250334684
4,6.338892447096961,0.028738839285714284,0.15708705357142858,0.09905133928571429,0.04500114616322597,362.9896763392857,120.51785714285714,0.3537473753427288,8066.484375,0.9753835100148406,0.028738839285714284,0.5487785166395562,0.42841621810865554
5,6.452178976365498,0.020926339285714284,0.119140625,0.06612723214285714,0.046372308620318235,373.96651785714283,143.66071428571428,0.3502212777467711,8065.484375,0.9757289631026131,0.020926339285714284,0.5530268112197518,0.4351914237540768
6,6.464584869997842,0.01953125,0.12137276785714286,0.06752232142857142,0.048754887987992594,393.154296875,166.66071428571428,0.34999663954866783,8064.484375,0.976071588162865,0.01953125,0.5594452038806464,0.4393086564926177
7,6.543055325746536,0.016462053571428572,0.11188616071428571,0.06891741071428571,0.05253289234159248,423.57003348214283,174.97321428571428,0.3448194498861475,8063.484375,0.9762366536472525,0.016462053571428572,0.5601665059636746,0.44262220054731316
8,6.631157858031137,0.015066964285714286,0.099609375,0.058872767857142856,0.05643943944180917,455.0318080357143,205.27678571428572,0.34550081519410014,8062.484375,0.9763640218547412,0.015066964285714286,0.5660738939685481,0.4455820642082732
9,6.626442159925189,0.012276785714285714,0.09626116071428571,0.05524553571428571,0.0559183089727802,450.826171875,193.03571428571428,0.3368247461039573,8061.484375,0.9766005894967488,0.012276785714285714,0.56229293958417,0.4478452530292998
10,6.661308203424726,0.011160714285714286,0.09095982142857142,0.05189732142857143,0.057198366491190554,461.04603794642856,204.23214285714286,0.33291401976852547,8060.484375,0.9768518113664219,0.011160714285714286,0.5629460761057479,0.44969819020414953
