epoch,train_loss,val_base_mae,val_base_mse,val_final_mae,val_final_mse,val_gate_max,val_gate_mean,val_gate_min,val_gate_saturation_rate,val_gate_std,val_ret_mae,val_ret_mse
1,0.4204765983909931,0.5726022315451332,0.7325073889710918,0.56613490518937,0.7172948013322623,0.5871745944023132,0.12571950256824493,9.591335654959636e-23,0.32685303688049316,0.13048680126667023,1.1199487107120294,2.484642160498322
2,0.3657888496821781,0.5612326168449371,0.718232947316365,0.5576134914800307,0.7062534963166376,0.5528954863548279,0.09330713003873825,3.7434583209644935e-25,0.4012823700904846,0.10978393256664276,1.1199487107120294,2.484642160498322
3,0.35867750841491625,0.5596437242730842,0.716834462633742,0.5565634567105506,0.706341282979152,0.6572298407554626,0.07361710071563721,1.1853961373342605e-25,0.4741215705871582,0.09793522208929062,1.1199487107120294,2.484642160498322
4,0.3554011578267475,0.5563109168050798,0.7097509966453467,0.5529838799757663,0.6984600229549481,0.6676115989685059,0.07248371094465256,9.767698839605901e-27,0.4875096082687378,0.09981072694063187,1.1199487107120294,2.484642160498322
5,0.3551486520272381,0.5563173291947563,0.7118228983612074,0.5528211494322525,0.6979730406489913,0.8592731952667236,0.08396729081869125,1.8471170392030214e-27,0.4557065963745117,0.11416544020175934,1.1199487107120294,2.484642160498322
6,0.3528920215255809,0.5540993983922702,0.7044060710761204,0.5506924852852415,0.6895522663305282,0.9386259317398071,0.09730169922113419,2.203847413152147e-27,0.43759939074516296,0.1343746930360794,1.1199487107120294,2.484642160498322
7,0.35024973859764497,0.5531491199945745,0.7055338964978375,0.550416368564561,0.6936521162933352,0.8718543648719788,0.07203865796327591,7.171985002896809e-26,0.49961528182029724,0.10754452645778656,1.1199487107120294,2.484642160498322
8,0.3509752651430526,0.5510043889342735,0.6961995709153376,0.5491510213333551,0.6833615917868825,0.8495281338691711,0.09494080394506454,1.4076804926871024e-27,0.44662734866142273,0.13665299117565155,1.1199487107120294,2.484642160498322
9,0.35040430454712995,0.5535357975965892,0.7083913955238422,0.5508874166090284,0.6940701114853152,0.902370274066925,0.09055306762456894,1.7465978003728906e-24,0.4432418644428253,0.12912367284297943,1.1199487107120294,2.484642160498322
10,0.34993889877256357,0.550360851022049,0.6985177234552798,0.5486260556559119,0.6868506473894455,0.9083071351051331,0.0864746943116188,1.6062501022627264e-25,0.4696075916290283,0.13072656095027924,1.1199487107120294,2.484642160498322
