arm,A_uniform,A_weighted,I,I_weighted,V_uniform,V_weighted,base_mae,base_mse,lambda_mean,lambda_std,n_query_units,overlap_R0,overlap_R1,overlap_R2-U,overlap_R2-W,overlap_R3,queries_dropped_below_k,residual_uniform_max,residual_weighted_max,ret_mae,ret_mse,retrieval_gain,retrieval_gain_pct,stage2_mae,stage2_mse
R0,0.6325824895209112,0.6340790145188312,0.9813159034808653,0.981027346806985,0.3487334086430361,0.34694832913962226,0.5596674375845848,0.6718411237689874,0.5361785273357449,0.1161960740930995,15127,1.0,0.08178092432873589,0.07502479212624687,0.03841475583612919,0.08010181039571762,0,6.556510925292969e-07,5.960464477539062e-07,0.5786747425759358,0.6340789999130051,0.1432684546160793,21.324752169434355,0.5123571398157636,0.5285726691529081
R1,0.36035367853088923,0.3635344957055994,0.6007138162973482,0.6016139045639435,0.24036013063793488,0.23807940467241015,0.5596674375845848,0.6718411237689874,0.5080621966116567,0.1025406736728598,15127,0.08178092432873589,1.0,0.5662986891610282,0.5514642681394305,0.21710848382541112,0,2.980232238769531e-07,2.384185791015625e-07,0.42656724820994746,0.3635344853532912,0.2787087633441951,41.484326202102075,0.43857264031718945,0.3931323604247923
R2-U,0.3251362484315531,0.33035892564151986,0.6614861004652977,0.6615756084987221,0.336349844259753,0.33121667766477264,0.5596674375845848,0.6718411237689874,0.5067869488888931,0.10423106660661148,15127,0.07502479212624687,0.5662986891610282,1.0,0.8380379251071385,0.42451908758708407,0,2.980232238769531e-07,2.980232238769531e-07,0.4033227104554127,0.33035891603865053,0.29442503449096263,43.82361008794108,0.42776629190848503,0.3774160892780248
R2-W,0.3280631626341789,0.32698752303576545,0.6692058470152127,0.6626509488482993,0.34114267617964483,0.3356634212517806,0.5596674375845848,0.6718411237689874,0.5065250715733741,0.10251837793182975,15127,0.03841475583612919,0.5514642681394305,0.8380379251071385,1.0,0.4220665182386126,0,2.980232238769531e-07,2.384185791015625e-07,0.4013605466770234,0.3269875151810734,0.29601809927681744,44.06072936056282,0.4268722684253643,0.37582302449217
R3,0.368270812857456,0.375786469360146,0.7052533595590705,0.7077036453959544,0.3369825382506949,0.33191717139415633,0.5596674375845848,0.6718411237689874,0.5073954297946656,0.10262704467163657,15127,0.08010181039571762,0.21710848382541112,0.42451908758708407,0.4220665182386126,1.0,0,2.980232238769531e-07,3.5762786865234375e-07,0.43335026786230746,0.37578645800337235,0.27278548710042017,40.60267784295643,0.4410839810753904,0.39905563666856725
