epoch,train_loss,val_base_mae,val_base_mse,val_final_mae,val_final_mse,val_gate_max,val_gate_mean,val_gate_min,val_gate_saturation_rate,val_gate_std,val_ret_mae,val_ret_mse
1,0.6108271035209166,0.8769833838546601,1.5587967018135342,0.8794827542030714,1.5662563838838115,0.9301794767379761,0.06825442612171173,1.2026843890359035e-28,0.5759899616241455,0.12619930505752563,1.5027920787161753,4.367538833822708
2,0.563295157873525,0.8580550320653192,1.5129420027907237,0.8586010170314945,1.5150316763956373,0.8656333088874817,0.05865427851676941,6.311867154923799e-27,0.5637601613998413,0.10199287533760071,1.5027920787161753,4.367538833822708
3,0.5552502932537974,0.867113661910179,1.5494543127159952,0.8681249811348407,1.5494602735324714,0.9719702005386353,0.056639451533555984,2.1827926397871957e-23,0.5467706918716431,0.10053738951683044,1.5027920787161753,4.367538833822708
4,0.5522048423248055,0.93079036689306,1.7048585818886208,0.9302564749960749,1.703461541529403,0.8463684320449829,0.026950016617774963,2.440094202174557e-22,0.7728564739227295,0.06975319236516953,1.5027920787161753,4.367538833822708
5,0.5562258368044828,0.8570628975599186,1.5032089829547333,0.8567288952952962,1.500778129717007,0.9514424204826355,0.049683697521686554,2.007690100165346e-27,0.6257684826850891,0.09748787432909012,1.5027920787161753,4.367538833822708
6,0.5454105746693316,0.8744538758763764,1.5602861183300831,0.8750400730413058,1.5607551463580573,0.946760892868042,0.05518744885921478,4.377402912405638e-30,0.6148608326911926,0.10896442830562592,1.5027920787161753,4.367538833822708
7,0.5484963320525347,0.8707485412569412,1.520010893445908,0.8707068528415435,1.5186923249760822,0.9202341437339783,0.03728296607732773,8.182228627811618e-27,0.7085344195365906,0.09226859360933304,1.5027920787161753,4.367538833822708
8,0.5454302125536235,0.8659683831981814,1.5428233778086278,0.8660780134445032,1.5413172674194138,0.9602220058441162,0.05014827847480774,7.902646482486691e-34,0.6124148964881897,0.1000250056385994,1.5027920787161753,4.367538833822708
9,0.5435279549750607,0.865434382270618,1.5179269252963796,0.8655472701641151,1.5158991186541908,0.9913874268531799,0.06639008969068527,8.735867358092378e-25,0.5995901226997375,0.12832264602184296,1.5027920787161753,4.367538833822708
10,0.5433808726019564,0.8489189177033754,1.4885175099378503,0.850014433640088,1.4893206564340895,0.9747375845909119,0.06289259344339371,5.563724164290525e-28,0.5547696352005005,0.1140461266040802,1.5027920787161753,4.367538833822708
