epoch,train_loss,val_base_mae,val_base_mse,val_final_mae,val_final_mse,val_gate_max,val_gate_mean,val_gate_min,val_gate_saturation_rate,val_gate_std,val_ret_mae,val_ret_mse
1,0.6173750264982206,0.8744511587196,1.5535123368673014,0.8743258922689516,1.5528192416762614,0.7214749455451965,0.03945392370223999,3.7870804522157694e-32,0.703576385974884,0.08479414880275726,1.5078680525141763,4.427006828298186
2,0.5662681962800237,0.857751618616317,1.5138320796538383,0.8604146660990191,1.5218032758122433,0.8804016709327698,0.06747907400131226,4.991186629410659e-30,0.5884180665016174,0.11799372732639313,1.5078680525141763,4.427006828298186
3,0.559862476138942,0.8640638973129356,1.5386709970169234,0.8641685885457984,1.5376716148473022,0.9355326890945435,0.03651382401585579,2.83208830323879e-25,0.7107820510864258,0.08399339020252228,1.5078680525141763,4.427006828298186
4,0.5578847123985797,0.9311504722975107,1.7089201674663772,0.9304071645800509,1.7070480514686304,0.9702066779136658,0.037190992385149,5.488267527146215e-25,0.7076089382171631,0.08118998259305954,1.5078680525141763,4.427006828298186
5,0.560044975671093,0.8556104531689566,1.503391137185487,0.8551983423306514,1.501995918067308,0.9386403560638428,0.0362548828125,1.8212547839162748e-22,0.7449593544006348,0.08965729922056198,1.5078680525141763,4.427006828298186
6,0.552324797859234,0.8726789405544629,1.5594771867574444,0.8724287264958765,1.5588576893585697,0.9389645457267761,0.040445778518915176,6.708981776097797e-28,0.71706223487854,0.09546662867069244,1.5078680525141763,4.427006828298186
7,0.5520035151095517,0.8727108517244965,1.5260304221709893,0.8714667396626388,1.5216269669116296,0.9749993681907654,0.03790200501680374,1.735493991486226e-23,0.7253255844116211,0.09246846288442612,1.5078680525141763,4.427006828298186
8,0.5521214214046445,0.8581206372705308,1.5291678251165595,0.8576434179617204,1.5267209113877505,0.9826639294624329,0.05165979638695717,3.2689748799897415e-27,0.6850003600120544,0.11546970158815384,1.5078680525141763,4.427006828298186
9,0.5453394768776092,0.867973441542739,1.523170235208797,0.8657494451347801,1.515084476605022,0.981243908405304,0.05942779779434204,3.596820151782439e-19,0.6465260982513428,0.13187620043754578,1.5078680525141763,4.427006828298186
10,0.5498488873770807,0.8489839497807452,1.4894307206508046,0.8484796711626287,1.4869438536708646,0.9238415956497192,0.02568645216524601,0.0,0.7986382246017456,0.07529910653829575,1.5078680525141763,4.427006828298186
