epoch,train_loss,val_base_mae,val_base_mse,val_final_mae,val_final_mse,val_gate_max,val_gate_mean,val_gate_min,val_gate_saturation_rate,val_gate_std,val_ret_mae,val_ret_mse
1,0.6114072729792215,0.876258567579792,1.5578812466487444,0.8767351140551662,1.5571113444365483,0.9666112065315247,0.053652163594961166,1.2053970463162452e-31,0.6690024733543396,0.1170525923371315,1.4461521437649658,4.104026813431006
2,0.5617185174363905,0.8598613022015454,1.516872575934633,0.8721047123647103,1.5610167293649875,0.9902053475379944,0.09959246218204498,2.5409823842000428e-33,0.6078535318374634,0.2018425166606903,1.4461521437649658,4.104026813431006
3,0.5561135723791292,0.8678494117283848,1.5480597183717213,0.8681557976952543,1.5454800283525412,0.9897673726081848,0.06422948092222214,1.2237616182349892e-33,0.6038209795951843,0.12260648608207703,1.4461521437649658,4.104026813431006
4,0.5536952360277683,0.9333801200042189,1.712436891379836,0.9326479828998737,1.7091193032096765,0.9837717413902283,0.03615674749016762,1.6007967081249363e-29,0.7369604110717773,0.09165259450674057,1.4461521437649658,4.104026813431006
5,0.5553545761952358,0.8563431408059907,1.5027795107901252,0.8559327755328956,1.4996668714146155,0.9994077682495117,0.03951335698366165,1.944110984903618e-33,0.7016592621803284,0.10384201258420944,1.4461521437649658,4.104026813431006
6,0.5465287841790545,0.8747903055059754,1.5665920474301378,0.8751072043159582,1.5646470982888856,0.9955173134803772,0.05569880083203316,1.3762030522986362e-30,0.6675481200218201,0.12159942090511322,1.4461521437649658,4.104026813431006
7,0.5462639016651474,0.8706195322599675,1.5193235933735576,0.8690933555818836,1.5139752425413904,0.9919832348823547,0.04171305522322655,9.829748450554169e-27,0.7050307393074036,0.10277584195137024,1.4461521437649658,4.104026813431006
8,0.5461614358741625,0.8580855161542,1.5285528589424355,0.857852454685744,1.5249125825820553,0.9949595928192139,0.04350617900490761,7.271496382223342e-32,0.7324651479721069,0.1165347620844841,1.4461521437649658,4.104026813431006
9,0.5412058751140021,0.8694270382864892,1.5281058615470038,0.866016826846932,1.5163440207975254,0.9855008721351624,0.060448840260505676,2.4295961359111846e-24,0.664639413356781,0.1406317800283432,1.4461521437649658,4.104026813431006
10,0.5501913430943953,0.851094962534798,1.4966945400470462,0.8511464353686243,1.49585300689693,0.9998815059661865,0.019108077511191368,0.0,0.8981291651725769,0.08901622891426086,1.4461521437649658,4.104026813431006
