oracle,gap_1_2_mean,gap_1_5_mean,gap_1_10_mean,near_tie_count_frac0.001,near_tie_count_frac0.01,near_tie_count_frac0.05
individual,0.023344196625955858,0.05815109457730652,0.08877209284853488,1.0025932247899159,1.0273850718967052,1.1410694981823448
set,0.012735757913059914,0.03053232574993901,0.04568692771747254,1.0025449518396072,1.0261743854324357,1.1360494936714653
