delta_candidate_mse,delta_uniform_mse,learned_candidate_mse,learned_uniform_mse,query_id,raw_candidate_mse,raw_uniform_mse,split
1.605979323387146,1.3826980590820312,2.1200311183929443,1.882304072380066,0,2.44596529006958,2.050884485244751,train
1.699076533317566,1.426606297492981,1.7214248180389404,1.5383230447769165,1,2.818903684616089,2.4250428676605225,train
1.6230007410049438,1.3458526134490967,1.6789735555648804,1.4850467443466187,2,2.974884510040283,2.5782697200775146,train
1.6069738864898682,1.3390076160430908,1.5736719369888306,1.3850234746932983,3,2.9550328254699707,2.5485355854034424,train
1.574161171913147,1.299009084701538,1.2409838438034058,1.044754981994629,4,2.878514528274536,2.5045812129974365,train
1.4788291454315186,1.2219818830490112,1.5676273107528687,1.378334879875183,5,2.7088892459869385,2.3856074810028076,train
1.5259004831314087,1.2647236585617065,1.7650413513183594,1.5609983205795288,6,2.7070980072021484,2.374439001083374,train
1.6324641704559326,1.373458981513977,1.9448713064193726,1.6773139238357544,7,2.7507927417755127,2.438586473464966,train
1.724189043045044,1.4648948907852173,1.7611067295074463,1.5421303510665894,8,2.7410149574279785,2.435420513153076,train
1.6549122333526611,1.3909772634506226,1.7686233520507812,1.5562249422073364,9,2.713733196258545,2.433021306991577,train
1.6007411479949951,1.3437614440917969,1.2149099111557007,1.0210726261138916,10,2.6304473876953125,2.3333740234375,train
1.5680625438690186,1.323792815208435,1.2079006433486938,1.0065940618515015,11,2.514813184738159,2.207979202270508,train
1.506283164024353,1.2425994873046875,1.45209801197052,1.2519721984863281,12,2.4247748851776123,2.1292574405670166,train
1.5722576379776,1.3221971988677979,2.092705011367798,1.8999688625335693,13,2.4309580326080322,2.162743091583252,train
1.4917715787887573,1.2434415817260742,2.069298505783081,1.8879228830337524,14,2.4882166385650635,2.2358219623565674,train
1.4451472759246826,1.1909438371658325,1.9193283319473267,1.7269537448883057,15,2.478342294692993,2.2124669551849365,train
1.3417108058929443,1.1253702640533447,2.1089611053466797,1.92574143409729,16,2.315617084503174,2.0219178199768066,train
1.295235514640808,1.0816460847854614,2.4767978191375732,2.2692337036132812,17,2.213956356048584,1.9184964895248413,train
1.2820625305175781,1.0710844993591309,2.655102014541626,2.462512254714966,18,2.173673629760742,1.875231146812439,train
1.289777159690857,1.076149821281433,1.654619574546814,1.472079873085022,19,2.1412036418914795,1.8232152462005615,train
1.3322268724441528,1.11591374874115,1.6003564596176147,1.3903570175170898,20,2.1162238121032715,1.778303861618042,train
1.366153597831726,1.1321178674697876,2.3114826679229736,2.1055359840393066,21,2.1085691452026367,1.7436158657073975,train
1.4861910343170166,1.2224372625350952,1.0800609588623047,0.912144124507904,22,2.221848964691162,1.8135238885879517,train
1.5056320428848267,1.2688604593276978,1.3028719425201416,0.9730348587036133,23,2.3080496788024902,1.9275482892990112,train
1.6769369840621948,1.4394025802612305,1.8352339267730713,1.6138136386871338,24,2.604966640472412,2.232673168182373,train
1.633701205253601,1.3776533603668213,2.5742623805999756,2.340379476547241,25,2.5010972023010254,2.121962070465088,train
1.9312775135040283,1.5601762533187866,2.182478189468384,1.9700454473495483,26,2.4819889068603516,2.0702712535858154,train
