epoch,val_margin_abs_mean,val_pred_rank_mean,val_top1_acc
1,0.02011943633432648,165.5200081168831,0.04566254058441559
2,0.019710225188058074,161.73479606331168,0.047103287337662336
3,0.01977290513313129,159.35303368506493,0.04832589285714286
4,0.019731227331671958,157.11384435876624,0.049512987012987016
5,0.01969504920819524,154.21516842532466,0.050801542207792205
6,0.019763623504114584,156.2030742694805,0.0511820211038961
7,0.019691440424026336,153.8753601866883,0.05097909902597403
8,0.01966454770736636,153.01230722402596,0.05189224837662337
9,0.01966983194812768,150.58459314123377,0.05164366883116883
