epoch,train_loss,val_loss,val_overlap_at_10,val_top1_acc,val_top5_acc,val_top10_acc,val_pred_rank_mean,val_margin_abs
1,5.474341970119836,5.464011658321727,0.008807386509361368,0.04566254058441559,0.19454646915584414,0.3241020698051948,165.5200081168831,0.02011943633432648
2,5.257530870977438,5.319477742368525,0.008684278020005124,0.047103287337662336,0.19729099025974026,0.3289468344155844,161.73479606331168,0.019710225188058074
3,5.127021739167987,5.212945499203422,0.008874070274429328,0.04832589285714286,0.20256696428571427,0.3359121347402597,159.35303368506493,0.01977290513313129
4,5.031243381860121,5.125524726780978,0.008909976917158231,0.049512987012987016,0.2057528409090909,0.34093952922077925,157.11384435876624,0.019731227331671958
5,4.958112720273576,5.067088007926941,0.008879199794819173,0.050801542207792205,0.21068892045454546,0.3475953733766234,154.21516842532466,0.01969504920819524
6,4.895750153739497,5.011952866207469,0.008843293152090266,0.0511820211038961,0.2123731737012987,0.34787439123376623,156.2030742694805,0.019763623504114584
7,4.848353672027588,4.970080337741158,0.00880738650936136,0.05097909902597403,0.20913149350649352,0.34655539772727273,153.8753601866883,0.019691440424026336
8,4.807971545885194,4.9349483901804145,0.008838163631700424,0.05189224837662337,0.21323559253246754,0.351461038961039,153.01230722402596,0.01966454770736636
9,4.775235642127271,4.9119498404589566,0.008889458835598857,0.05164366883116883,0.21487926136363636,0.35249594155844155,150.58459314123377,0.01966983194812768
