arm,step,epoch0_top1,best_top1,epoch0_top5,best_top5,epoch0_top10,best_top10
set+tf+asymmetric,3,0.00027901785714285713,0.0011160714285714285,0.0030691964285714285,0.008649553571428572,0.005859375,0.019252232142857144
set+tf+asymmetric,4,0.0005580357142857143,0.0016741071428571428,0.0013950892857142857,0.010323660714285714,0.0030691964285714285,0.022879464285714284
set+tf+asymmetric,5,0.0008370535714285714,0.0016741071428571428,0.0011160714285714285,0.007254464285714286,0.0027901785714285715,0.014787946428571428
set+tf+asymmetric,6,0.0,0.0013950892857142857,0.0011160714285714285,0.006138392857142857,0.001953125,0.012555803571428572
set+tf+asymmetric,7,0.0,0.001953125,0.0016741071428571428,0.005301339285714286,0.0030691964285714285,0.009765625
set+tf+asymmetric,8,0.0,0.0016741071428571428,0.0011160714285714285,0.005859375,0.0016741071428571428,0.009765625
set+tf+asymmetric,9,0.00027901785714285713,0.0005580357142857143,0.0011160714285714285,0.0030691964285714285,0.002232142857142857,0.006696428571428571
set+tf+asymmetric,10,0.0005580357142857143,0.0005580357142857143,0.0008370535714285714,0.00390625,0.0025111607142857145,0.008370535714285714
set+onpolicy+cosine,1,0.0016741071428571428,0.0030691964285714285,0.009207589285714286,0.019252232142857144,0.018415178571428572,0.03180803571428571
set+onpolicy+cosine,2,0.04827008928571429,0.10295758928571429,0.18275669642857142,0.4185267857142857,0.30887276785714285,0.6219308035714286
set+onpolicy+cosine,3,0.04017857142857143,0.10574776785714286,0.16685267857142858,0.4017857142857143,0.2935267857142857,0.599609375
set+onpolicy+cosine,4,0.036830357142857144,0.09905133928571429,0.16071428571428573,0.38309151785714285,0.283203125,0.5906808035714286
set+onpolicy+cosine,5,0.039341517857142856,0.09681919642857142,0.16099330357142858,0.3822544642857143,0.28236607142857145,0.5892857142857143
set+onpolicy+cosine,6,0.03627232142857143,0.08984375,0.15541294642857142,0.36830357142857145,0.26674107142857145,0.5672433035714286
set+onpolicy+cosine,7,0.024832589285714284,0.09151785714285714,0.14564732142857142,0.361328125,0.25892857142857145,0.5669642857142857
set+onpolicy+cosine,8,0.03431919642857143,0.08482142857142858,0.14704241071428573,0.34737723214285715,0.2661830357142857,0.5544084821428571
set+onpolicy+cosine,9,0.03180803571428571,0.08482142857142858,0.1484375,0.33900669642857145,0.26283482142857145,0.5474330357142857
set+onpolicy+cosine,10,0.039341517857142856,0.07672991071428571,0.14090401785714285,0.33175223214285715,0.25502232142857145,0.5496651785714286
set+onpolicy+asymmetric,1,0.0016741071428571428,0.0027901785714285715,0.009207589285714286,0.015625,0.018415178571428572,0.03431919642857143
set+onpolicy+asymmetric,2,0.054966517857142856,0.07645089285714286,0.19949776785714285,0.3178013392857143,0.3178013392857143,0.5053013392857143
set+onpolicy+asymmetric,3,0.03962053571428571,0.078125,0.18024553571428573,0.3052455357142857,0.3046875,0.4994419642857143
set+onpolicy+asymmetric,4,0.04547991071428571,0.07924107142857142,0.17271205357142858,0.30636160714285715,0.29017857142857145,0.49386160714285715
set+onpolicy+asymmetric,5,0.037109375,0.07003348214285714,0.15150669642857142,0.29213169642857145,0.27176339285714285,0.4760044642857143
set+onpolicy+asymmetric,6,0.030412946428571428,0.07170758928571429,0.14732142857142858,0.27957589285714285,0.26674107142857145,0.46651785714285715
set+onpolicy+asymmetric,7,0.033203125,0.06110491071428571,0.14118303571428573,0.2689732142857143,0.259765625,0.45535714285714285
set+onpolicy+asymmetric,8,0.029575892857142856,0.06891741071428571,0.14397321428571427,0.27622767857142855,0.26255580357142855,0.45479910714285715
set+onpolicy+asymmetric,9,0.029296875,0.06501116071428571,0.142578125,0.2728794642857143,0.26143973214285715,0.45340401785714285
set+onpolicy+asymmetric,10,0.03376116071428571,0.058872767857142856,0.140625,0.2578125,0.25418526785714285,0.43777901785714285
