arm,epoch0_top10,best_top10,abs_gain
individual+tf+cosine,0.017103794642857145,0.016266741071428573,-0.0008370535714285719
individual+tf+asymmetric,0.017103794642857145,0.09263392857142858,0.07553013392857143
individual+onpolicy+cosine,0.01861049107142857,0.028180803571428572,0.0095703125
individual+onpolicy+asymmetric,0.01861049107142857,0.061886160714285716,0.043275669642857145
set+tf+cosine,0.004575892857142857,0.016964285714285713,0.012388392857142855
set+tf+asymmetric,0.004575892857142857,0.021512276785714286,0.016936383928571427
set+onpolicy+cosine,0.249609375,0.5219029017857143,0.2722935267857143
set+onpolicy+asymmetric,0.2507533482142857,0.4276785714285714,0.17692522321428572
