delta_candidate_mse,delta_uniform_mse,learned_candidate_mse,learned_uniform_mse,query_id,raw_candidate_mse,raw_uniform_mse,split
1.3028318881988525,0.9384087324142456,0.6563073396682739,0.35237741470336914,0,0.8258761167526245,0.5208479762077332,train
1.3264150619506836,0.8737522959709167,0.7719136476516724,0.5178143382072449,1,0.7652021050453186,0.4169175326824188,train
1.0455507040023804,0.6125782132148743,0.4701229929924011,0.2498432695865631,2,0.7979904413223267,0.46606165170669556,train
1.4207485914230347,1.1399004459381104,0.4550398886203766,0.2723877429962158,3,0.8572928309440613,0.4645578861236572,train
1.37629234790802,0.8638342618942261,0.38347119092941284,0.20187078416347504,4,0.7042154669761658,0.3208829462528229,train
1.5036851167678833,1.2202011346817017,0.7499212622642517,0.3835758864879608,5,0.611200213432312,0.278016060590744,train
1.0450865030288696,0.55118727684021,0.649200439453125,0.3789575695991516,6,0.7151802182197571,0.2871590554714203,train
1.643137812614441,1.036696434020996,0.44840651750564575,0.3112216591835022,7,0.667131245136261,0.22005245089530945,train
1.4985579252243042,1.0369914770126343,0.7766733765602112,0.5883976817131042,8,0.7737746238708496,0.32799723744392395,train
1.7517621517181396,1.4532893896102905,0.5890137553215027,0.3448787331581116,9,0.8283295035362244,0.39650997519493103,train
1.735508680343628,1.4996252059936523,0.3700482249259949,0.25081968307495117,10,0.7744863629341125,0.32881322503089905,train
1.5934418439865112,1.247951865196228,0.3384649157524109,0.21816383302211761,11,0.6493078470230103,0.2092103213071823,train
1.4213714599609375,1.0360510349273682,0.4673157334327698,0.33658355474472046,12,0.8051632046699524,0.34520846605300903,train
1.749967336654663,1.3398889303207397,0.646756649017334,0.42282241582870483,13,0.8498738408088684,0.3492142856121063,train
1.5633598566055298,1.0741499662399292,0.37677282094955444,0.28230148553848267,14,0.9298904538154602,0.3323598802089691,train
1.7101118564605713,1.449236273765564,0.3649631440639496,0.21688023209571838,15,1.0809695720672607,0.3334512412548065,train
1.430921196937561,0.8237050771713257,0.4059238135814667,0.24609823524951935,16,1.2064964771270752,0.3642154037952423,train
1.2155944108963013,0.8254236578941345,0.5617141127586365,0.32689571380615234,17,1.39126455783844,0.5464786291122437,train
1.8990108966827393,1.3801698684692383,0.48681896924972534,0.2947259545326233,18,0.8471789360046387,0.3881624639034271,train
1.633540391921997,1.1271744966506958,0.5478593111038208,0.2930481433868408,19,0.8129356503486633,0.4345683455467224,train
0.9618033766746521,0.3624122738838196,0.46008920669555664,0.2868119776248932,20,0.6756988167762756,0.32311609387397766,train
0.9456987977027893,0.39228734374046326,0.4214598834514618,0.27648648619651794,21,0.6513618230819702,0.2901836335659027,train
1.387594223022461,0.9318698048591614,0.4282146096229553,0.2820740342140198,22,0.6457399129867554,0.2808147072792053,train
1.26937735080719,0.9756355881690979,0.4297451078891754,0.29978007078170776,23,0.7116422653198242,0.2880764305591583,train
1.391251802444458,0.9159199595451355,0.47745776176452637,0.3228723108768463,24,0.8676019310951233,0.40608957409858704,train
0.8684234023094177,0.33051469922065735,0.43912437558174133,0.33148258924484253,25,0.96790611743927,0.5854893922805786,train
1.2055448293685913,0.5439844131469727,0.4257476329803467,0.29487118124961853,26,1.0290824174880981,0.5829094052314758,train
0.9594513177871704,0.3432457447052002,0.4477669596672058,0.32364994287490845,27,1.0495957136154175,0.5393875241279602,train
1.3128505945205688,0.6594754457473755,0.457286536693573,0.3401339054107666,28,1.0086067914962769,0.44135263562202454,train
1.9278851747512817,1.4938223361968994,0.5108182430267334,0.3553321063518524,29,1.0034987926483154,0.3846938908100128,train
0.7091607451438904,0.3068617284297943,0.5806983113288879,0.36601343750953674,30,0.9498854279518127,0.4247935116291046,train
0.6511304974555969,0.33768752217292786,0.42637115716934204,0.3112512230873108,31,1.0402555465698242,0.3856721520423889,train
0.7825139760971069,0.5450757741928101,0.4840925335884094,0.31778499484062195,32,1.2214480638504028,0.6020702123641968,train
1.5485445261001587,1.1042495965957642,0.4139764904975891,0.27169281244277954,33,1.1456708908081055,0.713933527469635,train
1.6029167175292969,0.959289014339447,0.3834773898124695,0.25525835156440735,34,1.5141154527664185,1.0411452054977417,train
0.8004876971244812,0.5756694078445435,0.3880369961261749,0.2796269357204437,35,1.2693207263946533,0.8101876378059387,train
0.8864393830299377,0.5232439637184143,0.3867267966270447,0.25525060296058655,36,1.036405324935913,0.5667572617530823,train
0.632085919380188,0.38336020708084106,0.4687688648700714,0.2859802842140198,37,1.2690718173980713,0.754419207572937,train
0.5950499176979065,0.3866838812828064,0.35827919840812683,0.2752455174922943,38,1.1194136142730713,0.6155845522880554,train
1.0452276468276978,0.5771138072013855,0.4164222776889801,0.3038714528083801,39,1.2066460847854614,0.6755727529525757,train
0.7361589074134827,0.4166876971721649,0.44152531027793884,0.2936284840106964,40,0.9849626421928406,0.47594302892684937,train
0.808560311794281,0.4011709988117218,0.4890619218349457,0.38374805450439453,41,1.178976058959961,0.5558732748031616,train
0.6403985619544983,0.40095680952072144,0.5621433258056641,0.3608055114746094,42,1.1833451986312866,0.6289436221122742,train
0.7699874043464661,0.5027564764022827,0.42688560485839844,0.2915128767490387,43,1.2253940105438232,0.6824015974998474,train
1.6914434432983398,1.137049674987793,0.4210875332355499,0.3051496148109436,44,1.04676353931427,0.5731831192970276,train
1.2548421621322632,0.7913163900375366,0.5153087377548218,0.27870601415634155,45,0.907368004322052,0.4633888602256775,train
1.9952596426010132,1.5325194597244263,0.46800893545150757,0.3029309809207916,46,0.9391198754310608,0.4890710413455963,train
0.7201690673828125,0.45465871691703796,0.5282961130142212,0.299572616815567,47,0.9339273571968079,0.46367698907852173,train
0.6091350317001343,0.3600887358188629,0.4068582057952881,0.24760553240776062,48,1.006054401397705,0.5192536115646362,train
0.5799097418785095,0.3889930844306946,0.4435935914516449,0.28473803400993347,49,1.0707838535308838,0.5982967615127563,train
0.6531475186347961,0.4284263253211975,0.44301262497901917,0.23759068548679352,50,1.080288052558899,0.6362969279289246,train
0.647335946559906,0.4262876808643341,0.4867108464241028,0.278402715921402,51,1.0506250858306885,0.6408880352973938,train
0.6797706484794617,0.3903072774410248,0.48135799169540405,0.27079835534095764,52,1.0450859069824219,0.5267105102539062,train
0.637441098690033,0.3748888075351715,0.42905205488204956,0.28594231605529785,53,1.1604055166244507,0.5133215188980103,train
0.6981959939002991,0.38006359338760376,0.43351292610168457,0.24492566287517548,54,1.0116374492645264,0.4178573787212372,train
0.616450309753418,0.3555416762828827,0.3898014724254608,0.26619070768356323,55,0.992222249507904,0.47855615615844727,train
0.7109606862068176,0.38246989250183105,0.4395826756954193,0.2910118103027344,56,1.0513875484466553,0.6249092221260071,train
0.7828129529953003,0.3862028121948242,0.44210919737815857,0.28638696670532227,57,1.2112553119659424,0.7958442568778992,train
0.765426754951477,0.41614240407943726,0.5093398690223694,0.3380061984062195,58,1.263824462890625,0.8216575980186462,train
0.6972405314445496,0.42190027236938477,0.5326546430587769,0.3046230673789978,59,1.0772935152053833,0.6524006724357605,train
0.6551064848899841,0.35257336497306824,0.4243851602077484,0.2682533264160156,60,0.9871295094490051,0.5459052324295044,train
0.65324467420578,0.4045906662940979,0.48282763361930847,0.31477466225624084,61,1.1865991353988647,0.7362465858459473,train
0.6093968749046326,0.364650160074234,0.5343387126922607,0.411342054605484,62,1.1422395706176758,0.7026882171630859,train
1.0056942701339722,0.5524647831916809,0.5360222458839417,0.3903542459011078,63,1.2004272937774658,0.7710357904434204,train
0.9500853419303894,0.5540798902511597,0.531154453754425,0.2778245508670807,64,1.2280274629592896,0.7962263822555542,train
0.7531203031539917,0.4255977272987366,0.42007264494895935,0.28302058577537537,65,1.1203714609146118,0.6926779747009277,train
0.5649114847183228,0.41798099875450134,0.4171918034553528,0.30118533968925476,66,1.0535413026809692,0.5950517654418945,train
0.6738120913505554,0.4664846956729889,0.5243821740150452,0.3162045478820801,67,0.9647683501243591,0.5184986591339111,train
0.6436871290206909,0.462921142578125,0.3693343997001648,0.30349692702293396,68,0.9360708594322205,0.5169421434402466,train
0.8172445893287659,0.5701332092285156,0.5113227367401123,0.3260188102722168,69,0.9030331969261169,0.48662492632865906,train
0.8910597562789917,0.6420025825500488,0.6092666387557983,0.3837248384952545,70,0.9238886833190918,0.4344334900379181,train
0.7659608125686646,0.5477114319801331,0.5330750346183777,0.3598378598690033,71,0.946232259273529,0.4649088382720947,train
0.47283342480659485,0.2697678506374359,0.38058051466941833,0.2757168114185333,72,1.084330439567566,0.6218472719192505,train
0.5248274207115173,0.33057570457458496,0.4214944839477539,0.31775879859924316,73,0.9448717832565308,0.5001388192176819,train
0.5756862759590149,0.39175984263420105,0.4338923990726471,0.33114978671073914,74,0.9939706921577454,0.5206244587898254,train
0.519074022769928,0.3243870139122009,0.5564324855804443,0.422686904668808,75,0.9842160940170288,0.5272224545478821,train
0.5685375332832336,0.3420398235321045,0.6367571949958801,0.4188661575317383,76,1.0332709550857544,0.5733898282051086,train
