epoch,train_loss,val_base_mae,val_base_mse,val_counterfactual_lambda0_mse,val_counterfactual_lambda1_mse,val_final_mae,val_final_mse,val_gate_gt_0.10,val_gate_gt_0.50,val_gate_gt_0.98,val_gate_lt_0.02,val_gate_max,val_gate_mean,val_gate_median,val_gate_min,val_gate_p10,val_gate_p25,val_gate_p75,val_gate_p90,val_gate_std,val_projected_retrieval_branch_mae,val_projected_retrieval_branch_mse,val_raw_retrieval_aggregate_mae,val_raw_retrieval_aggregate_mse
1,0.5592497618852463,0.9759983560627659,1.8862338221575843,1.8862338221575843,1.6068170422138854,0.9013554494974952,1.6361529896127143,0.9921993613243103,0.3908243477344513,0.0,0.0,0.759503185749054,0.4446122944355011,0.47054630517959595,0.05077561363577843,0.24627365171909332,0.36670804023742676,0.539017915725708,0.5940862894058228,0.13164688646793365,0.8977368228799406,1.6068170422138854,0.897736830053005,1.6068170450831112
2,0.5143478330785194,0.9020903812277119,1.6299593404889527,1.6299593404889527,1.6068170422138854,0.8850045985080944,1.5736118915405126,0.9036160707473755,0.16579626500606537,0.0,0.007998942397534847,0.9160444140434265,0.3307690918445587,0.33743247389793396,0.0011686083162203431,0.10209080576896667,0.19409167766571045,0.4594038724899292,0.540973961353302,0.16524943709373474,0.8977368228799406,1.6068170422138854,0.897736830053005,1.6068170450831112
3,0.5055994022209033,0.9449412695313935,1.7878854948243759,1.7878854948243759,1.6068170422138854,0.8736517034822759,1.5640088834958923,0.9976862668991089,0.2580815851688385,0.0,0.0,0.9214339256286621,0.43007126450538635,0.4341663420200348,0.08095565438270569,0.27994847297668457,0.36194920539855957,0.5026183128356934,0.576232373714447,0.11679675430059433,0.8977368228799406,1.6068170422138854,0.897736830053005,1.6068170450831112
4,0.4970230862366415,0.95304344405159,1.8168566237568218,1.8168566237568218,1.6068170422138854,0.8813597970200681,1.5916746976295146,0.999471127986908,0.3354267179965973,0.0,0.0,0.9432883858680725,0.4516230821609497,0.4565574824810028,0.06284257769584656,0.28103145956993103,0.37640947103500366,0.527104914188385,0.6070480346679688,0.1250278502702713,0.8977368228799406,1.6068170422138854,0.897736830053005,1.6068170450831112
5,0.4912701895279167,0.941837241778291,1.7702462538814885,1.7702462538814885,1.6068170422138854,0.8991609483714963,1.6273279247854278,0.9985456466674805,0.5010907649993896,0.0005949626211076975,0.0,0.9877370595932007,0.5160529613494873,0.5004844069480896,0.02954661101102829,0.3300246596336365,0.4020642638206482,0.6117267608642578,0.7444274425506592,0.16033533215522766,0.8977368228799406,1.6068170422138854,0.897736830053005,1.6068170450831112
6,0.49348227284123414,0.9353235315991274,1.7513415129507668,1.7513415129507668,1.6068170422138854,0.8711332527826899,1.5573257279627395,0.9953064322471619,0.3652409613132477,0.0,0.0,0.9529002904891968,0.4612451493740082,0.4590851664543152,0.028651665896177292,0.2933391034603119,0.3797736167907715,0.5437126159667969,0.6371174454689026,0.13559545576572418,0.8977368228799406,1.6068170422138854,0.897736830053005,1.6068170450831112
7,0.4874330342343423,0.9309039885910403,1.740035176851041,1.740035176851041,1.6068170422138854,0.8805419615226499,1.5869209837897926,0.9894890189170837,0.3212137222290039,0.0,0.0001322139287367463,0.9616149663925171,0.44001176953315735,0.4399985671043396,0.015424818731844425,0.24396385252475739,0.34555208683013916,0.530551016330719,0.6365312933921814,0.15094494819641113,0.8977368228799406,1.6068170422138854,0.897736830053005,1.6068170450831112
8,0.4862938690765769,0.9580812234338388,1.8393293093016168,1.8393293093016168,1.6068170422138854,0.8830199077211094,1.5999834847366372,0.9901500344276428,0.3142724931240082,0.0,0.0007271765498444438,0.9581581950187683,0.4386388063430786,0.4368896484375,0.007070346735417843,0.2632187008857727,0.3480730950832367,0.5274252891540527,0.6164811253547668,0.13940848410129547,0.8977368228799406,1.6068170422138854,0.897736830053005,1.6068170450831112
9,0.48374848634795803,0.9374078092663826,1.7517186683705277,1.7517186683705277,1.6068170422138854,0.8809689729675323,1.5666895673919152,0.9701857566833496,0.2593376040458679,0.0,0.0,0.9384639263153076,0.4121914207935333,0.41325926780700684,0.02331494353711605,0.21562114357948303,0.3211079239845276,0.50327068567276,0.6015971302986145,0.15119343996047974,0.8977368228799406,1.6068170422138854,0.897736830053005,1.6068170450831112
10,0.48832021337167353,0.917166286379487,1.677812630980155,1.677812630980155,1.6068170422138854,0.8817916212324771,1.5809588194949429,0.9553778171539307,0.216103658080101,0.0,0.004495273344218731,0.9650377631187439,0.38374167680740356,0.387512743473053,0.0036843609996140003,0.17315486073493958,0.28534772992134094,0.48369157314300537,0.5753237009048462,0.15563490986824036,0.8977368228799406,1.6068170422138854,0.897736830053005,1.6068170450831112
