epoch,train_global_n_valid_mean,train_global_teacher_effective_positives,train_global_teacher_entropy,train_global_teacher_top1_mass,train_kl_g,train_loss,val_global_h720_mse,val_n_queries_seen
1,32532.60355097568,3814.223210778293,8.362362107680315,0.0016630184984676188,0.2351731067276357,0.23517310672763578,0.1822109985052067,4537
2,32532.621993424775,3814.344814148967,8.362395018257459,0.0016630159744177603,0.21322697168028165,0.21322697168028165,0.18271511212758246,4537
3,32532.62240526018,3814.2390169295563,8.362378447626803,0.00166291224706044,0.20523507893685916,0.205235078936859,0.1852573416814099,4537
4,32532.608618495477,3814.2400557815004,8.362361740828954,0.0016631140137040772,0.19933960382977442,0.19933960382977436,0.188162635897036,4537
5,32532.606592901582,3814.317893216953,8.362395709166577,0.0016628505798696777,0.19441630548198988,0.1944163054819898,0.1895391451655194,4537
6,32532.60180995475,3814.3197708008424,8.362379907482103,0.0016631139229414983,0.19042307731413435,0.19042307731413433,0.19096845080794592,4537
