step,expert_containment_at_1,expert_containment_at_10,expert_containment_at_5,expert_rank_fraction,expert_rank_mean,expert_rank_median,expert_regret_mean,loss_effective_positive_count,loss_informative_row_fraction,loss_student_entropy,loss_teacher_entropy,loss_teacher_top1_weight,loss_topm_probability_mass,n_valid_mean,ndcg_at_10,oracle_action_acc,selected_individual_future_mse,spearman,step_loss
0,0.002297794117647059,0.01915472071273487,0.009052150272333822,0.12016500593084811,865.3082055484547,629.2079831932773,0.5257716360775864,10.0,1.0,5.989588625290814,0.5624515469334707,0.7928393349802795,0.01675859654841122,7201.0,0.9610852422584005,0.002297794117647059,0.9682114268927013,0.10206612455546551,7.565554080891008
1,0.0240476705493922,0.16379603320936195,0.0937654474092757,0.016645285481892275,119.84605552569157,70.50210084033614,0.2697108111915593,10.0,1.0,6.0085716728402785,0.5562240205892995,0.7946439893806682,0.05222946213276571,7200.0,0.6686485113591707,0.0240476705493922,1.129467521457612,0.42175812824712583,5.217051190488479
2,0.019969568713059445,0.15711505192981548,0.08623099976665333,0.015043676051628157,108.2994238108146,64.0798319327731,0.19850917659042513,10.0,1.0,6.02218217909837,0.5422975591250828,0.7998671609313548,0.05086331134133761,7199.0,0.6168236547157544,0.019969568713059445,1.0869638196372686,0.3425852412312849,5.194996796736197
3,0.018571583045443065,0.15769818964406473,0.08440048815760792,0.013977924126059506,100.61309782597198,60.22478991596638,0.1527905148540099,10.0,1.0,6.036356383011121,0.532443172791425,0.8040949827482721,0.050224956886122836,7198.0,0.5954253609065249,0.018571583045443065,1.0804538956272,0.3002037621618555,5.183507543651998
4,0.015084342561474368,0.15755916343798407,0.08321876548418478,0.013621891944858973,98.03675697230491,58.84453781512605,0.12348256902299634,10.000131302521009,1.0,6.048504694169309,0.5265747781435982,0.8056573821466511,0.04982313373861756,7197.0,0.5843387934214929,0.015084342561474368,1.0606700531950517,0.26991345711440246,5.175191608797602
5,0.01986916090103508,0.1585864125821395,0.08557448718509003,0.013351236116395434,96.07549507678056,57.70798319327731,0.10277156951297231,10.0,1.0,6.059147458116548,0.5197714466069426,0.808479634152741,0.04948399695391696,7196.0,0.5763673048560359,0.01986916090103508,1.0631146933726903,0.24912053566803855,5.17241318386142
6,0.01670245305016762,0.15898804381458448,0.08404906084682762,0.013242211043903166,95.27770866666522,58.502100840336134,0.0903569179383584,10.0,1.0,6.068929571063578,0.5136748709473289,0.8097870776883694,0.049149389775908166,7195.0,0.5701609339658954,0.01670245305016762,1.0771117916001993,0.23263779378165803,5.171553676869689
7,0.016995952793342227,0.15882970839582322,0.08340799560410385,0.01308283963810042,94.11794829568943,56.825630252100844,0.0794284252152473,10.000065651260504,1.0,6.077999102969129,0.5090713983072954,0.8125246659296901,0.04886976902631401,7194.0,0.5671211900580831,0.016995952793342227,1.0752303270043946,0.219825794930174,5.177206882909567
8,0.01909679312947668,0.16194235055292605,0.08411471210733182,0.013078316187724754,94.07232839319886,57.359243697478995,0.07004565730917917,10.0,1.0,6.086425560863078,0.5086931539621172,0.8117768837123358,0.048596843167309875,7193.0,0.5652503598512721,0.01909679312947668,1.0633389472710986,0.20818255922462817,5.178260353432984
9,0.017258557835359033,0.16147506805215062,0.08370535718198835,0.013127451850113091,94.41263362339565,57.109243697478995,0.06335005191538264,10.000065651260504,1.0,6.094390715871539,0.5056414977029091,0.8129486052178535,0.04823902811064627,7192.0,0.5627486924288654,0.017258557835359033,1.070834873917223,0.19856075248861627,5.182423950243397
