epoch,encoder_grad_norm,rep_dead_dim_ratio,rep_effective_rank,rep_embed_norm_mean,rep_embed_norm_std,rep_encoder_param_displacement,rep_has_nan,rep_mean_dim_std,rep_mean_pairwise_cosine,rep_sv1_fraction,score_layer_grad_norm,test_free_running_aggregate_future_mse,train_expert_containment_at_1,train_expert_containment_at_10,train_expert_containment_at_5,train_expert_rank_fraction,train_expert_rank_mean,train_expert_rank_median,train_expert_regret_mean,train_loss,train_n_valid_mean,train_ndcg_at_10,train_oracle_action_acc,train_selected_individual_future_mse,train_spearman,train_train_prefix_aggregate_future_mse,val_expert_containment_at_10,val_expert_containment_at_10_t0,val_expert_containment_at_10_tge1,val_expert_rank_median,val_expert_rank_median_t0,val_expert_rank_median_tge1,val_expert_regret_mean,val_expert_regret_mean_t0,val_expert_regret_mean_tge1,val_free_running_aggregate_future_mse,val_loss_effective_positive_count,val_loss_effective_positive_count_t0,val_loss_effective_positive_count_tge1,val_loss_student_entropy,val_loss_student_entropy_t0,val_loss_student_entropy_tge1,val_loss_teacher_entropy,val_loss_teacher_entropy_t0,val_loss_teacher_entropy_tge1,val_loss_teacher_top1_weight,val_loss_teacher_top1_weight_t0,val_loss_teacher_top1_weight_tge1,val_loss_topm_probability_mass,val_loss_topm_probability_mass_t0,val_loss_topm_probability_mass_tge1,val_ndcg_at_10,val_ndcg_at_10_t0,val_ndcg_at_10_tge1,val_oracle_action_acc,val_oracle_action_acc_t0,val_oracle_action_acc_tge1,val_spearman,val_spearman_t0,val_spearman_tge1,val_step_loss,val_step_loss_t0,val_step_loss_tge1
1,3.1386512337330297,0.0,39.54511260986328,1.0,3.1672058753429155e-08,0.20391136762412385,False,0.08322849869728088,0.07610239088535309,0.09249019622802734,0.4724987412479238,0.5845600360839596,0.013136061946902654,0.08804124525916561,0.05179361567635904,0.12942777733850103,603.4680191213654,264.8362831858407,0.6370847646509652,5.820577906296316,4608.740873893806,0.942938287362136,0.013136061946902654,1.102530438966305,0.2665747461510605,0.7225838305261434,0.1385535096796621,0.03738260010899115,0.14979472185418108,180.52605042016808,1069.1470588235295,81.79038281979459,0.3665435714156078,1.2182871820639913,0.27190539245467626,1.6469577238266093,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6100313739616329,0.9374620308395193,0.5736501898640901,0.016245211320420526,0.004792542016806723,0.01751773013193317,0.23852062336198068,0.13549478185534877,0.24996793908493986,6.082093565604266,8.50510872913008,5.812869658545842
2,2.699537054248772,0.0,42.12627410888672,1.0,2.4618106664320294e-08,0.2698148229598619,False,0.08147111535072327,0.1157955601811409,0.08418706804513931,0.45188868207159333,,0.021155973451327435,0.12877291403286978,0.07763116308470291,0.0981937507890823,458.56868283817954,174.59671302149178,0.5301949743431076,5.201015759358364,4610.386891592921,0.9517377355005286,0.021155973451327435,0.9959342570695202,0.25390477758130714,0.6433110549932937,0.15161579342699855,0.03464069451448046,0.16461302663950056,182.51029411764708,1161.4579831932774,73.73832866479925,0.3638968929233609,1.265402334577897,0.26372962162841235,1.6517388664928252,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6102493312742029,0.9353388335023608,0.5741282754710743,0.01819003336757672,0.0036108193277310926,0.019809946038670676,0.21659794711961947,0.10650348936819339,0.22883066464755572,6.021348787155472,8.588135270511403,5.736150289004813
3,2.5548765817227768,0.0,42.96701431274414,1.0,2.4618106664320294e-08,0.31955262140119767,False,0.08233173191547394,0.09815108776092529,0.07714679837226868,0.46505111809707145,,0.025225189633375476,0.14333122629582806,0.0868362831858407,0.09053321976449244,423.0122471554994,155.40202275600507,0.5009466727486754,5.087565396739318,4614.133296460177,0.9545118225886758,0.025225189633375476,0.9654438609984973,0.2631001204452516,0.6150654904101651,0.1568350686480393,0.03628969970433151,0.17022899853067347,180.43340336134455,1108.203781512605,77.34780578898227,0.3588106706396073,1.246616965785873,0.26016552673446675,1.6406645412965817,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6167893274929844,0.9366448936091751,0.581249820146741,0.019536270393731715,0.0034138655462184874,0.021327648710122073,0.19843575383938122,0.10516440679546524,0.20879923684426077,6.000413024124979,8.428662352201318,5.730607543227609
4,2.379266467664472,0.0,43.80521011352539,1.0,2.447621483270268e-08,0.36349459659998135,False,0.08102602511644363,0.1278461068868637,0.07928257435560226,0.4549929396392357,,0.02743757901390645,0.15409687104930467,0.09637721238938053,0.08642788857072074,402.9256479140329,141.25158027812896,0.48335287466117766,5.0278020907292325,4608.526548672567,0.9566009081947215,0.02743757901390645,0.9479150590068848,0.2717225304172431,0.6002490178937405,0.1575622528971431,0.03633990361816993,0.17103140281702903,182.57331932773107,1160.4558823529412,73.91970121381887,0.3586541597972069,1.2473972837651979,0.25990492380076335,1.6580703215801749,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6111900369534974,0.9368944884348316,0.5750006534555714,0.019611576251967362,0.004004726890756302,0.02134567062543526,0.20104708408735,0.12162477725340397,0.20987178484667735,5.979060474463871,8.488505179140748,5.7002332850553294
5,2.3525765260316014,0.0,43.11566925048828,1.0,2.8548805985906256e-08,0.3988795548167322,False,0.0795729011297226,0.15873852372169495,0.07597202062606812,0.4588880220421107,0.595195197961363,0.029294405815423516,0.16201801517067005,0.1025995575221239,0.08236911424893242,384.0850584702908,129.3242730720607,0.4598409998714547,4.962854256672141,4608.526548672567,0.9584357185776707,0.029294405815423516,0.9247186993414774,0.27668850964148767,0.5873595738286617,0.15669488390485029,0.03581469353413632,0.17012601616826295,188.66197478991597,1203.5693277310925,75.89449112978525,0.34422586038669556,1.229022036987443,0.2459151740977236,1.6228013417217542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6179652780357028,0.9378868625694964,0.5824184353097258,0.019816253711508604,0.004332983193277311,0.021536617102423196,0.19222962211841216,0.11764301208707327,0.20051702323300535,5.966890567991914,8.521862434739827,5.683004805019923
6,2.2518540437580903,0.0,43.29450988769531,1.0,2.5038959350354162e-08,0.43250043905128077,False,0.07934902608394623,0.16216348111629486,0.07953071594238281,0.45009064797156995,,0.030282079646017698,0.17059102402022755,0.10781447534766118,0.08040014080305592,374.89672882427305,121.85524652338812,0.44698431115366716,4.941803238033193,4612.260094026548,0.9599959657029467,0.030282079646017698,0.9116326817482069,0.2831096813819786,0.57532473873964,0.15625424810896527,0.035961443401810504,0.16962011529864915,196.67142857142858,1199.3487394957983,85.26283846872084,0.3536963850576743,1.2303285185529405,0.2562928146693115,1.6301699872450968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6176371469843287,0.9376192435997874,0.582083580693722,0.019944466762401226,0.004464285714285714,0.021664486878858507,0.20814639152817832,0.1456608754189752,0.21508922665142313,5.9817263262612475,8.517884337601542,5.699930991667881
7,2.2402388791722303,0.0,42.94548797607422,1.0,2.3754042288715027e-08,0.4634839268737242,False,0.08105574548244476,0.12883354723453522,0.07274366915225983,0.44663644337345304,,0.031447534766118834,0.17351453855878635,0.1091379582806574,0.07847812437195115,365.96418694690266,117.1795195954488,0.4351176146121152,4.917686304159924,4609.1823838495575,0.9608378522239353,0.031447534766118834,0.900419809705991,0.29040426367544586,0.5710186691844057,0.1562368698081612,0.03631673258643191,0.16956132949946445,194.44810924369747,1179.9495798319329,84.94794584500467,0.3559815067676592,1.227660941132227,0.25912823628270726,1.6326321797904582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.615693012662545,0.9382703718768448,0.5798510838609562,0.02003251668535361,0.0040703781512605045,0.021806087633586175,0.1938903563818966,0.11301927188577422,0.20287603243702132,5.99546599087595,8.476799155483727,5.719762305919531
8,2.208836210867634,0.0,42.681522369384766,1.0,2.8303746901769955e-08,0.49304402947399467,False,0.07949086278676987,0.15809763967990875,0.08271127194166183,0.4407668496063308,,0.033640170670037925,0.17774178255372947,0.11214048672566372,0.07661158759553131,357.1237555309734,112.51706700379266,0.4330011681004812,4.89797128618291,4608.526548672567,0.9615304703281441,0.033640170670037925,0.8977090227129185,0.29642631050837714,0.5634359173033994,0.15678988512871522,0.036536857399682536,0.1701513326541633,202.43802521008405,1236.111344537815,87.58543417366948,0.3591865447745071,1.2336188286480283,0.2620274021218937,1.6309790147889935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6150017906950802,0.9375968025762493,0.5791579004860614,0.01994485294508959,0.0036108193277310926,0.021759745569240534,0.1930825875362583,0.11864703109827844,0.20135320491825606,6.014285520044695,8.518835705869337,5.736002166064179
9,2.1581109801533622,0.0,43.00007629394531,1.0,2.54528540466481e-08,0.5206332937316003,False,0.08082515001296997,0.1335841864347458,0.07467921823263168,0.43916359030441904,,0.03381795195954488,0.18485303413400758,0.11658501896333755,0.07484555189726184,348.6947297724399,109.91908975979773,0.41795563951191195,4.887601023226713,4608.526548672567,0.9625734792723215,0.03381795195954488,0.8831226313875237,0.3025373835285216,0.5583578006431517,0.15844545547279115,0.03878444760349117,0.1717411230138245,198.4279411764706,1185.3088235294117,88.77450980392159,0.3529331186132803,1.2196155154310606,0.2566350745224158,1.6251920907142938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6172343448305331,0.9382408028390227,0.5815669606073676,0.019477956627785155,0.004464285714285714,0.021146142284840647,0.19779885665198924,0.13674523549427622,0.20458259233617956,5.9977936877422975,8.446940238736257,5.7256662931874125
10,2.083699899954547,0.0,43.022029876708984,1.0,2.6261082197720498e-08,0.5458512574002036,False,0.07970185577869415,0.15836679935455322,0.07488250732421875,0.431227160276514,0.6082338053495955,0.03474636536030341,0.18520859671302148,0.1195480404551201,0.07327396793012224,341.3690344500632,106.45891276864728,0.4092956435232036,4.858219062332559,4608.526548672567,0.9635131527892257,0.03474636536030341,0.8742628892513955,0.30443298233919364,0.5514093881423494,0.16090197115980026,0.035158180929094306,0.17487350340765648,203.7079831932773,1276.1827731092437,84.54411764705881,0.36591164419161426,1.2618967015765796,0.26635774892661807,1.6583665634025906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6114420060976211,0.936598512430151,0.5753135053940068,0.020788664733912766,0.004595588235294118,0.022587895455981503,0.19486904658619666,0.11355625307698465,0.20390380142055353,5.988410406553444,8.54988198220229,5.703802453703573
