t,set_top1_agreement,set_top5_overlap,set_top10_overlap,set_spearman,set_kendall,control_individual_top1_agreement,control_individual_top10_overlap,control_individual_spearman
2,0.27453193126442677,0.37991279815337176,0.4258066170813034,0.6792199779192565,0.5961185183240661,1.0,1.0,0.9999999779008786
3,0.4663246986406771,0.5626468325211555,0.6018876635034379,0.7686495518073295,0.698075245629046,1.0,1.0,1.0000000027119424
4,0.5746601692741728,0.6586817132597832,0.6930187227493654,0.828460821143174,0.7635312156748288,1.0,1.0,0.9999999906106251
5,0.6405232110797641,0.7201949217747644,0.7495152603230819,0.8679458967053766,0.8075339712143311,1.0,1.0,0.9999999891980913
6,0.6913567581431136,0.7615901513207894,0.7862580148755155,0.8914720376427688,0.8353632885528728,1.0,1.0,0.9999999379708113
7,0.7329058733008463,0.7896178507308874,0.8144703770196444,0.9088449644982811,0.8565521337990014,1.0,1.0,1.0000000273303884
8,0.7627596819697359,0.8163426519619706,0.8363170043599835,0.924925843800727,0.8756665489085517,1.0,1.0,0.9999999433152031
9,0.7889202359579379,0.8350141061809985,0.8539317773787078,0.9354220409624853,0.889220658375192,1.0,1.0,0.9999999544687166
10,0.8065144908951013,0.8494280584764553,0.8656322133879475,0.9433859688909765,0.8995928407788242,1.0,1.0,0.9999999855352872
