oracle,gap_1_2_mean,gap_1_5_mean,gap_1_10_mean,near_tie_count_frac0.001,near_tie_count_frac0.01,near_tie_count_frac0.05
individual,0.022506868124358557,0.05827323715550244,0.09107402793140085,1.002825689935065,1.0276481331168832,1.1451907467532467
set,0.015438398190410414,0.03686255455179051,0.053903010188599644,1.0025669642857142,1.0247412743506494,1.128302556818182
